Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,
0.473684,0.066958,,,,,,,,,,,,-0.028790,,,,,,,,,,,,0.099427,,,,,,,,,,,,-0.003159,,,,,,,,,,,,-0.020236,,,,,,,,,,,,0.210754,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.087385,,,,,,,,,,,,-0.038226,,,,,,,,,,,,
0.500000,0.059600,,,,,,,,,,,,-0.033957,,,,,,,,,,,,0.090178,,,,,,,,,,,,-0.004124,,,,,,,,,,,,-0.015787,,,,,,,,,,,,0.206505,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.098074,,,,,,,,,,,,-0.011400,,,,,,,,,,,,
0.526316,0.049813,,,,,,,,,,,,-0.038045,,,,,,,,,,,,0.078271,,,,,,,,,,,,-0.004814,,,,,,,,,,,,-0.012450,,,,,,,,,,,,0.200309,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.090189,,,,,,,,,,,,0.003456,,,,,,,,,,,,
0.552632,0.039156,,,,,,,,,,,,-0.040068,,,,,,,,,,,,0.065492,,,,,,,,,,,,-0.005918,,,,,,,,,,,,-0.013904,,,,,,,,,,,,0.193582,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.080364,,,,,,,,,,,,0.012517,,,,,,,,,,,,
0.578947,0.027087,,,,,,,,,,,,-0.040684,,,,,,,,,,,,0.052287,,,,,,,,,,,,-0.009367,,,,,,,,,,,,-0.011081,,,,,,,,,,,,0.185969,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.069243,,,,,,,,,,,,0.018991,,,,,,,,,,,,
0.605263,0.016563,,,,,,,,,,,,-0.039257,,,,,,,,,,,,0.040889,,,,,,,,,,,,-0.011574,,,,,,,,,,,,-0.009883,,,,,,,,,,,,0.174462,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.058012,,,,,,,,,,,,0.020064,,,,,,,,,,,,
0.631579,0.006015,,,,,,,,,,,,-0.036833,,,,,,,,,,,,0.032608,,,,,,,,,,,,-0.011850,,,,,,,,,,,,-0.007230,,,,,,,,,,,,0.155873,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.046742,,,,,,,,,,,,0.021235,,,,,,,,,,,,
0.657895,-0.003564,,,,,,,,,,,,-0.034343,,,,,,,,,,,,0.023187,,,,,,,,,,,,-0.008953,,,,,,,,,,,,-0.007829,,,,,,,,,,,,0.130558,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.036220,,,,,,,,,,,,0.021180,,,,,,,,,,,,
0.684211,-0.011755,,,,,,,,,,,,-0.029236,,,,,,,,,,,,0.014017,,,,,,,,,,,,-0.007573,,,,,,,,,,,,-0.006204,,,,,,,,,,,,0.103294,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.026846,,,,,,,,,,,,0.021934,,,,,,,,,,,,
0.710526,-0.019612,,,,,,,,,,,,-0.024080,,,,,,,,,,,,0.009006,,,,,,,,,,,,-0.007573,,,,,,,,,,,,-0.005434,,,,,,,,,,,,0.078332,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.018938,,,,,,,,,,,,0.022607,,,,,,,,,,,,
0.736842,-0.024480,,,,,,,,,,,,-0.020245,,,,,,,,,,,,0.005589,,,,,,,,,,,,-0.004538,,,,,,,,,,,,-0.004236,,,,,,,,,,,,0.054079,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.013196,,,,,,,,,,,,0.023502,,,,,,,,,,,,
0.763158,-0.026625,,,,,,,,,,,,-0.017828,,,,,,,,,,,,0.005372,,,,,,,,,,,,-0.002055,,,,,,,,,,,,-0.005434,,,,,,,,,,,,0.029294,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.009391,,,,,,,,,,,,0.024348,,,,,,,,,,,,
0.789474,-0.027857,,,,,,,,,,,,-0.014987,,,,,,,,,,,,0.004308,,,,,,,,,,,,0.001808,,,,,,,,,,,,-0.000728,,,,,,,,,,,,0.006102,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.007134,,,,,,,,,,,,0.023119,,,,,,,,,,,,
0.815789,-0.029032,,,,,,,,,,,,-0.013228,,,,,,,,,,,,0.003057,,,,,,,,,,,,0.006913,,,,,,,,,,,,-0.000300,,,,,,,,,,,,-0.010185,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.005849,,,,,,,,,,,,0.022854,,,,,,,,,,,,
0.842105,-0.029796,,,,,,,,,,,,-0.012285,,,,,,,,,,,,0.001449,,,,,,,,,,,,0.008292,,,,,,,,,,,,-0.000300,,,,,,,,,,,,-0.017797,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.005789,,,,,,,,,,,,0.022519,,,,,,,,,,,,
0.868421,-0.030016,,,,,,,,,,,,-0.010999,,,,,,,,,,,,0.001691,,,,,,,,,,,,0.006085,,,,,,,,,,,,0.000385,,,,,,,,,,,,-0.018152,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.006080,,,,,,,,,,,,0.022427,,,,,,,,,,,,
0.894737,-0.030124,,,,,,,,,,,,-0.011545,,,,,,,,,,,,0.004833,,,,,,,,,,,,0.004567,,,,,,,,,,,,-0.001241,,,,,,,,,,,,-0.016735,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.006203,,,,,,,,,,,,0.022338,,,,,,,,,,,,
0.921053,-0.028164,,,,,,,,,,,,-0.012396,,,,,,,,,,,,0.004351,,,,,,,,,,,,0.006223,,,,,,,,,,,,-0.001583,,,,,,,,,,,,-0.016735,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.006962,,,,,,,,,,,,0.021387,,,,,,,,,,,,
0.947368,-0.027696,,,,,,,,,,,,-0.011725,,,,,,,,,,,,0.005793,,,,,,,,,,,,0.004981,,,,,,,,,,,,-0.002011,,,,,,,,,,,,-0.016204,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.006771,,,,,,,,,,,,0.021614,,,,,,,,,,,,
0.973684,-0.027605,,,,,,,,,,,,-0.011232,,,,,,,,,,,,0.005100,,,,,,,,,,,,0.003601,,,,,,,,,,,,0.000984,,,,,,,,,,,,-0.014965,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.007024,,,,,,,,,,,,0.020526,,,,,,,,,,,,
1.000000,-0.026315,,,,,,,,,,,,-0.011979,,,,,,,,,,,,0.007730,,,,,,,,,,,,0.002360,,,,,,,,,,,,-0.004150,,,,,,,,,,,,-0.011247,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.007912,,,,,,,,,,,,0.020346,,,,,,,,,,,,
0.000000,,-0.029013,,,,,,,,,,,,-0.013564,,,,,,,,,,,,0.011861,,,,,,,,,,,,-0.000951,,,,,,,,,,,,0.001155,,,,,,,,,,,,-0.004343,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.008463,,,,,,,,,,,,0.023119,,,,,,,,,,,
0.018182,,-0.029224,,,,,,,,,,,,-0.012963,,,,,,,,,,,,0.014346,,,,,,,,,,,,0.002084,,,,,,,,,,,,0.004920,,,,,,,,,,,,-0.005582,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.008344,,,,,,,,,,,,0.023467,,,,,,,,,,,
0.036364,,-0.027253,,,,,,,,,,,,-0.012488,,,,,,,,,,,,0.021622,,,,,,,,,,,,0.011189,,,,,,,,,,,,-0.005091,,,,,,,,,,,,-0.014965,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.008316,,,,,,,,,,,,0.023166,,,,,,,,,,,
0.054545,,-0.026242,,,,,,,,,,,,-0.011567,,,,,,,,,,,,0.026738,,,,,,,,,,,,0.024434,,,,,,,,,,,,-0.004492,,,,,,,,,,,,-0.022931,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.008221,,,,,,,,,,,,0.022354,,,,,,,,,,,
0.072727,,-0.025103,,,,,,,,,,,,-0.008735,,,,,,,,,,,,0.028352,,,,,,,,,,,,0.042231,,,,,,,,,,,,-0.011081,,,,,,,,,,,,-0.026295,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.006607,,,,,,,,,,,,0.020137,,,,,,,,,,,
0.090909,,-0.021967,,,,,,,,,,,,-0.004613,,,,,,,,,,,,0.024106,,,,,,,,,,,,0.062649,,,,,,,,,,,,-0.019466,,,,,,,,,,,,-0.027180,,,,,,,,,,,,0.000000,,,,,,,,,,,,0.004453,,,,,,,,,,,,0.015596,,,,,,,,,,,
0.109091,,-0.015798,,,,,,,,,,,,0.002249,,,,,,,,,,,,0.016051,,,,,,,,,,,,0.081136,,,,,,,,,,,,-0.028194,,,,,,,,,,,,-0.026826,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.000967,,,,,,,,,,,,0.008524,,,,,,,,,,,
0.127273,,-0.006575,,,,,,,,,,,,0.011907,,,,,,,,,,,,0.004587,,,,,,,,,,,,0.091897,,,,,,,,,,,,-0.033156,,,,,,,,,,,,-0.024879,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.010292,,,,,,,,,,,,0.000873,,,,,,,,,,,
0.145455,,0.004458,,,,,,,,,,,,0.021420,,,,,,,,,,,,-0.003379,,,,,,,,,,,,0.092587,,,,,,,,,,,,-0.036665,,,,,,,,,,,,-0.019745,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.020863,,,,,,,,,,,,-0.006283,,,,,,,,,,,
0.163636,,0.015521,,,,,,,,,,,,0.030637,,,,,,,,,,,,-0.010687,,,,,,,,,,,,0.087483,,,,,,,,,,,,-0.039232,,,,,,,,,,,,-0.013195,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.031050,,,,,,,,,,,,-0.013587,,,,,,,,,,,
0.181818,,0.023993,,,,,,,,,,,,0.039427,,,,,,,,,,,,-0.025901,,,,,,,,,,,,0.072583,,,,,,,,,,,,-0.027851,,,,,,,,,,,,0.000260,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.039928,,,,,,,,,,,,-0.021602,,,,,,,,,,,
0.200000,,0.035929,,,,,,,,,,,,0.046594,,,,,,,,,,,,-0.036928,,,,,,,,,,,,0.057131,,,,,,,,,,,,-0.034868,,,,,,,,,,,,0.005394,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.049060,,,,,,,,,,,,-0.030962,,,,,,,,,,,
0.218182,,0.047902,,,,,,,,,,,,0.051726,,,,,,,,,,,,-0.046691,,,,,,,,,,,,0.032712,,,,,,,,,,,,-0.027937,,,,,,,,,,,,0.008404,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.057040,,,,,,,,,,,,-0.040190,,,,,,,,,,,
0.236364,,0.059664,,,,,,,,,,,,0.054684,,,,,,,,,,,,-0.043813,,,,,,,,,,,,0.009948,,,,,,,,,,,,-0.025712,,,,,,,,,,,,0.002561,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.063561,,,,,,,,,,,,-0.048926,,,,,,,,,,,
0.254545,,0.067493,,,,,,,,,,,,0.054076,,,,,,,,,,,,-0.038473,,,,,,,,,,,,-0.010471,,,,,,,,,,,,-0.017413,,,,,,,,,,,,0.000437,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.065025,,,,,,,,,,,,-0.056062,,,,,,,,,,,
0.272727,,0.072561,,,,,,,,,,,,0.050275,,,,,,,,,,,,-0.029330,,,,,,,,,,,,-0.020818,,,,,,,,,,,,-0.012878,,,,,,,,,,,,0.001676,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.062324,,,,,,,,,,,,-0.064073,,,,,,,,,,,
0.290909,,0.075010,,,,,,,,,,,,0.047040,,,,,,,,,,,,-0.028418,,,,,,,,,,,,-0.021646,,,,,,,,,,,,-0.009027,,,,,,,,,,,,-0.003281,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.057916,,,,,,,,,,,,-0.071213,,,,,,,,,,,
0.309091,,0.077618,,,,,,,,,,,,0.043865,,,,,,,,,,,,-0.029152,,,,,,,,,,,,-0.019852,,,,,,,,,,,,-0.009370,,,,,,,,,,,,-0.008769,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.054341,,,,,,,,,,,,-0.077750,,,,,,,,,,,
0.327273,,0.081306,,,,,,,,,,,,0.041050,,,,,,,,,,,,-0.024922,,,,,,,,,,,,-0.014334,,,,,,,,,,,,-0.009626,,,,,,,,,,,,-0.013018,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.052440,,,,,,,,,,,,-0.083912,,,,,,,,,,,
0.345455,,0.082257,,,,,,,,,,,,0.039498,,,,,,,,,,,,-0.024416,,,,,,,,,,,,-0.011988,,,,,,,,,,,,-0.001925,,,,,,,,,,,,-0.011778,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.049992,,,,,,,,,,,,-0.088512,,,,,,,,,,,
0.363636,,0.081370,,,,,,,,,,,,0.038879,,,,,,,,,,,,-0.022467,,,,,,,,,,,,-0.003159,,,,,,,,,,,,0.003294,,,,,,,,,,,,-0.015850,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.047972,,,,,,,,,,,,-0.088711,,,,,,,,,,,
0.381818,,0.077523,,,,,,,,,,,,0.038935,,,,,,,,,,,,-0.027975,,,,,,,,,,,,0.003050,,,,,,,,,,,,0.018952,,,,,,,,,,,,-0.017620,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.046220,,,,,,,,,,,,-0.086042,,,,,,,,,,,
0.400000,,0.070257,,,,,,,,,,,,0.039802,,,,,,,,,,,,-0.033328,,,,,,,,,,,,0.005533,,,,,,,,,,,,0.032215,,,,,,,,,,,,-0.022931,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.045575,,,,,,,,,,,,-0.079206,,,,,,,,,,,
0.418182,,0.058371,,,,,,,,,,,,0.043013,,,,,,,,,,,,-0.036103,,,,,,,,,,,,0.007740,,,,,,,,,,,,0.052579,,,,,,,,,,,,-0.032314,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.044407,,,,,,,,,,,,-0.068085,,,,,,,,,,,
0.436364,,0.045732,,,,,,,,,,,,0.046788,,,,,,,,,,,,-0.040797,,,,,,,,,,,,0.017398,,,,,,,,,,,,0.068323,,,,,,,,,,,,-0.043999,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.042291,,,,,,,,,,,,-0.054552,,,,,,,,,,,
0.454545,,0.032846,,,,,,,,,,,,0.047512,,,,,,,,,,,,-0.036753,,,,,,,,,,,,0.023192,,,,,,,,,,,,0.064558,,,,,,,,,,,,-0.049487,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.039338,,,,,,,,,,,,-0.041994,,,,,,,,,,,
0.472727,,0.015444,,,,,,,,,,,,0.048702,,,,,,,,,,,,-0.039823,,,,,,,,,,,,0.022640,,,,,,,,,,,,0.063275,,,,,,,,,,,,-0.047539,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.036377,,,,,,,,,,,,-0.027825,,,,,,,,,,,
0.490909,,-0.000719,,,,,,,,,,,,0.049827,,,,,,,,,,,,-0.042105,,,,,,,,,,,,0.022640,,,,,,,,,,,,0.062932,,,,,,,,,,,,-0.045415,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.033338,,,,,,,,,,,,-0.014624,,,,,,,,,,,
0.509091,,-0.015703,,,,,,,,,,,,0.050531,,,,,,,,,,,,-0.041705,,,,,,,,,,,,0.020571,,,,,,,,,,,,0.056002,,,,,,,,,,,,-0.040635,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.030183,,,,,,,,,,,,-0.003273,,,,,,,,,,,
0.527273,,-0.028918,,,,,,,,,,,,0.051204,,,,,,,,,,,,-0.040616,,,,,,,,,,,,0.015604,,,,,,,,,,,,0.044108,,,,,,,,,,,,-0.029659,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.027319,,,,,,,,,,,,0.006508,,,,,,,,,,,
0.545455,,-0.037439,,,,,,,,,,,,0.051744,,,,,,,,,,,,-0.037924,,,,,,,,,,,,0.012707,,,,,,,,,,,,0.026824,,,,,,,,,,,,-0.018506,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.024991,,,,,,,,,,,,0.013312,,,,,,,,,,,
0.563636,,-0.041570,,,,,,,,,,,,0.050455,,,,,,,,,,,,-0.036652,,,,,,,,,,,,0.005395,,,,,,,,,,,,0.003636,,,,,,,,,,,,-0.006998,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.024040,,,,,,,,,,,,0.016452,,,,,,,,,,,
0.581818,,-0.043639,,,,,,,,,,,,0.047454,,,,,,,,,,,,-0.029575,,,,,,,,,,,,-0.008401,,,,,,,,,,,,-0.018953,,,,,,,,,,,,0.009112,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.023869,,,,,,,,,,,,0.016256,,,,,,,,,,,
0.600000,,-0.043267,,,,,,,,,,,,0.047387,,,,,,,,,,,,-0.027565,,,,,,,,,,,,-0.016955,,,,,,,,,,,,-0.024600,,,,,,,,,,,,0.018672,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.024362,,,,,,,,,,,,0.015216,,,,,,,,,,,
0.618182,,-0.036961,,,,,,,,,,,,0.047137,,,,,,,,,,,,-0.020754,,,,,,,,,,,,-0.013920,,,,,,,,,,,,-0.046248,,,,,,,,,,,,0.019734,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.024874,,,,,,,,,,,,0.013166,,,,,,,,,,,
0.636364,,-0.027418,,,,,,,,,,,,0.047701,,,,,,,,,,,,-0.015675,,,,,,,,,,,,-0.009919,,,,,,,,,,,,-0.073372,,,,,,,,,,,,0.029825,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.027119,,,,,,,,,,,,0.008622,,,,,,,,,,,
0.654545,,-0.011943,,,,,,,,,,,,0.047806,,,,,,,,,,,,-0.018039,,,,,,,,,,,,-0.014748,,,,,,,,,,,,-0.076366,,,,,,,,,,,,0.043279,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.031923,,,,,,,,,,,,-0.002080,,,,,,,,,,,
0.672727,,0.005310,,,,,,,,,,,,0.046790,,,,,,,,,,,,-0.018647,,,,,,,,,,,,-0.012678,,,,,,,,,,,,-0.078078,,,,,,,,,,,,0.040270,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.035336,,,,,,,,,,,,-0.015972,,,,,,,,,,,
0.690909,,0.021911,,,,,,,,,,,,0.045458,,,,,,,,,,,,-0.014661,,,,,,,,,,,,-0.009091,,,,,,,,,,,,-0.072088,,,,,,,,,,,,0.033011,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.039110,,,,,,,,,,,,-0.029233,,,,,,,,,,,
0.709091,,0.038119,,,,,,,,,,,,0.044311,,,,,,,,,,,,-0.018386,,,,,,,,,,,,-0.002883,,,,,,,,,,,,-0.067896,,,,,,,,,,,,0.026461,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.042678,,,,,,,,,,,,-0.042005,,,,,,,,,,,
0.727273,,0.053006,,,,,,,,,,,,0.043509,,,,,,,,,,,,-0.023257,,,,,,,,,,,,0.004705,,,,,,,,,,,,-0.058740,,,,,,,,,,,,0.018495,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.047115,,,,,,,,,,,,-0.053946,,,,,,,,,,,
0.745455,,0.063658,,,,,,,,,,,,0.043987,,,,,,,,,,,,-0.030052,,,,,,,,,,,,0.007740,,,,,,,,,,,,-0.048644,,,,,,,,,,,,0.015485,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.052504,,,,,,,,,,,,-0.062449,,,,,,,,,,,
0.763636,,0.072256,,,,,,,,,,,,0.044883,,,,,,,,,,,,-0.035441,,,,,,,,,,,,-0.000813,,,,,,,,,,,,-0.021520,,,,,,,,,,,,0.013184,,,,,,,,,,,,0.000000,,,,,,,,,,,,-0.058104,,,,,,,,,,,,-0.069235,,,,,,,,,,,
