time,r,theta,phi,
56528.3,51.77079968476439,4.099169501034788,1.8376130523695977,
56528.3,51.66082171239633,4.100285290116321,1.8289741641608717,
56528.3,49.948779764875134,4.112995540532354,1.7719549048716392,
56528.4,49.8968115213788,4.120467946099695,1.7770788973009048,
56528.4,49.81261386436171,4.134531947552097,1.786260885209589,
56528.4,48.933928924622435,4.127382622552484,1.7518221010554018,
56528.4,48.40804581885123,4.122761777163998,1.7292839886219278,
56528.4,49.25498654958704,4.140682492338929,1.6994629292265317,
56528.4,49.235285111391406,4.143917139383771,1.695419762164092,
56528.5,46.60221132092339,4.161839580600821,1.699038477514863,
56528.5,46.815032842026284,4.147195200575449,1.6950073039894544,
56528.5,47.30937116470689,4.115592411242682,1.686464616726555,
56528.5,47.77191015649259,4.123273509025002,1.7034806218185536,
56528.5,48.12059226568184,4.128696946049444,1.716152074514415,
56528.5,47.63896934233569,4.118590711645043,1.7474095522680908,
56528.6,47.54630059215964,4.115665150313759,1.754170870838749,
56528.6,47.172477145047196,4.050507429046845,1.7913517607978466,
56528.6,46.89531000004158,4.0588159546826414,1.7996778526521653,
56528.6,46.21263679990572,4.08130959291336,1.8220653082049967,
56528.6,46.77510128262685,4.050667056668782,1.8289170778627626,
56528.6,47.28602541977915,4.024886995571258,1.834599022481702,
56528.6,45.65594922898877,3.9896129451326416,1.8872948653400614,
56528.7,45.27956382298752,3.980337409433549,1.9009707868429173,
56528.7,46.40342228758564,3.9519691843109497,1.9542335914434024,
56528.7,46.23251236954358,3.941204735704279,1.9594621635996123,
56528.7,45.755555946791866,3.906475700246718,1.9758308675068992,
56528.7,45.5462424355731,3.8767251858814484,2.002079347162571,
56528.7,45.397076998414775,3.8463579410420676,2.0279970956581703,
56528.8,46.683261454187196,3.767832838106854,2.088921734229414,
56528.8,47.148081615268296,3.7435497487460108,2.1063381557737246,
56528.8,46.65845046719832,3.7260105392385503,2.1337251617182416,
56528.8,46.52909949698145,3.718362949598475,2.137262332530485,
56528.8,46.0610844422925,3.6887766256709513,2.150469931403857,
56528.9,46.39562371603598,3.6313497981428027,2.174275361987385,
56528.9,46.934772823568665,3.5651909756039193,2.1989155809089556,
56528.9,46.40099675653531,3.5256436786071315,2.2302717490356536,
56528.9,46.22788119738996,3.5100952980338462,2.2419872922154096,
56528.9,47.41134252475878,3.4475971706731685,2.2809544746618644,
56528.9,47.12986632699057,3.431787805379482,2.2827329878517038,
56529.0,45.80337760471383,3.352220814125438,2.2875471586273752,
56529.0,46.44667587675139,3.32642420347469,2.3044463014622014,
56529.0,47.355829630574526,3.2920161884506687,2.325436451638934,
56529.0,46.6167051602749,3.278353776254029,2.3368735588353093,
56529.0,46.29251667386425,3.2718147656866106,2.3421255825535447,
56529.0,46.591250251522546,3.209041080807931,2.3697950955452045,
56529.1,46.698559934970156,3.1969027155506042,2.375433282356953,
56529.1,47.305959455442824,3.1375148844729854,2.4020955315639707,
