Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,aclx 15,aclx 16,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,acly 15,acly 16,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,aclz 15,aclz 16,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyrx 15,gyrx 16,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyry 15,gyry 16,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,gyrz 15,gyrz 16,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magr 15,magr 16,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magphi 15,magphi 16,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,magtheta 15,magtheta 16,
1.000000,0.618884,,,,,,,,,,,,,,,,0.134157,,,,,,,,,,,,,,,,0.723835,,,,,,,,,,,,,,,,0.192470,,,,,,,,,,,,,,,,-0.544233,,,,,,,,,,,,,,,,1.262069,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.497907,,,,,,,,,,,,,,,,-0.381549,,,,,,,,,,,,,,,,
1.100000,0.756616,,,,,,,,,,,,,,,,0.125554,,,,,,,,,,,,,,,,0.635394,,,,,,,,,,,,,,,,0.450878,,,,,,,,,,,,,,,,-0.755956,,,,,,,,,,,,,,,,1.338393,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.487368,,,,,,,,,,,,,,,,-0.437459,,,,,,,,,,,,,,,,
1.200000,0.919317,,,,,,,,,,,,,,,,0.124796,,,,,,,,,,,,,,,,0.573479,,,,,,,,,,,,,,,,0.623150,,,,,,,,,,,,,,,,-0.767100,,,,,,,,,,,,,,,,1.457119,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.474928,,,,,,,,,,,,,,,,-0.504542,,,,,,,,,,,,,,,,
1.300000,1.063945,,,,,,,,,,,,,,,,0.138740,,,,,,,,,,,,,,,,0.508865,,,,,,,,,,,,,,,,0.869252,,,,,,,,,,,,,,,,-0.752242,,,,,,,,,,,,,,,,1.512242,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.459873,,,,,,,,,,,,,,,,-0.542723,,,,,,,,,,,,,,,,
1.400000,1.182425,,,,,,,,,,,,,,,,0.174198,,,,,,,,,,,,,,,,0.441032,,,,,,,,,,,,,,,,1.201491,,,,,,,,,,,,,,,,-0.369653,,,,,,,,,,,,,,,,1.401996,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.444340,,,,,,,,,,,,,,,,-0.552489,,,,,,,,,,,,,,,,
1.500000,1.263698,,,,,,,,,,,,,,,,0.236686,,,,,,,,,,,,,,,,0.339300,,,,,,,,,,,,,,,,1.422984,,,,,,,,,,,,,,,,0.202373,,,,,,,,,,,,,,,,1.092460,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.429977,,,,,,,,,,,,,,,,-0.517648,,,,,,,,,,,,,,,,
1.600000,1.298471,,,,,,,,,,,,,,,,0.290200,,,,,,,,,,,,,,,,0.286652,,,,,,,,,,,,,,,,1.357356,,,,,,,,,,,,,,,,0.440098,,,,,,,,,,,,,,,,0.791405,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.420086,,,,,,,,,,,,,,,,-0.457320,,,,,,,,,,,,,,,,
1.700000,1.260944,,,,,,,,,,,,,,,,0.346529,,,,,,,,,,,,,,,,0.175922,,,,,,,,,,,,,,,,1.455797,,,,,,,,,,,,,,,,0.662965,,,,,,,,,,,,,,,,0.503070,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.412550,,,,,,,,,,,,,,,,-0.362160,,,,,,,,,,,,,,,,
1.800000,1.205173,,,,,,,,,,,,,,,,0.410797,,,,,,,,,,,,,,,,0.127594,,,,,,,,,,,,,,,,1.340949,,,,,,,,,,,,,,,,0.707538,,,,,,,,,,,,,,,,0.303779,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.407395,,,,,,,,,,,,,,,,-0.255913,,,,,,,,,,,,,,,,
1.900000,1.134758,,,,,,,,,,,,,,,,0.471385,,,,,,,,,,,,,,,,0.135370,,,,,,,,,,,,,,,,1.254813,,,,,,,,,,,,,,,,0.785542,,,,,,,,,,,,,,,,0.134171,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.403895,,,,,,,,,,,,,,,,-0.151388,,,,,,,,,,,,,,,,
2.000000,1.037898,,,,,,,,,,,,,,,,0.522024,,,,,,,,,,,,,,,,0.105593,,,,,,,,,,,,,,,,1.057931,,,,,,,,,,,,,,,,0.807828,,,,,,,,,,,,,,,,-0.048159,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.403489,,,,,,,,,,,,,,,,-0.041156,,,,,,,,,,,,,,,,
2.100000,0.947354,,,,,,,,,,,,,,,,0.562640,,,,,,,,,,,,,,,,0.105291,,,,,,,,,,,,,,,,0.766710,,,,,,,,,,,,,,,,0.882118,,,,,,,,,,,,,,,,-0.141444,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.405517,,,,,,,,,,,,,,,,0.054650,,,,,,,,,,,,,,,,
2.200000,0.865001,,,,,,,,,,,,,,,,0.581835,,,,,,,,,,,,,,,,0.128046,,,,,,,,,,,,,,,,0.356538,,,,,,,,,,,,,,,,0.562675,,,,,,,,,,,,,,,,-0.149924,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.408818,,,,,,,,,,,,,,,,0.127379,,,,,,,,,,,,,,,,
0.000000,,-0.948786,,,,,,,,,,,,,,,,0.777125,,,,,,,,,,,,,,,,-0.269457,,,,,,,,,,,,,,,,0.094029,,,,,,,,,,,,,,,,-0.540518,,,,,,,,,,,,,,,,0.414025,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.464320,,,,,,,,,,,,,,,,0.782889,,,,,,,,,,,,,,,
0.100000,,-0.845066,,,,,,,,,,,,,,,,0.810643,,,,,,,,,,,,,,,,-0.196239,,,,,,,,,,,,,,,,0.139147,,,,,,,,,,,,,,,,-0.183931,,,,,,,,,,,,,,,,0.163852,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.460062,,,,,,,,,,,,,,,,0.778356,,,,,,,,,,,,,,,
0.200000,,-0.860495,,,,,,,,,,,,,,,,0.827588,,,,,,,,,,,,,,,,-0.157824,,,,,,,,,,,,,,,,0.229385,,,,,,,,,,,,,,,,0.272947,,,,,,,,,,,,,,,,-0.039679,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.457613,,,,,,,,,,,,,,,,0.808110,,,,,,,,,,,,,,,
0.300000,,-0.944766,,,,,,,,,,,,,,,,0.855725,,,,,,,,,,,,,,,,-0.260188,,,,,,,,,,,,,,,,0.344233,,,,,,,,,,,,,,,,0.607248,,,,,,,,,,,,,,,,-0.277131,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.457497,,,,,,,,,,,,,,,,0.862702,,,,,,,,,,,,,,,
0.400000,,-1.071042,,,,,,,,,,,,,,,,0.860184,,,,,,,,,,,,,,,,-0.384378,,,,,,,,,,,,,,,,0.430369,,,,,,,,,,,,,,,,0.822686,,,,,,,,,,,,,,,,-0.798678,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.459312,,,,,,,,,,,,,,,,0.928036,,,,,,,,,,,,,,,
0.500000,,-1.199862,,,,,,,,,,,,,,,,0.859973,,,,,,,,,,,,,,,,-0.603564,,,,,,,,,,,,,,,,0.553420,,,,,,,,,,,,,,,,1.052982,,,,,,,,,,,,,,,,-1.277823,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.462737,,,,,,,,,,,,,,,,1.005612,,,,,,,,,,,,,,,
0.600000,,-1.367532,,,,,,,,,,,,,,,,0.846272,,,,,,,,,,,,,,,,-0.914713,,,,,,,,,,,,,,,,0.610844,,,,,,,,,,,,,,,,1.145844,,,,,,,,,,,,,,,,-1.824811,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.467823,,,,,,,,,,,,,,,,1.111681,,,,,,,,,,,,,,,
0.700000,,-1.574769,,,,,,,,,,,,,,,,0.813691,,,,,,,,,,,,,,,,-1.248426,,,,,,,,,,,,,,,,0.586234,,,,,,,,,,,,,,,,1.305565,,,,,,,,,,,,,,,,-2.325157,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.472017,,,,,,,,,,,,,,,,1.227138,,,,,,,,,,,,,,,
0.800000,,-1.826345,,,,,,,,,,,,,,,,0.765800,,,,,,,,,,,,,,,,-1.592264,,,,,,,,,,,,,,,,0.528810,,,,,,,,,,,,,,,,1.342710,,,,,,,,,,,,,,,,-2.617732,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.470129,,,,,,,,,,,,,,,,1.352776,,,,,,,,,,,,,,,
0.900000,,-2.053756,,,,,,,,,,,,,,,,0.702099,,,,,,,,,,,,,,,,-2.046780,,,,,,,,,,,,,,,,0.487793,,,,,,,,,,,,,,,,1.413284,,,,,,,,,,,,,,,,-2.677095,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.308972,,,,,,,,,,,,,,,,1.474132,,,,,,,,,,,,,,,
1.000000,,-2.279379,,,,,,,,,,,,,,,,0.632742,,,,,,,,,,,,,,,,-2.473659,,,,,,,,,,,,,,,,0.413962,,,,,,,,,,,,,,,,1.491288,,,,,,,,,,,,,,,,-2.617732,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.138142,,,,,,,,,,,,,,,,1.562158,,,,,,,,,,,,,,,
1.100000,,-2.493044,,,,,,,,,,,,,,,,0.558078,,,,,,,,,,,,,,,,-2.881668,,,,,,,,,,,,,,,,0.286809,,,,,,,,,,,,,,,,1.279564,,,,,,,,,,,,,,,,-2.329397,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.035669,,,,,,,,,,,,,,,,1.649200,,,,,,,,,,,,,,,
1.200000,,-2.645222,,,,,,,,,,,,,,,,0.498318,,,,,,,,,,,,,,,,-3.194385,,,,,,,,,,,,,,,,0.130944,,,,,,,,,,,,,,,,1.008409,,,,,,,,,,,,,,,,-1.744247,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.202455,,,,,,,,,,,,,,,,1.728205,,,,,,,,,,,,,,,
1.300000,,-2.794253,,,,,,,,,,,,,,,,0.448990,,,,,,,,,,,,,,,,-3.441993,,,,,,,,,,,,,,,,-0.094650,,,,,,,,,,,,,,,,0.811543,,,,,,,,,,,,,,,,-1.091253,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.365735,,,,,,,,,,,,,,,,1.798897,,,,,,,,,,,,,,,
1.400000,,-2.919006,,,,,,,,,,,,,,,,0.418211,,,,,,,,,,,,,,,,-3.635007,,,,,,,,,,,,,,,,-0.230007,,,,,,,,,,,,,,,,0.722396,,,,,,,,,,,,,,,,-0.527304,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.530028,,,,,,,,,,,,,,,,1.844420,,,,,,,,,,,,,,,
1.500000,,-2.980884,,,,,,,,,,,,,,,,0.401224,,,,,,,,,,,,,,,,-3.745139,,,,,,,,,,,,,,,,-0.307939,,,,,,,,,,,,,,,,0.436383,,,,,,,,,,,,,,,,-0.116002,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.650945,,,,,,,,,,,,,,,,1.871431,,,,,,,,,,,,,,,
1.600000,,-3.014255,,,,,,,,,,,,,,,,0.388046,,,,,,,,,,,,,,,,-3.797526,,,,,,,,,,,,,,,,-0.369465,,,,,,,,,,,,,,,,0.232088,,,,,,,,,,,,,,,,0.028165,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.808934,,,,,,,,,,,,,,,,1.877663,,,,,,,,,,,,,,,
1.700000,,-3.017892,,,,,,,,,,,,,,,,0.379815,,,,,,,,,,,,,,,,-3.685211,,,,,,,,,,,,,,,,-0.459703,,,,,,,,,,,,,,,,-0.098498,,,,,,,,,,,,,,,,0.155372,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.803015,,,,,,,,,,,,,,,,1.879708,,,,,,,,,,,,,,,
1.800000,,-2.985402,,,,,,,,,,,,,,,,0.383585,,,,,,,,,,,,,,,,-3.550469,,,,,,,,,,,,,,,,-0.496618,,,,,,,,,,,,,,,,-0.429084,,,,,,,,,,,,,,,,0.405545,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.777356,,,,,,,,,,,,,,,,1.888487,,,,,,,,,,,,,,,
1.900000,,-2.952981,,,,,,,,,,,,,,,,0.403391,,,,,,,,,,,,,,,,-3.465038,,,,,,,,,,,,,,,,-0.500720,,,,,,,,,,,,,,,,-0.280506,,,,,,,,,,,,,,,,0.486109,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.719062,,,,,,,,,,,,,,,,1.901962,,,,,,,,,,,,,,,
2.000000,,-2.891751,,,,,,,,,,,,,,,,0.418172,,,,,,,,,,,,,,,,-3.367977,,,,,,,,,,,,,,,,-0.418686,,,,,,,,,,,,,,,,-0.674238,,,,,,,,,,,,,,,,0.558192,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.599846,,,,,,,,,,,,,,,,1.908301,,,,,,,,,,,,,,,
2.100000,,-2.802849,,,,,,,,,,,,,,,,0.441949,,,,,,,,,,,,,,,,-3.242175,,,,,,,,,,,,,,,,-0.287431,,,,,,,,,,,,,,,,-0.889677,,,,,,,,,,,,,,,,0.469148,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.477221,,,,,,,,,,,,,,,,1.911929,,,,,,,,,,,,,,,
2.200000,,-2.676622,,,,,,,,,,,,,,,,0.468968,,,,,,,,,,,,,,,,-3.070002,,,,,,,,,,,,,,,,-0.188990,,,,,,,,,,,,,,,,-1.480275,,,,,,,,,,,,,,,,0.566673,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.346621,,,,,,,,,,,,,,,,1.913652,,,,,,,,,,,,,,,
2.300000,,-2.488484,,,,,,,,,,,,,,,,0.510165,,,,,,,,,,,,,,,,-2.839307,,,,,,,,,,,,,,,,-0.147972,,,,,,,,,,,,,,,,-1.747715,,,,,,,,,,,,,,,,0.698120,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.233772,,,,,,,,,,,,,,,,1.894771,,,,,,,,,,,,,,,
2.400000,,-2.278329,,,,,,,,,,,,,,,,0.551245,,,,,,,,,,,,,,,,-2.615972,,,,,,,,,,,,,,,,-0.143871,,,,,,,,,,,,,,,,-1.978012,,,,,,,,,,,,,,,,0.914371,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,-0.073560,,,,,,,,,,,,,,,,1.870022,,,,,,,,,,,,,,,
2.500000,,-2.059364,,,,,,,,,,,,,,,,0.594001,,,,,,,,,,,,,,,,-2.448509,,,,,,,,,,,,,,,,-0.106955,,,,,,,,,,,,,,,,-2.219451,,,,,,,,,,,,,,,,0.952533,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.082193,,,,,,,,,,,,,,,,1.835372,,,,,,,,,,,,,,,
2.600000,,-1.835052,,,,,,,,,,,,,,,,0.631461,,,,,,,,,,,,,,,,-2.280438,,,,,,,,,,,,,,,,-0.037226,,,,,,,,,,,,,,,,-2.342028,,,,,,,,,,,,,,,,0.829567,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.225704,,,,,,,,,,,,,,,,1.803830,,,,,,,,,,,,,,,
2.700000,,-1.555228,,,,,,,,,,,,,,,,0.672598,,,,,,,,,,,,,,,,-1.995427,,,,,,,,,,,,,,,,0.044808,,,,,,,,,,,,,,,,-2.836050,,,,,,,,,,,,,,,,0.884689,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.340683,,,,,,,,,,,,,,,,1.753214,,,,,,,,,,,,,,,
2.800000,,-1.262569,,,,,,,,,,,,,,,,0.717056,,,,,,,,,,,,,,,,-1.740292,,,,,,,,,,,,,,,,-0.041328,,,,,,,,,,,,,,,,-2.119161,,,,,,,,,,,,,,,,0.753243,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.384966,,,,,,,,,,,,,,,,1.691774,,,,,,,,,,,,,,,
2.900000,,-1.034110,,,,,,,,,,,,,,,,0.741036,,,,,,,,,,,,,,,,-1.446768,,,,,,,,,,,,,,,,-0.238210,,,,,,,,,,,,,,,,-1.643711,,,,,,,,,,,,,,,,0.685399,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.421354,,,,,,,,,,,,,,,,1.621091,,,,,,,,,,,,,,,
3.000000,,-0.898508,,,,,,,,,,,,,,,,0.727915,,,,,,,,,,,,,,,,-1.215383,,,,,,,,,,,,,,,,-0.525330,,,,,,,,,,,,,,,,-0.521946,,,,,,,,,,,,,,,,0.570913,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.451085,,,,,,,,,,,,,,,,1.523645,,,,,,,,,,,,,,,
3.100000,,-0.879963,,,,,,,,,,,,,,,,0.684991,,,,,,,,,,,,,,,,-1.043124,,,,,,,,,,,,,,,,-0.701704,,,,,,,,,,,,,,,,0.090939,,,,,,,,,,,,,,,,0.553952,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.459212,,,,,,,,,,,,,,,,1.404240,,,,,,,,,,,,,,,
3.200000,,-0.902877,,,,,,,,,,,,,,,,0.644963,,,,,,,,,,,,,,,,-0.879635,,,,,,,,,,,,,,,,-0.853467,,,,,,,,,,,,,,,,0.670394,,,,,,,,,,,,,,,,0.511550,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.464956,,,,,,,,,,,,,,,,1.284969,,,,,,,,,,,,,,,
3.300000,,-0.983593,,,,,,,,,,,,,,,,0.595372,,,,,,,,,,,,,,,,-0.706210,,,,,,,,,,,,,,,,-1.005231,,,,,,,,,,,,,,,,1.138415,,,,,,,,,,,,,,,,0.490349,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.470655,,,,,,,,,,,,,,,,1.174141,,,,,,,,,,,,,,,
3.400000,,-1.097352,,,,,,,,,,,,,,,,0.536289,,,,,,,,,,,,,,,,-0.511561,,,,,,,,,,,,,,,,-1.099570,,,,,,,,,,,,,,,,1.743871,,,,,,,,,,,,,,,,0.477628,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.479685,,,,,,,,,,,,,,,,1.043920,,,,,,,,,,,,,,,
3.500000,,-1.286819,,,,,,,,,,,,,,,,0.467197,,,,,,,,,,,,,,,,-0.416520,,,,,,,,,,,,,,,,-1.156994,,,,,,,,,,,,,,,,2.360470,,,,,,,,,,,,,,,,0.392824,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.487375,,,,,,,,,,,,,,,,0.927889,,,,,,,,,,,,,,,
3.600000,,-1.552602,,,,,,,,,,,,,,,,0.393488,,,,,,,,,,,,,,,,-0.424343,,,,,,,,,,,,,,,,-1.165197,,,,,,,,,,,,,,,,2.215606,,,,,,,,,,,,,,,,0.337701,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.497439,,,,,,,,,,,,,,,,0.830494,,,,,,,,,,,,,,,
3.700000,,-1.785588,,,,,,,,,,,,,,,,0.319011,,,,,,,,,,,,,,,,-0.500645,,,,,,,,,,,,,,,,-1.087265,,,,,,,,,,,,,,,,2.029884,,,,,,,,,,,,,,,,0.282578,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.508731,,,,,,,,,,,,,,,,0.739861,,,,,,,,,,,,,,,
3.800000,,-1.968507,,,,,,,,,,,,,,,,0.258561,,,,,,,,,,,,,,,,-0.605023,,,,,,,,,,,,,,,,-0.927298,,,,,,,,,,,,,,,,1.580435,,,,,,,,,,,,,,,,0.202014,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.518991,,,,,,,,,,,,,,,,0.679131,,,,,,,,,,,,,,,
3.900000,,-2.095585,,,,,,,,,,,,,,,,0.222031,,,,,,,,,,,,,,,,-0.734886,,,,,,,,,,,,,,,,-0.652483,,,,,,,,,,,,,,,,1.071555,,,,,,,,,,,,,,,,0.091768,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.525383,,,,,,,,,,,,,,,,0.656360,,,,,,,,,,,,,,,
4.000000,,-2.190620,,,,,,,,,,,,,,,,0.193431,,,,,,,,,,,,,,,,-0.759146,,,,,,,,,,,,,,,,-0.275126,,,,,,,,,,,,,,,,0.369523,,,,,,,,,,,,,,,,-0.077840,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.530563,,,,,,,,,,,,,,,,0.633072,,,,,,,,,,,,,,,
