Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,
0.500000,-0.488535,,,,,,,,,,,,,,-1.272241,,,,,,,,,,,,,,1.182917,,,,,,,,,,,,,,-0.108705,,,,,,,,,,,,,,-1.258770,,,,,,,,,,,,,,1.153470,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.946767,,,,,,,,,,,,,,-0.774440,,,,,,,,,,,,,,
0.541667,-0.089129,,,,,,,,,,,,,,-1.323075,,,,,,,,,,,,,,1.001260,,,,,,,,,,,,,,0.194206,,,,,,,,,,,,,,-1.640241,,,,,,,,,,,,,,1.263299,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.682646,,,,,,,,,,,,,,-0.910842,,,,,,,,,,,,,,
0.583333,0.382680,,,,,,,,,,,,,,-1.327556,,,,,,,,,,,,,,0.874090,,,,,,,,,,,,,,0.396148,,,,,,,,,,,,,,-1.660319,,,,,,,,,,,,,,1.434144,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.370934,,,,,,,,,,,,,,-1.074503,,,,,,,,,,,,,,
0.625000,0.802083,,,,,,,,,,,,,,-1.245159,,,,,,,,,,,,,,0.741373,,,,,,,,,,,,,,0.684635,,,,,,,,,,,,,,-1.633549,,,,,,,,,,,,,,1.513465,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.006345,,,,,,,,,,,,,,-1.167653,,,,,,,,,,,,,,
0.666667,1.145659,,,,,,,,,,,,,,-1.035633,,,,,,,,,,,,,,0.602045,,,,,,,,,,,,,,1.074093,,,,,,,,,,,,,,-0.944223,,,,,,,,,,,,,,1.354823,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.395578,,,,,,,,,,,,,,-1.191479,,,,,,,,,,,,,,
0.708333,1.381340,,,,,,,,,,,,,,-0.666386,,,,,,,,,,,,,,0.393089,,,,,,,,,,,,,,1.333732,,,,,,,,,,,,,,0.086420,,,,,,,,,,,,,,0.909405,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.755504,,,,,,,,,,,,,,-1.106478,,,,,,,,,,,,,,
0.750000,1.482177,,,,,,,,,,,,,,-0.350170,,,,,,,,,,,,,,0.284952,,,,,,,,,,,,,,1.256802,,,,,,,,,,,,,,0.514740,,,,,,,,,,,,,,0.476191,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.003358,,,,,,,,,,,,,,-0.959297,,,,,,,,,,,,,,
0.791667,1.373352,,,,,,,,,,,,,,-0.017316,,,,,,,,,,,,,,0.057514,,,,,,,,,,,,,,1.372197,,,,,,,,,,,,,,0.916289,,,,,,,,,,,,,,0.061281,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.192208,,,,,,,,,,,,,,-0.727136,,,,,,,,,,,,,,
0.833333,1.211624,,,,,,,,,,,,,,0.362450,,,,,,,,,,,,,,-0.041751,,,,,,,,,,,,,,1.237569,,,,,,,,,,,,,,0.996599,,,,,,,,,,,,,,-0.225494,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.321397,,,,,,,,,,,,,,-0.467929,,,,,,,,,,,,,,
0.875000,1.007433,,,,,,,,,,,,,,0.720469,,,,,,,,,,,,,,-0.025778,,,,,,,,,,,,,,1.136598,,,,,,,,,,,,,,1.137141,,,,,,,,,,,,,,-0.469559,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.409096,,,,,,,,,,,,,,-0.212923,,,,,,,,,,,,,,
0.916667,0.726550,,,,,,,,,,,,,,1.019700,,,,,,,,,,,,,,-0.086941,,,,,,,,,,,,,,0.905809,,,,,,,,,,,,,,1.177296,,,,,,,,,,,,,,-0.731928,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.419261,,,,,,,,,,,,,,0.056008,,,,,,,,,,,,,,
0.958333,0.463986,,,,,,,,,,,,,,1.259707,,,,,,,,,,,,,,-0.087561,,,,,,,,,,,,,,0.564432,,,,,,,,,,,,,,1.311146,,,,,,,,,,,,,,-0.866163,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.368458,,,,,,,,,,,,,,0.289744,,,,,,,,,,,,,,
1.000000,0.225171,,,,,,,,,,,,,,1.373129,,,,,,,,,,,,,,-0.040823,,,,,,,,,,,,,,0.083620,,,,,,,,,,,,,,0.735592,,,,,,,,,,,,,,-0.878367,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.285735,,,,,,,,,,,,,,0.467180,,,,,,,,,,,,,,
0.000000,,1.033999,,,,,,,,,,,,,,1.224612,,,,,,,,,,,,,,0.922079,,,,,,,,,,,,,,0.153085,,,,,,,,,,,,,,-0.232701,,,,,,,,,,,,,,0.685944,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.582771,,,,,,,,,,,,,,-0.982918,,,,,,,,,,,,,
0.012500,,1.167494,,,,,,,,,,,,,,1.394913,,,,,,,,,,,,,,0.978654,,,,,,,,,,,,,,0.224770,,,,,,,,,,,,,,0.014891,,,,,,,,,,,,,,0.431230,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.573126,,,,,,,,,,,,,,-0.992258,,,,,,,,,,,,,
0.025000,,1.147635,,,,,,,,,,,,,,1.481008,,,,,,,,,,,,,,1.008337,,,,,,,,,,,,,,0.368141,,,,,,,,,,,,,,0.332118,,,,,,,,,,,,,,0.224005,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.567579,,,,,,,,,,,,,,-0.930951,,,,,,,,,,,,,
0.037500,,1.039172,,,,,,,,,,,,,,1.623966,,,,,,,,,,,,,,0.929242,,,,,,,,,,,,,,0.550614,,,,,,,,,,,,,,0.564235,,,,,,,,,,,,,,-0.017757,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.567315,,,,,,,,,,,,,,-0.818467,,,,,,,,,,,,,
0.050000,,0.876647,,,,,,,,,,,,,,1.646621,,,,,,,,,,,,,,0.833280,,,,,,,,,,,,,,0.687468,,,,,,,,,,,,,,0.713822,,,,,,,,,,,,,,-0.548771,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.571427,,,,,,,,,,,,,,-0.683848,,,,,,,,,,,,,
0.062500,,0.710846,,,,,,,,,,,,,,1.645550,,,,,,,,,,,,,,0.663917,,,,,,,,,,,,,,0.882974,,,,,,,,,,,,,,0.873725,,,,,,,,,,,,,,-1.036613,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.579185,,,,,,,,,,,,,,-0.524007,,,,,,,,,,,,,
0.075000,,0.495045,,,,,,,,,,,,,,1.575937,,,,,,,,,,,,,,0.423495,,,,,,,,,,,,,,0.974210,,,,,,,,,,,,,,0.938202,,,,,,,,,,,,,,-1.593530,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.590706,,,,,,,,,,,,,,-0.305456,,,,,,,,,,,,,
0.087500,,0.228316,,,,,,,,,,,,,,1.410397,,,,,,,,,,,,,,0.165637,,,,,,,,,,,,,,0.935109,,,,,,,,,,,,,,1.049103,,,,,,,,,,,,,,-2.102958,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.600208,,,,,,,,,,,,,,-0.067562,,,,,,,,,,,,,
0.100000,,-0.095479,,,,,,,,,,,,,,1.167073,,,,,,,,,,,,,,-0.100044,,,,,,,,,,,,,,0.843873,,,,,,,,,,,,,,1.074893,,,,,,,,,,,,,,-2.400844,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.595930,,,,,,,,,,,,,,0.191312,,,,,,,,,,,,,
0.112500,,-0.388172,,,,,,,,,,,,,,0.843423,,,,,,,,,,,,,,-0.451245,,,,,,,,,,,,,,0.778704,,,,,,,,,,,,,,1.123896,,,,,,,,,,,,,,-2.461284,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.230869,,,,,,,,,,,,,,0.441361,,,,,,,,,,,,,
0.125000,,-0.678564,,,,,,,,,,,,,,0.491031,,,,,,,,,,,,,,-0.781091,,,,,,,,,,,,,,0.661400,,,,,,,,,,,,,,1.178057,,,,,,,,,,,,,,-2.400844,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.156106,,,,,,,,,,,,,,0.622733,,,,,,,,,,,,,
0.137500,,-0.953565,,,,,,,,,,,,,,0.111678,,,,,,,,,,,,,,-1.096357,,,,,,,,,,,,,,0.459378,,,,,,,,,,,,,,1.031049,,,,,,,,,,,,,,-2.107275,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.549834,,,,,,,,,,,,,,0.802080,,,,,,,,,,,,,
0.150000,,-1.149428,,,,,,,,,,,,,,-0.191955,,,,,,,,,,,,,,-1.337991,,,,,,,,,,,,,,0.211737,,,,,,,,,,,,,,0.842776,,,,,,,,,,,,,,-1.511504,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.927649,,,,,,,,,,,,,,0.964867,,,,,,,,,,,,,
0.162500,,-1.341242,,,,,,,,,,,,,,-0.442581,,,,,,,,,,,,,,-1.529316,,,,,,,,,,,,,,-0.146691,,,,,,,,,,,,,,0.706085,,,,,,,,,,,,,,-0.846657,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.297519,,,,,,,,,,,,,,1.110526,,,,,,,,,,,,,
0.175000,,-1.501807,,,,,,,,,,,,,,-0.598960,,,,,,,,,,,,,,-1.678456,,,,,,,,,,,,,,-0.361747,,,,,,,,,,,,,,0.644187,,,,,,,,,,,,,,-0.272471,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.669686,,,,,,,,,,,,,,1.204324,,,,,,,,,,,,,
0.187500,,-1.581449,,,,,,,,,,,,,,-0.685268,,,,,,,,,,,,,,-1.763554,,,,,,,,,,,,,,-0.485568,,,,,,,,,,,,,,0.445597,,,,,,,,,,,,,,0.146296,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.943595,,,,,,,,,,,,,,1.259977,,,,,,,,,,,,,
0.200000,,-1.624400,,,,,,,,,,,,,,-0.752225,,,,,,,,,,,,,,-1.804033,,,,,,,,,,,,,,-0.583321,,,,,,,,,,,,,,0.303748,,,,,,,,,,,,,,0.293080,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-2.301481,,,,,,,,,,,,,,1.272818,,,,,,,,,,,,,
0.212500,,-1.629081,,,,,,,,,,,,,,-0.794042,,,,,,,,,,,,,,-1.717248,,,,,,,,,,,,,,-0.726692,,,,,,,,,,,,,,0.074209,,,,,,,,,,,,,,0.422595,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-2.288074,,,,,,,,,,,,,,1.277033,,,,,,,,,,,,,
0.225000,,-1.587263,,,,,,,,,,,,,,-0.774889,,,,,,,,,,,,,,-1.613134,,,,,,,,,,,,,,-0.785344,,,,,,,,,,,,,,-0.155329,,,,,,,,,,,,,,0.677309,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-2.229949,,,,,,,,,,,,,,1.295121,,,,,,,,,,,,,
0.237500,,-1.545536,,,,,,,,,,,,,,-0.674261,,,,,,,,,,,,,,-1.547123,,,,,,,,,,,,,,-0.791861,,,,,,,,,,,,,,-0.052166,,,,,,,,,,,,,,0.759336,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-2.097898,,,,,,,,,,,,,,1.322886,,,,,,,,,,,,,
0.250000,,-1.466728,,,,,,,,,,,,,,-0.599161,,,,,,,,,,,,,,-1.472124,,,,,,,,,,,,,,-0.661523,,,,,,,,,,,,,,-0.325548,,,,,,,,,,,,,,0.832728,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.827842,,,,,,,,,,,,,,1.335947,,,,,,,,,,,,,
0.262500,,-1.352305,,,,,,,,,,,,,,-0.478355,,,,,,,,,,,,,,-1.374918,,,,,,,,,,,,,,-0.452984,,,,,,,,,,,,,,-0.475135,,,,,,,,,,,,,,0.742067,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.550065,,,,,,,,,,,,,,1.343422,,,,,,,,,,,,,
0.275000,,-1.189843,,,,,,,,,,,,,,-0.341073,,,,,,,,,,,,,,-1.241881,,,,,,,,,,,,,,-0.296579,,,,,,,,,,,,,,-0.885209,,,,,,,,,,,,,,0.841362,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-1.254223,,,,,,,,,,,,,,1.346972,,,,,,,,,,,,,
0.287500,,-0.947697,,,,,,,,,,,,,,-0.131762,,,,,,,,,,,,,,-1.063625,,,,,,,,,,,,,,-0.231410,,,,,,,,,,,,,,-1.070903,,,,,,,,,,,,,,0.975195,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.998590,,,,,,,,,,,,,,1.308069,,,,,,,,,,,,,
0.300000,,-0.677213,,,,,,,,,,,,,,0.076959,,,,,,,,,,,,,,-0.891055,,,,,,,,,,,,,,-0.224893,,,,,,,,,,,,,,-1.230806,,,,,,,,,,,,,,1.195372,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.635668,,,,,,,,,,,,,,1.257075,,,,,,,,,,,,,
0.312500,,-0.395390,,,,,,,,,,,,,,0.294197,,,,,,,,,,,,,,-0.761658,,,,,,,,,,,,,,-0.166242,,,,,,,,,,,,,,-1.398447,,,,,,,,,,,,,,1.234226,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,-0.282846,,,,,,,,,,,,,,1.185681,,,,,,,,,,,,,
0.325000,,-0.106685,,,,,,,,,,,,,,0.484521,,,,,,,,,,,,,,-0.631790,,,,,,,,,,,,,,-0.055455,,,,,,,,,,,,,,-1.483556,,,,,,,,,,,,,,1.109028,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.042243,,,,,,,,,,,,,,1.120688,,,,,,,,,,,,,
0.337500,,0.253467,,,,,,,,,,,,,,0.693532,,,,,,,,,,,,,,-0.411565,,,,,,,,,,,,,,0.074882,,,,,,,,,,,,,,-1.826574,,,,,,,,,,,,,,1.165151,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.302701,,,,,,,,,,,,,,1.016398,,,,,,,,,,,,,
0.350000,,0.630139,,,,,,,,,,,,,,0.919416,,,,,,,,,,,,,,-0.214424,,,,,,,,,,,,,,-0.061972,,,,,,,,,,,,,,-1.328811,,,,,,,,,,,,,,1.031319,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.403014,,,,,,,,,,,,,,0.889802,,,,,,,,,,,,,
0.362500,,0.924181,,,,,,,,,,,,,,1.041255,,,,,,,,,,,,,,0.012380,,,,,,,,,,,,,,-0.374781,,,,,,,,,,,,,,-0.998689,,,,,,,,,,,,,,0.962244,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.485441,,,,,,,,,,,,,,0.744163,,,,,,,,,,,,,
0.375000,,1.098710,,,,,,,,,,,,,,0.974585,,,,,,,,,,,,,,0.191169,,,,,,,,,,,,,,-0.830962,,,,,,,,,,,,,,-0.219806,,,,,,,,,,,,,,0.845680,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.552790,,,,,,,,,,,,,,0.543380,,,,,,,,,,,,,
0.387500,,1.122579,,,,,,,,,,,,,,0.756498,,,,,,,,,,,,,,0.324273,,,,,,,,,,,,,,-1.111187,,,,,,,,,,,,,,0.205743,,,,,,,,,,,,,,0.828411,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.571200,,,,,,,,,,,,,,0.297351,,,,,,,,,,,,,
0.400000,,1.093086,,,,,,,,,,,,,,0.553124,,,,,,,,,,,,,,0.450599,,,,,,,,,,,,,,-1.352311,,,,,,,,,,,,,,0.608080,,,,,,,,,,,,,,0.785239,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.584212,,,,,,,,,,,,,,0.051597,,,,,,,,,,,,,
0.412500,,0.989199,,,,,,,,,,,,,,0.301162,,,,,,,,,,,,,,0.584604,,,,,,,,,,,,,,-1.593435,,,,,,,,,,,,,,0.933044,,,,,,,,,,,,,,0.763653,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.597123,,,,,,,,,,,,,,-0.176760,,,,,,,,,,,,,
0.425000,,0.842785,,,,,,,,,,,,,,0.000973,,,,,,,,,,,,,,0.735008,,,,,,,,,,,,,,-1.743323,,,,,,,,,,,,,,1.353434,,,,,,,,,,,,,,0.750702,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.617578,,,,,,,,,,,,,,-0.445074,,,,,,,,,,,,,
0.437500,,0.598927,,,,,,,,,,,,,,-0.350073,,,,,,,,,,,,,,0.808445,,,,,,,,,,,,,,-1.834559,,,,,,,,,,,,,,1.781562,,,,,,,,,,,,,,0.664358,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.634998,,,,,,,,,,,,,,-0.684151,,,,,,,,,,,,,
0.450000,,0.256846,,,,,,,,,,,,,,-0.724576,,,,,,,,,,,,,,0.802400,,,,,,,,,,,,,,-1.847593,,,,,,,,,,,,,,1.680978,,,,,,,,,,,,,,0.608234,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.657795,,,,,,,,,,,,,,-0.884830,,,,,,,,,,,,,
0.462500,,-0.043022,,,,,,,,,,,,,,-1.102976,,,,,,,,,,,,,,0.743442,,,,,,,,,,,,,,-1.723772,,,,,,,,,,,,,,1.552024,,,,,,,,,,,,,,0.552111,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.683374,,,,,,,,,,,,,,-1.071575,,,,,,,,,,,,,
0.475000,,-0.278451,,,,,,,,,,,,,,-1.410115,,,,,,,,,,,,,,0.662790,,,,,,,,,,,,,,-1.469615,,,,,,,,,,,,,,1.239955,,,,,,,,,,,,,,0.470084,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.706617,,,,,,,,,,,,,,-1.196707,,,,,,,,,,,,,
0.487500,,-0.442009,,,,,,,,,,,,,,-1.595716,,,,,,,,,,,,,,0.562445,,,,,,,,,,,,,,-1.032985,,,,,,,,,,,,,,0.886620,,,,,,,,,,,,,,0.357838,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.721094,,,,,,,,,,,,,,-1.243627,,,,,,,,,,,,,
0.500000,,-0.564326,,,,,,,,,,,,,,-1.741026,,,,,,,,,,,,,,0.543700,,,,,,,,,,,,,,-0.433433,,,,,,,,,,,,,,0.399174,,,,,,,,,,,,,,0.185150,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.732829,,,,,,,,,,,,,,-1.291610,,,,,,,,,,,,,
0.541667,,-0.569235,,,,,,,,,,,,,,-1.796888,,,,,,,,,,,,,,0.571755,,,,,,,,,,,,,,0.250838,,,,,,,,,,,,,,-0.090852,,,,,,,,,,,,,,-0.030709,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.742330,,,,,,,,,,,,,,-1.341873,,,,,,,,,,,,,
0.583333,,-0.485753,,,,,,,,,,,,,,-1.725222,,,,,,,,,,,,,,0.634058,,,,,,,,,,,,,,0.785221,,,,,,,,,,,,,,-0.580878,,,,,,,,,,,,,,-0.255203,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.743909,,,,,,,,,,,,,,-1.344126,,,,,,,,,,,,,
0.625000,,-0.305784,,,,,,,,,,,,,,-1.583966,,,,,,,,,,,,,,0.723660,,,,,,,,,,,,,,1.208817,,,,,,,,,,,,,,-0.978056,,,,,,,,,,,,,,-0.436524,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.738471,,,,,,,,,,,,,,-1.334358,,,,,,,,,,,,,
0.666667,,-0.069515,,,,,,,,,,,,,,-1.374852,,,,,,,,,,,,,,0.842880,,,,,,,,,,,,,,1.554211,,,,,,,,,,,,,,-1.274651,,,,,,,,,,,,,,-0.531503,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.729438,,,,,,,,,,,,,,-1.290896,,,,,,,,,,,,,
0.708333,,0.203463,,,,,,,,,,,,,,-1.112133,,,,,,,,,,,,,,0.968312,,,,,,,,,,,,,,1.801852,,,,,,,,,,,,,,-1.480977,,,,,,,,,,,,,,-0.535820,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.713915,,,,,,,,,,,,,,-1.228478,,,,,,,,,,,,,
0.750000,,0.511349,,,,,,,,,,,,,,-0.781007,,,,,,,,,,,,,,1.088407,,,,,,,,,,,,,,2.042976,,,,,,,,,,,,,,-1.622827,,,,,,,,,,,,,,-0.484014,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.697741,,,,,,,,,,,,,,-1.139191,,,,,,,,,,,,,
0.791667,,0.806749,,,,,,,,,,,,,,-0.435417,,,,,,,,,,,,,,1.193375,,,,,,,,,,,,,,1.958256,,,,,,,,,,,,,,-1.501610,,,,,,,,,,,,,,-0.449476,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.680444,,,,,,,,,,,,,,-1.036600,,,,,,,,,,,,,
0.833333,,1.089044,,,,,,,,,,,,,,-0.104561,,,,,,,,,,,,,,1.198768,,,,,,,,,,,,,,1.619379,,,,,,,,,,,,,,-1.318495,,,,,,,,,,,,,,-0.363132,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,0.662590,,,,,,,,,,,,,,-0.907957,,,,,,,,,,,,,
