Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,aclx 15,aclx 16,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,acly 15,acly 16,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,aclz 15,aclz 16,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyrx 15,gyrx 16,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyry 15,gyry 16,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,gyrz 15,gyrz 16,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magr 15,magr 16,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magphi 15,magphi 16,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,magtheta 15,magtheta 16,
0.083333,0.016143,,,,,,,,,,,,,,,,0.021510,,,,,,,,,,,,,,,,-0.043687,,,,,,,,,,,,,,,,0.000480,,,,,,,,,,,,,,,,-0.009032,,,,,,,,,,,,,,,,0.006531,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012512,,,,,,,,,,,,,,,,0.038841,,,,,,,,,,,,,,,,
0.091667,0.017262,,,,,,,,,,,,,,,,0.021502,,,,,,,,,,,,,,,,-0.040712,,,,,,,,,,,,,,,,-0.000866,,,,,,,,,,,,,,,,0.005593,,,,,,,,,,,,,,,,0.004508,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012466,,,,,,,,,,,,,,,,0.037890,,,,,,,,,,,,,,,,
0.100000,0.016371,,,,,,,,,,,,,,,,0.021311,,,,,,,,,,,,,,,,-0.036901,,,,,,,,,,,,,,,,-0.003190,,,,,,,,,,,,,,,,0.024760,,,,,,,,,,,,,,,,0.002864,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012467,,,,,,,,,,,,,,,,0.035860,,,,,,,,,,,,,,,,
0.108333,0.013829,,,,,,,,,,,,,,,,0.020875,,,,,,,,,,,,,,,,-0.032130,,,,,,,,,,,,,,,,-0.007350,,,,,,,,,,,,,,,,0.034842,,,,,,,,,,,,,,,,0.002864,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012521,,,,,,,,,,,,,,,,0.033553,,,,,,,,,,,,,,,,
0.116667,0.011500,,,,,,,,,,,,,,,,0.020185,,,,,,,,,,,,,,,,-0.025418,,,,,,,,,,,,,,,,-0.010898,,,,,,,,,,,,,,,,0.037280,,,,,,,,,,,,,,,,0.002990,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012579,,,,,,,,,,,,,,,,0.031167,,,,,,,,,,,,,,,,
0.125000,0.009168,,,,,,,,,,,,,,,,0.019514,,,,,,,,,,,,,,,,-0.016865,,,,,,,,,,,,,,,,-0.013712,,,,,,,,,,,,,,,,0.044925,,,,,,,,,,,,,,,,0.003370,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012672,,,,,,,,,,,,,,,,0.027947,,,,,,,,,,,,,,,,
0.133333,0.005658,,,,,,,,,,,,,,,,0.018413,,,,,,,,,,,,,,,,-0.009699,,,,,,,,,,,,,,,,-0.016526,,,,,,,,,,,,,,,,0.052348,,,,,,,,,,,,,,,,0.004255,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012825,,,,,,,,,,,,,,,,0.024200,,,,,,,,,,,,,,,,
0.141667,0.000147,,,,,,,,,,,,,,,,0.017238,,,,,,,,,,,,,,,,-0.003492,,,,,,,,,,,,,,,,-0.019462,,,,,,,,,,,,,,,,0.059106,,,,,,,,,,,,,,,,0.005773,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013029,,,,,,,,,,,,,,,,0.021254,,,,,,,,,,,,,,,,
0.150000,-0.005614,,,,,,,,,,,,,,,,0.015717,,,,,,,,,,,,,,,,0.003389,,,,,,,,,,,,,,,,-0.023010,,,,,,,,,,,,,,,,0.064867,,,,,,,,,,,,,,,,0.007164,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013285,,,,,,,,,,,,,,,,0.017667,,,,,,,,,,,,,,,,
0.158333,-0.012075,,,,,,,,,,,,,,,,0.014040,,,,,,,,,,,,,,,,0.007926,,,,,,,,,,,,,,,,-0.024600,,,,,,,,,,,,,,,,0.071293,,,,,,,,,,,,,,,,0.009946,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013548,,,,,,,,,,,,,,,,0.014269,,,,,,,,,,,,,,,,
0.166667,-0.019063,,,,,,,,,,,,,,,,0.012544,,,,,,,,,,,,,,,,0.009697,,,,,,,,,,,,,,,,-0.024967,,,,,,,,,,,,,,,,0.071293,,,,,,,,,,,,,,,,0.011338,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013825,,,,,,,,,,,,,,,,0.011872,,,,,,,,,,,,,,,,
0.175000,-0.025945,,,,,,,,,,,,,,,,0.011205,,,,,,,,,,,,,,,,0.010874,,,,,,,,,,,,,,,,-0.025334,,,,,,,,,,,,,,,,0.068634,,,,,,,,,,,,,,,,0.011717,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014137,,,,,,,,,,,,,,,,0.009971,,,,,,,,,,,,,,,,
0.183333,-0.032756,,,,,,,,,,,,,,,,0.009860,,,,,,,,,,,,,,,,0.011390,,,,,,,,,,,,,,,,-0.024233,,,,,,,,,,,,,,,,0.064756,,,,,,,,,,,,,,,,0.012096,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014424,,,,,,,,,,,,,,,,0.008779,,,,,,,,,,,,,,,,
0.191667,-0.039751,,,,,,,,,,,,,,,,0.008390,,,,,,,,,,,,,,,,0.010560,,,,,,,,,,,,,,,,-0.023255,,,,,,,,,,,,,,,,0.058220,,,,,,,,,,,,,,,,0.011211,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014723,,,,,,,,,,,,,,,,0.007605,,,,,,,,,,,,,,,,
0.200000,-0.045729,,,,,,,,,,,,,,,,0.007192,,,,,,,,,,,,,,,,0.008416,,,,,,,,,,,,,,,,-0.020808,,,,,,,,,,,,,,,,0.048802,,,,,,,,,,,,,,,,0.010579,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014981,,,,,,,,,,,,,,,,0.007392,,,,,,,,,,,,,,,,
0.208333,-0.050368,,,,,,,,,,,,,,,,0.006182,,,,,,,,,,,,,,,,0.006520,,,,,,,,,,,,,,,,-0.017871,,,,,,,,,,,,,,,,0.037391,,,,,,,,,,,,,,,,0.009946,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015207,,,,,,,,,,,,,,,,0.007058,,,,,,,,,,,,,,,,
0.216667,-0.054244,,,,,,,,,,,,,,,,0.005535,,,,,,,,,,,,,,,,0.002739,,,,,,,,,,,,,,,,-0.014446,,,,,,,,,,,,,,,,0.024539,,,,,,,,,,,,,,,,0.007164,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015335,,,,,,,,,,,,,,,,0.006996,,,,,,,,,,,,,,,,
0.225000,-0.056487,,,,,,,,,,,,,,,,0.005087,,,,,,,,,,,,,,,,0.000577,,,,,,,,,,,,,,,,-0.010776,,,,,,,,,,,,,,,,0.004707,,,,,,,,,,,,,,,,0.001093,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015504,,,,,,,,,,,,,,,,0.006718,,,,,,,,,,,,,,,,
0.233333,-0.055558,,,,,,,,,,,,,,,,0.004438,,,,,,,,,,,,,,,,0.002543,,,,,,,,,,,,,,,,-0.004781,,,,,,,,,,,,,,,,-0.023656,,,,,,,,,,,,,,,,-0.007760,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015576,,,,,,,,,,,,,,,,0.005529,,,,,,,,,,,,,,,,
0.241667,-0.051343,,,,,,,,,,,,,,,,0.004256,,,,,,,,,,,,,,,,0.006159,,,,,,,,,,,,,,,,0.003294,,,,,,,,,,,,,,,,-0.049471,,,,,,,,,,,,,,,,-0.016487,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015497,,,,,,,,,,,,,,,,0.004696,,,,,,,,,,,,,,,,
0.250000,-0.044931,,,,,,,,,,,,,,,,0.004770,,,,,,,,,,,,,,,,0.008624,,,,,,,,,,,,,,,,0.009656,,,,,,,,,,,,,,,,-0.070854,,,,,,,,,,,,,,,,-0.025973,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015329,,,,,,,,,,,,,,,,0.003569,,,,,,,,,,,,,,,,
0.258333,-0.035583,,,,,,,,,,,,,,,,0.005467,,,,,,,,,,,,,,,,0.011800,,,,,,,,,,,,,,,,0.016140,,,,,,,,,,,,,,,,-0.087694,,,,,,,,,,,,,,,,-0.033055,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015081,,,,,,,,,,,,,,,,0.003192,,,,,,,,,,,,,,,,
0.266667,-0.025933,,,,,,,,,,,,,,,,0.006626,,,,,,,,,,,,,,,,0.013462,,,,,,,,,,,,,,,,0.021279,,,,,,,,,,,,,,,,-0.098220,,,,,,,,,,,,,,,,-0.038747,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014819,,,,,,,,,,,,,,,,0.003075,,,,,,,,,,,,,,,,
0.275000,-0.014818,,,,,,,,,,,,,,,,0.008485,,,,,,,,,,,,,,,,0.013661,,,,,,,,,,,,,,,,0.024459,,,,,,,,,,,,,,,,-0.108856,,,,,,,,,,,,,,,,-0.041150,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014467,,,,,,,,,,,,,,,,0.004254,,,,,,,,,,,,,,,,
0.283333,-0.004140,,,,,,,,,,,,,,,,0.010327,,,,,,,,,,,,,,,,0.011084,,,,,,,,,,,,,,,,0.025683,,,,,,,,,,,,,,,,-0.107194,,,,,,,,,,,,,,,,-0.040517,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014150,,,,,,,,,,,,,,,,0.006156,,,,,,,,,,,,,,,,
0.291667,0.005495,,,,,,,,,,,,,,,,0.012367,,,,,,,,,,,,,,,,0.008083,,,,,,,,,,,,,,,,0.025194,,,,,,,,,,,,,,,,-0.097887,,,,,,,,,,,,,,,,-0.036850,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013810,,,,,,,,,,,,,,,,0.008745,,,,,,,,,,,,,,,,
0.300000,0.013258,,,,,,,,,,,,,,,,0.014267,,,,,,,,,,,,,,,,0.000678,,,,,,,,,,,,,,,,0.022013,,,,,,,,,,,,,,,,-0.078942,,,,,,,,,,,,,,,,-0.029893,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013525,,,,,,,,,,,,,,,,0.012448,,,,,,,,,,,,,,,,
0.308333,0.017918,,,,,,,,,,,,,,,,0.015735,,,,,,,,,,,,,,,,-0.007188,,,,,,,,,,,,,,,,0.016997,,,,,,,,,,,,,,,,-0.060772,,,,,,,,,,,,,,,,-0.022811,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013381,,,,,,,,,,,,,,,,0.015432,,,,,,,,,,,,,,,,
0.316667,0.021501,,,,,,,,,,,,,,,,0.016689,,,,,,,,,,,,,,,,-0.013426,,,,,,,,,,,,,,,,0.011491,,,,,,,,,,,,,,,,-0.051687,,,,,,,,,,,,,,,,-0.014716,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013330,,,,,,,,,,,,,,,,0.019288,,,,,,,,,,,,,,,,
0.325000,0.022788,,,,,,,,,,,,,,,,0.017847,,,,,,,,,,,,,,,,-0.023165,,,,,,,,,,,,,,,,0.004762,,,,,,,,,,,,,,,,-0.037284,,,,,,,,,,,,,,,,-0.009657,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013307,,,,,,,,,,,,,,,,0.022467,,,,,,,,,,,,,,,,
0.333333,0.024113,,,,,,,,,,,,,,,,0.018746,,,,,,,,,,,,,,,,-0.029923,,,,,,,,,,,,,,,,-0.001110,,,,,,,,,,,,,,,,-0.027756,,,,,,,,,,,,,,,,-0.006369,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013312,,,,,,,,,,,,,,,,0.025194,,,,,,,,,,,,,,,,
0.000000,,0.020537,,,,,,,,,,,,,,,,0.017872,,,,,,,,,,,,,,,,-0.030509,,,,,,,,,,,,,,,,-0.012978,,,,,,,,,,,,,,,,0.006479,,,,,,,,,,,,,,,,-0.015981,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013907,,,,,,,,,,,,,,,,0.022939,,,,,,,,,,,,,,,
0.033333,,0.018073,,,,,,,,,,,,,,,,0.017346,,,,,,,,,,,,,,,,-0.026795,,,,,,,,,,,,,,,,-0.015669,,,,,,,,,,,,,,,,0.017337,,,,,,,,,,,,,,,,-0.016740,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014055,,,,,,,,,,,,,,,,0.020541,,,,,,,,,,,,,,,
0.066667,,0.015729,,,,,,,,,,,,,,,,0.016123,,,,,,,,,,,,,,,,-0.019665,,,,,,,,,,,,,,,,-0.021175,,,,,,,,,,,,,,,,0.017226,,,,,,,,,,,,,,,,-0.013452,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014289,,,,,,,,,,,,,,,,0.017246,,,,,,,,,,,,,,,
0.100000,,0.012845,,,,,,,,,,,,,,,,0.014308,,,,,,,,,,,,,,,,-0.011249,,,,,,,,,,,,,,,,-0.025824,,,,,,,,,,,,,,,,0.018445,,,,,,,,,,,,,,,,-0.008393,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014543,,,,,,,,,,,,,,,,0.013260,,,,,,,,,,,,,,,
0.133333,,0.010766,,,,,,,,,,,,,,,,0.012711,,,,,,,,,,,,,,,,-0.004349,,,,,,,,,,,,,,,,-0.024600,,,,,,,,,,,,,,,,0.013238,,,,,,,,,,,,,,,,-0.002954,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014738,,,,,,,,,,,,,,,,0.009811,,,,,,,,,,,,,,,
0.166667,,0.009784,,,,,,,,,,,,,,,,0.010992,,,,,,,,,,,,,,,,0.002624,,,,,,,,,,,,,,,,-0.023744,,,,,,,,,,,,,,,,0.004818,,,,,,,,,,,,,,,,0.002611,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014937,,,,,,,,,,,,,,,,0.006095,,,,,,,,,,,,,,,
0.200000,,0.010097,,,,,,,,,,,,,,,,0.009229,,,,,,,,,,,,,,,,0.007929,,,,,,,,,,,,,,,,-0.020196,,,,,,,,,,,,,,,,0.000497,,,,,,,,,,,,,,,,0.009187,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015069,,,,,,,,,,,,,,,,0.002510,,,,,,,,,,,,,,,
0.233333,,0.010873,,,,,,,,,,,,,,,,0.007299,,,,,,,,,,,,,,,,0.015753,,,,,,,,,,,,,,,,-0.014813,,,,,,,,,,,,,,,,-0.006705,,,,,,,,,,,,,,,,0.018041,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015173,,,,,,,,,,,,,,,,-0.002077,,,,,,,,,,,,,,,
0.266667,,0.012349,,,,,,,,,,,,,,,,0.006057,,,,,,,,,,,,,,,,0.018675,,,,,,,,,,,,,,,,-0.009552,,,,,,,,,,,,,,,,-0.008810,,,,,,,,,,,,,,,,0.027400,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015155,,,,,,,,,,,,,,,,-0.005403,,,,,,,,,,,,,,,
0.300000,,0.014800,,,,,,,,,,,,,,,,0.004929,,,,,,,,,,,,,,,,0.021212,,,,,,,,,,,,,,,,-0.004169,,,,,,,,,,,,,,,,-0.012134,,,,,,,,,,,,,,,,0.034103,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.015086,,,,,,,,,,,,,,,,-0.008929,,,,,,,,,,,,,,,
0.333333,,0.018460,,,,,,,,,,,,,,,,0.004002,,,,,,,,,,,,,,,,0.021590,,,,,,,,,,,,,,,,0.005741,,,,,,,,,,,,,,,,-0.016233,,,,,,,,,,,,,,,,0.037644,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014851,,,,,,,,,,,,,,,,-0.011381,,,,,,,,,,,,,,,
0.361111,,0.022568,,,,,,,,,,,,,,,,0.003745,,,,,,,,,,,,,,,,0.018952,,,,,,,,,,,,,,,,0.013449,,,,,,,,,,,,,,,,-0.022548,,,,,,,,,,,,,,,,0.039921,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014537,,,,,,,,,,,,,,,,-0.013048,,,,,,,,,,,,,,,
0.388889,,0.027421,,,,,,,,,,,,,,,,0.003722,,,,,,,,,,,,,,,,0.017105,,,,,,,,,,,,,,,,0.018587,,,,,,,,,,,,,,,,-0.022881,,,,,,,,,,,,,,,,0.043462,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.014166,,,,,,,,,,,,,,,,-0.015049,,,,,,,,,,,,,,,
0.416667,,0.031735,,,,,,,,,,,,,,,,0.004138,,,,,,,,,,,,,,,,0.015178,,,,,,,,,,,,,,,,0.025928,,,,,,,,,,,,,,,,-0.022437,,,,,,,,,,,,,,,,0.045106,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013717,,,,,,,,,,,,,,,,-0.016188,,,,,,,,,,,,,,,
0.444444,,0.035269,,,,,,,,,,,,,,,,0.005196,,,,,,,,,,,,,,,,0.013155,,,,,,,,,,,,,,,,0.035837,,,,,,,,,,,,,,,,-0.011026,,,,,,,,,,,,,,,,0.041818,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.013254,,,,,,,,,,,,,,,,-0.016479,,,,,,,,,,,,,,,
0.472222,,0.037693,,,,,,,,,,,,,,,,0.007060,,,,,,,,,,,,,,,,0.010120,,,,,,,,,,,,,,,,0.042444,,,,,,,,,,,,,,,,0.006036,,,,,,,,,,,,,,,,0.032585,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012825,,,,,,,,,,,,,,,,-0.015440,,,,,,,,,,,,,,,
0.500000,,0.038730,,,,,,,,,,,,,,,,0.008656,,,,,,,,,,,,,,,,0.008550,,,,,,,,,,,,,,,,0.040487,,,,,,,,,,,,,,,,0.013127,,,,,,,,,,,,,,,,0.023606,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012530,,,,,,,,,,,,,,,,-0.013641,,,,,,,,,,,,,,,
0.527778,,0.037611,,,,,,,,,,,,,,,,0.010336,,,,,,,,,,,,,,,,0.005247,,,,,,,,,,,,,,,,0.043423,,,,,,,,,,,,,,,,0.019775,,,,,,,,,,,,,,,,0.015005,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012305,,,,,,,,,,,,,,,,-0.010802,,,,,,,,,,,,,,,
0.555556,,0.035947,,,,,,,,,,,,,,,,0.012253,,,,,,,,,,,,,,,,0.003806,,,,,,,,,,,,,,,,0.039997,,,,,,,,,,,,,,,,0.021104,,,,,,,,,,,,,,,,0.009061,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012152,,,,,,,,,,,,,,,,-0.007633,,,,,,,,,,,,,,,
0.583333,,0.033847,,,,,,,,,,,,,,,,0.014060,,,,,,,,,,,,,,,,0.004038,,,,,,,,,,,,,,,,0.037428,,,,,,,,,,,,,,,,0.023431,,,,,,,,,,,,,,,,0.004002,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012047,,,,,,,,,,,,,,,,-0.004516,,,,,,,,,,,,,,,
0.611111,,0.030958,,,,,,,,,,,,,,,,0.015571,,,,,,,,,,,,,,,,0.003150,,,,,,,,,,,,,,,,0.031555,,,,,,,,,,,,,,,,0.024096,,,,,,,,,,,,,,,,-0.001436,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012035,,,,,,,,,,,,,,,,-0.001228,,,,,,,,,,,,,,,
0.638889,,0.028257,,,,,,,,,,,,,,,,0.016782,,,,,,,,,,,,,,,,0.003141,,,,,,,,,,,,,,,,0.022869,,,,,,,,,,,,,,,,0.026311,,,,,,,,,,,,,,,,-0.004219,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012096,,,,,,,,,,,,,,,,0.001630,,,,,,,,,,,,,,,
0.666667,,0.025801,,,,,,,,,,,,,,,,0.017355,,,,,,,,,,,,,,,,0.003819,,,,,,,,,,,,,,,,0.010635,,,,,,,,,,,,,,,,0.016783,,,,,,,,,,,,,,,,-0.004472,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,0.012194,,,,,,,,,,,,,,,,0.003799,,,,,,,,,,,,,,,
