Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,
0.350000,,0.033293,,,,,,,0.075660,,,,,,,0.040897,,,,,,,-0.015012,,,,,,,-0.023916,,,,,,,0.022470,,,,,,,0.000000,,,,,,,0.075604,,,,,,,-0.048322,,,,,,
0.366667,,0.031648,,,,,,,0.073702,,,,,,,0.039885,,,,,,,-0.021232,,,,,,,-0.005397,,,,,,,0.030283,,,,,,,0.000000,,,,,,,0.075751,,,,,,,-0.048838,,,,,,
0.383333,,0.031587,,,,,,,0.071252,,,,,,,0.043808,,,,,,,-0.027623,,,,,,,0.013772,,,,,,,0.037783,,,,,,,0.000000,,,,,,,0.075919,,,,,,,-0.049645,,,,,,
0.400000,,0.034699,,,,,,,0.066657,,,,,,,0.051580,,,,,,,-0.034184,,,,,,,0.031966,,,,,,,0.045908,,,,,,,0.000000,,,,,,,0.076391,,,,,,,-0.051899,,,,,,
0.433333,,0.033341,,,,,,,0.064493,,,,,,,0.050271,,,,,,,-0.040915,,,,,,,0.049510,,,,,,,0.054971,,,,,,,0.000000,,,,,,,0.076591,,,,,,,-0.052511,,,,,,
0.450000,,0.032104,,,,,,,0.062432,,,,,,,0.049009,,,,,,,-0.046794,,,,,,,0.062506,,,,,,,0.064034,,,,,,,0.000000,,,,,,,0.076763,,,,,,,-0.052911,,,,,,
0.466667,,0.026149,,,,,,,0.057019,,,,,,,0.048077,,,,,,,-0.052759,,,,,,,0.080700,,,,,,,0.072471,,,,,,,0.000000,,,,,,,0.064789,,,,,,,-0.052499,,,,,,
0.483333,,0.022594,,,,,,,0.054283,,,,,,,0.047406,,,,,,,-0.059916,,,,,,,0.091747,,,,,,,0.087159,,,,,,,0.000000,,,,,,,0.065013,,,,,,,-0.053487,,,,,,
0.500000,,0.016078,,,,,,,0.044448,,,,,,,0.043605,,,,,,,-0.065390,,,,,,,0.100275,,,,,,,0.099034,,,,,,,0.000000,,,,,,,0.050424,,,,,,,-0.049313,,,,,,
0.516667,,0.007489,,,,,,,0.036538,,,,,,,0.034939,,,,,,,-0.064091,,,,,,,0.090447,,,,,,,0.085284,,,,,,,0.000000,,,,,,,0.029665,,,,,,,-0.035176,,,,,,
0.533333,,0.000491,,,,,,,0.027728,,,,,,,0.028133,,,,,,,-0.061790,,,,,,,0.076152,,,,,,,0.081222,,,,,,,0.000000,,,,,,,0.017812,,,,,,,-0.027326,,,,,,
0.550000,,-0.010965,,,,,,,0.020662,,,,,,,0.012688,,,,,,,-0.058893,,,,,,,0.059907,,,,,,,0.077159,,,,,,,0.000000,,,,,,,0.005651,,,,,,,-0.015542,,,,,,
0.566667,,-0.016716,,,,,,,0.011005,,,,,,,0.008548,,,,,,,-0.055656,,,,,,,0.043662,,,,,,,0.072159,,,,,,,0.000000,,,,,,,-0.006216,,,,,,,-0.007682,,,,,,
0.600000,,-0.021543,,,,,,,0.001397,,,,,,,0.004878,,,,,,,-0.053014,,,,,,,0.030991,,,,,,,0.067784,,,,,,,0.000000,,,,,,,-0.018001,,,,,,,0.002153,,,,,,
0.616667,,-0.022811,,,,,,,-0.004999,,,,,,,-0.000571,,,,,,,-0.050884,,,,,,,0.018320,,,,,,,0.063409,,,,,,,0.000000,,,,,,,-0.017616,,,,,,,0.012090,,,,,,
0.633333,,-0.025717,,,,,,,-0.013571,,,,,,,-0.004770,,,,,,,-0.043215,,,,,,,0.008898,,,,,,,0.048408,,,,,,,0.000000,,,,,,,-0.029522,,,,,,,0.020364,,,,,,
0.650000,,-0.027574,,,,,,,-0.019647,,,,,,,-0.011537,,,,,,,-0.035291,,,,,,,0.001751,,,,,,,0.033408,,,,,,,0.000000,,,,,,,-0.029289,,,,,,,0.026775,,,,,,
0.666667,,-0.030819,,,,,,,-0.030055,,,,,,,-0.016472,,,,,,,-0.024843,,,,,,,-0.013032,,,,,,,0.032588,,,,,,,0.000000,,,,,,,-0.029125,,,,,,,0.033553,,,,,,
0.000000,,,-0.037302,,,,,,,-0.020198,,,,,,,-0.037727,,,,,,,0.008396,,,,,,,-0.008203,,,,,,,0.016448,,,,,,,0.000000,,,,,,,-0.013198,,,,,,,0.035064,,,,,
0.055556,,,0.004909,,,,,,,0.042873,,,,,,,0.030650,,,,,,,0.024427,,,,,,,-0.000970,,,,,,,-0.008194,,,,,,,0.000000,,,,,,,0.048916,,,,,,,-0.031503,,,,,
0.111111,,,0.012581,,,,,,,0.056516,,,,,,,0.038668,,,,,,,0.022894,,,,,,,0.005609,,,,,,,-0.010655,,,,,,,0.000000,,,,,,,0.061974,,,,,,,-0.042513,,,,,
0.166667,,,0.017803,,,,,,,0.067218,,,,,,,0.038591,,,,,,,0.020305,,,,,,,0.013284,,,,,,,-0.010304,,,,,,,0.000000,,,,,,,0.075563,,,,,,,-0.042797,,,,,
0.222222,,,0.017666,,,,,,,0.072255,,,,,,,0.034349,,,,,,,0.010720,,,,,,,0.020960,,,,,,,-0.011358,,,,,,,0.000000,,,,,,,0.075691,,,,,,,-0.043542,,,,,
0.277778,,,0.016565,,,,,,,0.074115,,,,,,,0.031304,,,,,,,0.001901,,,,,,,0.027539,,,,,,,-0.007843,,,,,,,0.000000,,,,,,,0.075716,,,,,,,-0.043215,,,,,
0.333333,,,0.017997,,,,,,,0.074166,,,,,,,0.033349,,,,,,,-0.001742,,,,,,,0.031194,,,,,,,-0.000460,,,,,,,0.000000,,,,,,,0.075718,,,,,,,-0.043399,,,,,
0.349206,,,0.015135,,,,,,,0.072596,,,,,,,0.033848,,,,,,,-0.001358,,,,,,,0.026077,,,,,,,0.003408,,,,,,,0.000000,,,,,,,0.076160,,,,,,,-0.044201,,,,,
0.365079,,,0.014941,,,,,,,0.072359,,,,,,,0.034224,,,,,,,-0.000613,,,,,,,0.017995,,,,,,,0.007783,,,,,,,0.000000,,,,,,,0.076248,,,,,,,-0.045060,,,,,
0.380952,,,0.015476,,,,,,,0.064040,,,,,,,0.037623,,,,,,,-0.012967,,,,,,,0.024168,,,,,,,0.001845,,,,,,,0.000000,,,,,,,0.064348,,,,,,,-0.044905,,,,,
0.396825,,,0.016859,,,,,,,0.056409,,,,,,,0.042850,,,,,,,-0.025407,,,,,,,0.030341,,,,,,,-0.004718,,,,,,,0.000000,,,,,,,0.052291,,,,,,,-0.046260,,,,,
0.412698,,,0.017857,,,,,,,0.048530,,,,,,,0.048379,,,,,,,-0.037507,,,,,,,0.037489,,,,,,,-0.012218,,,,,,,0.000000,,,,,,,0.040259,,,,,,,-0.047036,,,,,
0.444444,,,0.018748,,,,,,,0.039334,,,,,,,0.048164,,,,,,,-0.049521,,,,,,,0.045612,,,,,,,-0.020343,,,,,,,0.000000,,,,,,,0.028443,,,,,,,-0.040737,,,,,
0.460317,,,0.018886,,,,,,,0.030997,,,,,,,0.052774,,,,,,,-0.061023,,,,,,,0.059582,,,,,,,-0.028781,,,,,,,0.000000,,,,,,,0.016442,,,,,,,-0.040737,,,,,
0.476190,,,0.018801,,,,,,,0.022892,,,,,,,0.057616,,,,,,,-0.072441,,,,,,,0.076152,,,,,,,-0.037531,,,,,,,0.000000,,,,,,,0.004377,,,,,,,-0.040777,,,,,
0.492063,,,0.019215,,,,,,,0.013592,,,,,,,0.054287,,,,,,,-0.083944,,,,,,,0.094346,,,,,,,-0.046281,,,,,,,0.000000,,,,,,,-0.007532,,,,,,,-0.031107,,,,,
0.507937,,,0.018020,,,,,,,-0.002935,,,,,,,0.061633,,,,,,,-0.107375,,,,,,,0.131343,,,,,,,-0.063742,,,,,,,0.000000,,,,,,,-0.031601,,,,,,,-0.029120,,,,,
0.523810,,,0.016008,,,,,,,-0.005967,,,,,,,0.049498,,,,,,,-0.104990,,,,,,,0.151853,,,,,,,-0.064094,,,,,,,0.000000,,,,,,,-0.030941,,,,,,,-0.012434,,,,,
0.539683,,,0.006419,,,,,,,-0.010660,,,,,,,0.035870,,,,,,,-0.091783,,,,,,,0.136582,,,,,,,-0.059719,,,,,,,0.000000,,,,,,,-0.030468,,,,,,,-0.000245,,,,,
0.555556,,,-0.001791,,,,,,,-0.014930,,,,,,,0.022819,,,,,,,-0.078917,,,,,,,0.120663,,,,,,,-0.053781,,,,,,,0.000000,,,,,,,-0.030049,,,,,,,0.010775,,,,,
0.571429,,,-0.007595,,,,,,,-0.017445,,,,,,,0.016513,,,,,,,-0.066306,,,,,,,0.104093,,,,,,,-0.042843,,,,,,,0.000000,,,,,,,-0.029970,,,,,,,0.012698,,,,,
0.603175,,,-0.013340,,,,,,,-0.021371,,,,,,,0.003994,,,,,,,-0.054122,,,,,,,0.082975,,,,,,,-0.039718,,,,,,,0.000000,,,,,,,-0.029598,,,,,,,0.022552,,,,,
0.619048,,,-0.018245,,,,,,,-0.025334,,,,,,,-0.008567,,,,,,,-0.042023,,,,,,,0.060232,,,,,,,-0.036281,,,,,,,0.000000,,,,,,,-0.029185,,,,,,,0.032515,,,,,
0.634921,,,-0.019884,,,,,,,-0.026812,,,,,,,-0.013115,,,,,,,-0.030264,,,,,,,0.037164,,,,,,,-0.022530,,,,,,,0.000000,,,,,,,-0.029212,,,,,,,0.031726,,,,,
0.650794,,,-0.022913,,,,,,,-0.030572,,,,,,,-0.026338,,,,,,,-0.018847,,,,,,,0.010523,,,,,,,-0.010343,,,,,,,0.000000,,,,,,,-0.028760,,,,,,,0.041703,,,,,
0.666667,,,-0.031875,,,,,,,-0.034950,,,,,,,-0.037806,,,,,,,0.004106,,,,,,,-0.047390,,,,,,,0.009033,,,,,,,0.000000,,,,,,,-0.028752,,,,,,,0.042102,,,,,
0.000000,,,,-0.019940,,,,,,,-0.021562,,,,,,,0.000642,,,,,,,0.031425,,,,,,,-0.013844,,,,,,,0.004970,,,,,,,0.000000,,,,,,,-0.029918,,,,,,,0.011005,,,,
0.017544,,,,-0.011900,,,,,,,-0.012672,,,,,,,0.009029,,,,,,,0.033470,,,,,,,-0.012870,,,,,,,0.002470,,,,,,,0.000000,,,,,,,-0.018063,,,,,,,0.001479,,,,
0.035088,,,,-0.004420,,,,,,,-0.003882,,,,,,,0.015714,,,,,,,0.036793,,,,,,,-0.015469,,,,,,,-0.004718,,,,,,,0.000000,,,,,,,-0.006138,,,,,,,-0.005965,,,,
0.052632,,,,-0.000853,,,,,,,0.005425,,,,,,,0.019427,,,,,,,0.040371,,,,,,,-0.022292,,,,,,,-0.011280,,,,,,,0.000000,,,,,,,0.005834,,,,,,,-0.010460,,,,
0.087719,,,,0.005184,,,,,,,0.014661,,,,,,,0.025438,,,,,,,0.044035,,,,,,,-0.028465,,,,,,,-0.017530,,,,,,,0.000000,,,,,,,0.017850,,,,,,,-0.021041,,,,
0.105263,,,,0.011709,,,,,,,0.022212,,,,,,,0.028160,,,,,,,0.046421,,,,,,,-0.028140,,,,,,,-0.026593,,,,,,,0.000000,,,,,,,0.030088,,,,,,,-0.023952,,,,
0.122807,,,,0.017357,,,,,,,0.028368,,,,,,,0.033000,,,,,,,0.048722,,,,,,,-0.027815,,,,,,,-0.035968,,,,,,,0.000000,,,,,,,0.042114,,,,,,,-0.034735,,,,
0.140351,,,,0.025078,,,,,,,0.037685,,,,,,,0.040839,,,,,,,0.052471,,,,,,,-0.033338,,,,,,,-0.041593,,,,,,,0.000000,,,,,,,0.054055,,,,,,,-0.044669,,,,
0.157895,,,,0.036600,,,,,,,0.058211,,,,,,,0.050426,,,,,,,0.059415,,,,,,,-0.041542,,,,,,,-0.052492,,,,,,,0.000000,,,,,,,0.077621,,,,,,,-0.062238,,,,
0.175439,,,,0.037536,,,,,,,0.056998,,,,,,,0.052202,,,,,,,0.056390,,,,,,,-0.032363,,,,,,,-0.058469,,,,,,,0.000000,,,,,,,0.077722,,,,,,,-0.062961,,,,
0.192982,,,,0.038126,,,,,,,0.058946,,,,,,,0.051384,,,,,,,0.049914,,,,,,,-0.031714,,,,,,,-0.051593,,,,,,,0.000000,,,,,,,0.077528,,,,,,,-0.062789,,,,
0.210526,,,,0.041434,,,,,,,0.060314,,,,,,,0.050651,,,,,,,0.043268,,,,,,,-0.026840,,,,,,,-0.045031,,,,,,,0.000000,,,,,,,0.077358,,,,,,,-0.061901,,,,
0.228070,,,,0.042243,,,,,,,0.062236,,,,,,,0.049768,,,,,,,0.036708,,,,,,,-0.022292,,,,,,,-0.038468,,,,,,,0.000000,,,,,,,0.077043,,,,,,,-0.059123,,,,
