time,magx,magy,magz,gyrx,gyry,gyrz,accx,accy,accz
74.8,3.11,-26.46,704.97,0,0,0,-0.04,-0.02,0.93
74.9,4.56,-26.35,705.97,0,0,0,-0.04,-0.03,0.93
75,4.03,-25.82,706.97,0,0,0,-0.04,-0.02,0.92
75.1,3.7,-25.49,707.97,0,0,0,-0.04,-0.02,0.92
75.2,4,-25.19,708.97,0,0,0,-0.04,-0.02,0.92
75.3,4.01,-25.22,709.97,0.01,0,0,-0.04,-0.02,0.92
75.4,3.02,-27.2,710.97,0,0,0,-0.04,-0.02,0.92
75.5,2.66,-27.05,711.97,0,0,0,-0.04,-0.02,0.93
75.6,1.82,-26.69,712.97,0,0,0,-0.04,-0.02,0.93
75.7,2.2,-26.88,713.97,0,0,0,-0.04,-0.03,0.92
75.8,2.5,-27.03,714.97,0,0,0,-0.04,-0.02,0.93
75.9,2.93,-26.61,715.97,0,0,0,-0.04,-0.02,0.92
76,3.02,-26.52,716.97,0,0,0,-0.04,-0.02,0.92
76.1,3.02,-27.2,717.97,0,0,0,-0.04,-0.02,0.93
76.2,3.14,-27.16,718.97,0,0,0,-0.03,-0.02,0.92
76.3,3.53,-27.03,719.97,0,0,0,-0.03,-0.02,0.92
76.4,2.66,-27.03,720.97,0,0,0,-0.04,-0.02,0.92
76.5,1.82,-27.03,721.97,0.01,0,0,-0.03,-0.02,0.93
76.6,2.75,-26.37,722.97,0,0,0,-0.04,-0.02,0.92
76.7,3.02,-26.17,723.97,0,0,0,-0.04,-0.02,0.92
76.8,3.19,-26.35,724.97,0,0,0,-0.04,-0.02,0.93
76.9,3.42,-26.45,725.97,0,0,0,-0.04,-0.02,0.92
77,4.39,-26.86,726.97,-0.01,0,0,-0.04,-0.02,0.92
77.1,3.99,-26.47,727.97,0,0,0,-0.04,-0.02,0.93
77.2,3.53,-26,728.97,0,0,0,-0.04,-0.02,0.92
77.3,3.9,-26.87,729.97,0,0,0,-0.04,-0.02,0.92
77.4,4.04,-27.2,730.97,0,0,0,-0.04,-0.03,0.92
77.5,3.03,-26.19,731.97,0,0,0,-0.04,-0.02,0.93
77.6,3.09,-26.25,732.97,0.01,0,0,-0.04,-0.02,0.93
77.7,3.53,-26.69,733.97,0,0,0,-0.03,-0.03,0.93
77.8,3.95,-26.97,734.97,0,0,0,-0.03,-0.02,0.93
77.9,4.56,-27.37,735.97,0,0,0,-0.04,-0.03,0.93
78,2.49,-27.37,736.97,0,0,0,-0.04,-0.02,0.92
78.1,1.48,-27.37,737.97,-0.01,0,0,-0.03,-0.02,0.92
78.2,2.92,-26.89,738.97,-0.01,0,0,-0.03,-0.02,0.92
78.3,3.14,-26.83,739.97,0,0,0,-0.04,-0.02,0.93
78.4,4.39,-26.52,740.97,0,0,0,-0.04,-0.02,0.92
78.5,3.96,-26.7,741.97,0,0,0,-0.04,-0.02,0.92
78.6,3.19,-27.03,742.97,0.01,0,0,-0.04,-0.02,0.92
78.7,3.5,-27.14,743.97,0.01,0,0,-0.04,-0.02,0.92
78.8,3.7,-27.2,744.97,0.01,0,0,-0.03,-0.02,0.92
78.9,3.1,-25.7,745.97,0,0,0,-0.04,-0.02,0.93
79,3.02,-25.55,746.97,0,0,0,-0.04,-0.02,0.92
79.1,3.19,-27.03,747.97,0,0,0,-0.04,-0.02,0.92
79.2,3.24,-27.08,748.97,0,0,0,-0.04,-0.02,0.92
79.3,3.36,-27.2,749.97,0,0,0,-0.03,-0.02,0.91
79.4,3.55,-27.01,750.97,0,0,0,-0.04,-0.02,0.93
79.5,3.7,-26.86,751.97,0,0,0,-0.04,-0.02,0.92
79.6,3.84,-26.43,752.97,0,0,0,-0.04,-0.02,0.92
79.7,3.87,-26.35,753.97,0.01,0,0,-0.04,-0.02,0.93
79.8,3.02,-26.52,754.97,0.01,0,0,-0.04,-0.02,0.93
79.9,3.1,-26.86,755.97,0.01,0,0,-0.04,-0.02,0.92
80,3.36,-27.89,756.97,0,0,0,-0.04,-0.02,0.92
80.1,3.62,-27.27,757.97,0,0,0,-0.04,-0.03,0.93
80.2,3.87,-26.69,758.97,-0.01,0,0,-0.04,-0.02,0.92
80.3,4.8,-26.03,759.97,-0.01,0,0,-0.04,-0.02,0.92
80.4,5.07,-25.83,760.97,0,0,0,-0.03,-0.02,0.93
80.5,4.04,-26.52,761.97,0,0,0,-0.04,-0.02,0.92
80.6,3.98,-26.58,762.97,0,0,0,-0.04,-0.02,0.92
80.7,3.7,-26.86,763.97,0,0,0,-0.04,-0.03,0.93
80.8,3.94,-25.84,764.97,0.01,0,0,-0.04,-0.02,0.92
80.9,4.21,-24.64,765.97,0.01,0,0,-0.03,-0.03,0.93
81,3.97,-25.62,766.97,0,0,0,-0.04,-0.02,0.93
81.1,3.87,-26,767.97,0,0,0,-0.04,-0.02,0.93
81.2,3.7,-26.51,768.97,0,0,0,-0.04,-0.02,0.92
81.3,3.6,-26.52,769.97,0,0,0,-0.04,-0.02,0.92
81.4,3.02,-26.52,770.97,-0.01,0,0,-0.04,-0.03,0.92
81.5,2.6,-26.66,771.97,-0.01,0,0,-0.04,-0.02,0.92
81.6,1.99,-26.86,772.97,0,0,0,-0.03,-0.03,0.92
81.7,2.79,-26.52,773.97,0,0,0,-0.04,-0.02,0.92
81.8,3.19,-26.35,774.97,0,0,0,-0.04,-0.02,0.92
81.9,3.35,-27.78,775.97,0,0,0,-0.04,-0.02,0.93
82,3.48,-27.73,776.97,0,0,0,-0.04,-0.02,0.92
82.1,4.73,-26.17,777.97,0,0,0,-0.04,-0.03,0.92
82.2,4.37,-26.54,778.97,0,0,0,-0.04,-0.02,0.92
82.3,3.7,-27.2,779.97,0,0,0,-0.04,-0.02,0.93
82.4,2.96,-27.31,780.97,-0.01,0,0,-0.03,-0.02,0.92
82.5,2.5,-27.37,781.97,0,0,0,-0.04,-0.03,0.92
82.6,2.96,-27.22,782.97,0,0,0,-0.04,-0.02,0.92
82.7,3,-27.18,783.97,0,0,0,-0.04,-0.02,0.92
82.8,2.5,-26.69,784.97,0,0,0,-0.04,-0.02,0.92
82.9,2.66,-26.64,785.97,0,0,0,-0.04,-0.02,0.92
83,3.02,-26.52,786.97,0.01,0,0,-0.04,-0.02,0.92
83.1,3.4,-26.9,787.97,0,0,0,-0.04,-0.02,0.93
83.2,3.7,-27.2,788.97,0,0,0,-0.03,-0.03,0.92
83.3,3.7,-27.77,789.97,0,0,0,-0.04,-0.02,0.92
83.4,3.7,-27.89,790.97,0,0,0,-0.04,-0.02,0.92
83.5,1.48,-27.71,791.97,0,0,0,-0.04,-0.02,0.92
83.6,1.73,-27.71,792.97,0,0,0,-0.04,-0.02,0.92
83.7,2.5,-27.71,793.97,0,0,0,-0.04,-0.02,0.92
83.8,3.29,-26.58,794.97,0,0,0,-0.03,-0.02,0.92
83.9,4.04,-25.49,795.97,0,0,0,-0.04,-0.02,0.93
84,3.38,-26.15,796.97,0,0,0,-0.04,-0.02,0.93
84.1,3.19,-26.35,797.97,0,0,0,-0.04,-0.02,0.93
84.2,3.02,-26.17,798.97,0,0,0,-0.03,-0.02,0.92
84.3,3.42,-26.38,799.97,0,0,0,-0.04,-0.02,0.92
84.4,5.07,-27.2,800.97,0,0,0,-0.04,-0.02,0.92
84.5,4.28,-26.89,801.97,0,0,0,-0.04,-0.02,0.92
84.6,3.36,-26.52,802.97,0,0,0,-0.04,-0.02,0.93
84.7,3.85,-27.26,803.97,0,0,0,-0.04,-0.02,0.92
84.8,4.04,-27.54,804.97,0,0,0,-0.03,-0.02,0.93
84.9,4.21,-25.69,805.97,0,0,0,-0.04,-0.02,0.93
85,4.02,-25.66,806.97,0,0,0,-0.04,-0.02,0.93
85.1,2.85,-25.66,807.97,0,0,0,-0.04,-0.02,0.93
85.2,3.12,-25.94,808.97,0,0,0,-0.04,-0.02,0.93
85.3,3.53,-26.35,809.97,0,0,0,-0.04,-0.02,0.92
85.4,3.76,-26.57,810.97,0,0,0,-0.03,-0.02,0.92
85.5,3.87,-26.69,811.97,0,0,0,-0.04,-0.02,0.91
85.6,3.55,-25.41,812.97,0,0,0,-0.04,-0.02,0.92
85.7,3.47,-25.38,813.97,0,0,0,-0.04,-0.02,0.92
85.8,2.85,-26,814.97,0,0,0,-0.03,-0.02,0.92
85.9,3.21,-26.12,815.97,0,0,0,-0.04,-0.02,0.93
86,3.87,-26.35,816.97,0,0,0,-0.03,-0.02,0.93
86.1,4.19,-26.87,817.97,0,0,0,-0.04,-0.02,0.92
86.2,4.39,-27.2,818.97,0,0,0,-0.04,-0.02,0.92
86.3,3.49,-26.3,819.97,0,0,0,-0.04,-0.02,0.91
86.4,3.36,-26.17,820.97,0,0,0,-0.04,-0.02,0.92
86.5,3.53,-26,821.97,0,0,0,-0.04,-0.02,0.93
86.6,3.33,-26.11,822.97,0,0,0,-0.04,-0.02,0.92
86.7,2.85,-26.35,823.97,0,0,0,-0.04,-0.02,0.92
86.8,2.85,-26.35,824.97,0,0,0,-0.04,-0.02,0.92
86.9,2.85,-26.35,825.97,0,0,0,-0.04,-0.02,0.93
87,3.41,-27.47,826.97,-0.01,0,0,-0.04,-0.02,0.93
87.1,3.53,-27.71,827.97,0,0,0,-0.04,-0.02,0.93
87.2,3.7,-26.17,828.97,0,0,0,-0.04,-0.03,0.92
87.3,3.32,-26.55,829.97,0,0,0,-0.04,-0.03,0.92
87.4,2.16,-27.71,830.97,0,0,0,-0.04,-0.02,0.92
87.5,3.21,-28.41,831.97,0,0,0,-0.04,-0.02,0.92
87.6,4.21,-29.08,832.97,0,0,0,-0.04,-0.02,0.92
87.7,3.42,-26.17,833.97,0,0,0,-0.04,-0.02,0.92
87.8,3.19,-25.32,834.97,0,0,0,-0.04,-0.03,0.93
87.9,2.33,-26.52,835.97,0,0,0,-0.03,-0.02,0.92
88,2.43,-26.42,836.97,0,0,0,-0.03,-0.02,0.93
88.1,2.85,-26,837.97,0,0,0,-0.04,-0.02,0.92
88.2,3.31,-25.85,838.97,0,0,0,-0.04,-0.03,0.92
88.3,3.87,-25.66,839.97,0,0,0,-0.03,-0.03,0.95
88.4,3.87,-25.91,840.97,0,0,0,-0.02,-0.03,0.88
88.5,3.87,-26,841.97,0,0,0,-0.05,-0.01,0.73
88.6,2.7,-25.84,842.97,0,0,0,-0.07,-0.02,0.84
88.7,2.93,-26.05,843.97,0,0,0,-0.04,-0.03,1.14
88.8,4.56,-27.37,844.97,0,0,0,-0.02,-0.03,1.2
88.9,4.01,-27.1,845.97,0,0,0,-0.02,-0.02,0.97
89,3.19,-26.69,846.97,0,0,0,-0.03,0,0.85
89.1,4.44,-26.57,847.97,0,0,0,-0.03,0,0.86
89.2,5.07,-26.52,848.97,0,0,0,-0.04,-0.02,0.84
89.3,4.28,-26.68,849.97,0,0,0,-0.05,-0.03,0.8
89.4,4.1,-26.66,850.97,0,0,0,-0.04,-0.03,0.86
89.5,2.85,-26.35,851.97,0,0,0,-0.03,-0.04,1
89.6,2.9,-26.17,852.97,0,0,0,-0.04,-0.03,1.03
89.7,3.02,-25.83,853.97,0,0,0,-0.05,-0.03,0.98
89.8,3.54,-26.15,854.97,0,0,0,-0.04,-0.03,0.97
89.9,3.87,-26.35,855.97,0,0,0,-0.03,-0.02,0.98
90,2.53,-26.5,856.97,0,0,0,-0.03,-0.01,0.89
90.1,2.31,-26.5,857.97,0,0,0,-0.03,0,0.81
90.2,1.48,-26,858.97,0,0,0,-0.03,0,0.81
90.3,1.73,-26.56,859.97,0,0,0,-0.02,-0.01,0.87
90.4,2.33,-27.89,860.97,0,0,0,-0.03,-0.02,0.92
90.5,2.81,-26.45,861.97,0,0,0,-0.05,-0.03,0.93
90.6,3.19,-25.32,862.97,0,0,0,-0.05,-0.04,1
90.7,3.19,-25.6,863.97,0,0,0,-0.04,-0.04,1.05
90.8,3.19,-25.66,864.97,0,0,0,-0.04,-0.03,1.02
90.9,5.58,-27.71,865.97,0,0,0,-0.03,-0.02,0.93
91,4.87,-27.09,866.97,0,0,0,-0.03,-0.02,0.87
91.1,2.67,-25.15,867.97,0,0,0,-0.04,-0.01,0.85
91.2,2.5,-26.02,868.97,0,0,0,-0.03,-0.01,0.84
91.3,2.33,-26.86,869.97,0,0,0,-0.04,-0.02,0.84
91.4,3.65,-25.81,870.97,0,0,0,-0.03,-0.02,0.9
91.5,4.04,-25.49,871.97,0,0,0,-0.03,-0.02,0.97
91.6,2.5,-26.35,872.97,0,0,0,-0.04,-0.03,0.99
91.7,2.57,-26.35,873.97,0,0,0,-0.04,-0.03,0.98
91.8,2.85,-26.35,874.97,0,0,0,-0.04,-0.03,0.97
91.9,3.23,-26.42,875.97,0,0,0,-0.04,-0.03,0.95
92,3.7,-26.52,876.97,0.01,0,0,-0.04,-0.02,0.89
92.1,4.32,-27.38,877.97,0.01,0,0,-0.03,-0.02,0.87
92.2,4.56,-27.71,878.97,0,0,0,-0.03,-0.01,0.9
92.3,3.04,-26.88,879.97,0,0,0,-0.03,-0.02,0.92
92.4,2.92,-26.77,880.97,0,0,0,-0.04,-0.02,0.93
92.5,2.33,-26.17,881.97,-0.01,0,0,-0.04,-0.03,0.96
92.6,3.16,-26.31,882.97,-0.01,0,0,-0.03,-0.03,0.96
92.7,4.39,-26.52,883.97,0,0,0,-0.04,-0.03,0.94
92.8,3.93,-26.97,884.97,0,0,0,-0.04,-0.03,0.92
92.9,3.7,-27.2,885.97,0,0,0,-0.04,-0.03,0.9
93,4.5,-27.04,886.97,0,0,0,-0.04,-0.03,0.91
93.1,4.4,-26.96,887.97,0.01,0,0,-0.03,-0.02,0.91
93.2,2.67,-26.17,888.97,0.01,0,0,-0.04,-0.02,0.93
93.3,3.27,-25.94,889.97,0,0,0,-0.03,-0.02,0.95
93.4,4.39,-25.49,890.97,0,0,0,-0.03,-0.02,0.92
93.5,3.86,-26.02,891.97,0,0,0,-0.04,-0.02,0.92
93.6,3.53,-26.35,892.97,-0.01,0,0,-0.04,-0.02,0.91
93.7,3.53,-25.45,893.97,0,0,0,-0.04,-0.02,0.91
93.8,3.51,-25.36,894.97,0,0,0,-0.04,-0.03,0.91
93.9,3.02,-26.52,895.97,0,0,0,-0.04,-0.03,0.93
94,3.67,-26.97,896.97,0,0,0,-0.04,-0.03,0.94
94.1,5.24,-28.06,897.97,0.01,0,0,-0.04,-0.03,0.94
94.2,4.18,-27.38,898.97,0.01,0,0,-0.04,-0.02,0.94
94.3,3.36,-26.86,899.97,0,0,0,-0.03,-0.02,0.92
94.4,4.06,-26.72,900.97,0,0,0,-0.03,-0.02,0.91
94.5,4.21,-26.69,901.97,0,0,0,-0.03,-0.02,0.9
94.6,3.19,-24.64,902.97,0,0,0,-0.03,-0.02,0.9
94.7,3.23,-25.01,903.97,0,0,0,-0.04,-0.02,0.91
94.8,3.36,-26.17,904.97,0,0,0,-0.04,-0.03,0.92
94.9,3.27,-26.43,905.97,0,0,0,-0.04,-0.03,0.94
95,3.19,-26.69,906.97,0,0,0,-0.04,-0.03,0.94
95.1,3.32,-26.82,907.97,0,0,0,-0.04,-0.03,0.95
95.2,3.36,-26.86,908.97,0,0,0,-0.04,-0.02,0.95
95.3,4.56,-26.35,909.97,0,0,0,-0.03,-0.02,0.93
95.4,4.16,-26.28,910.97,0,0,0,-0.03,-0.02,0.9
95.5,2.5,-26,911.97,0,0,0,-0.03,-0.02,0.89
95.6,2.66,-26.16,912.97,0,0,0,-0.03,-0.02,0.89
95.7,2.85,-26.35,913.97,0,0,0,-0.03,-0.02,0.9
95.8,3.22,-25.98,914.97,0,0,0,-0.04,-0.02,0.93
95.9,3.36,-25.83,915.97,0,0,0,-0.03,-0.02,0.94
96,5.21,-27.01,916.97,0,0,0,-0.04,-0.03,0.95
96.1,4.95,-26.89,917.97,0,0,0,-0.04,-0.02,0.95
96.2,3.19,-26,918.97,0,0,0,-0.04,-0.03,0.94
96.3,3.26,-26.63,919.97,0,0,0,-0.04,-0.02,0.92
96.4,3.36,-27.54,920.97,0,0,0,-0.03,-0.02,0.91
96.5,2.9,-26.63,921.97,0,0,0,-0.04,-0.02,0.9
96.6,2.67,-26.17,922.97,0,0,0,-0.04,-0.02,0.9
96.7,3.15,-25.38,923.97,0,0,0,-0.04,-0.02,0.91
96.8,3.19,-25.47,924.97,0,0,0,-0.04,-0.02,0.93
96.9,3.19,-27.03,925.97,0,0,0,-0.03,-0.02,0.94
97,3.37,-27.09,926.97,0,0,0,-0.04,-0.02,0.95
97.1,3.7,-27.2,927.97,0,0,0,-0.03,-0.02,0.94
97.2,3.7,-26.36,928.97,0,0,0,-0.04,-0.03,0.93
97.3,3.7,-25.83,929.97,0,0,0,-0.03,-0.03,0.92
97.4,3.55,-25.08,930.97,0,0,0,-0.04,-0.02,0.91
97.5,3.51,-25.01,931.97,0,0,0,-0.03,-0.02,0.91
97.6,2.85,-26,932.97,0,0,0,-0.04,-0.02,0.91
97.7,3.2,-26.16,933.97,0,0,0,-0.03,-0.02,0.92
97.8,4.04,-26.52,934.97,0,0,0,-0.04,-0.02,0.92
97.9,3.95,-26.42,935.97,0,0,0,-0.04,-0.02,0.93
98,3.87,-26.35,936.97,0,0,0,-0.04,-0.02,0.94
98.1,4.01,-26.77,937.97,0,0,0,-0.04,-0.02,0.93
98.2,4.04,-26.86,938.97,0,0,0,-0.04,-0.03,0.93
98.3,4.9,-25.66,939.97,0,0,0,-0.03,-0.02,0.92
98.4,4.19,-25.87,940.97,0,0,0,-0.04,-0.02,0.92
98.5,1.99,-26.52,941.97,0,0,0,-0.04,-0.02,0.92
98.6,3.21,-25.82,942.97,0,0,0,-0.03,-0.02,0.92
98.7,4.39,-25.15,943.97,0,0,0,-0.04,-0.02,0.92
98.8,3.59,-26.47,944.97,0,0,0,-0.03,-0.02,0.92
98.9,3.36,-26.86,945.97,0,0,0,-0.04,-0.02,0.93
99,3.36,-26.52,946.97,0,0,0,-0.04,-0.02,0.92
99.1,3.29,-26.25,947.97,0,0,0,-0.04,-0.02,0.92
99.2,3.02,-25.15,948.97,0,0,0,-0.04,-0.02,0.92
99.3,2.78,-25.85,949.97,0,0,0,-0.04,-0.02,0.92
99.4,2.5,-26.69,950.97,0,0,0,-0.04,-0.02,0.93
99.5,3.36,-26.81,951.97,0,0,0,-0.04,-0.02,0.93
99.6,3.7,-26.86,952.97,0,0,0,-0.03,-0.02,0.92
99.7,2.19,-26.36,953.97,0,0,0,-0.04,-0.02,0.93
99.8,2.28,-26.46,954.97,0,0,0,-0.04,-0.02,0.92
99.9,3.02,-27.2,955.97,0,0,0,-0.04,-0.02,0.92
100,3.98,-26.65,956.97,0,0,0,-0.03,-0.02,0.92
100.1,5.41,-25.83,957.97,0,0,0,-0.04,-0.02,0.92
100.2,4.39,-26.17,958.97,0,0,0,-0.04,-0.03,0.92
100.3,3.87,-26.35,959.97,0,0,0,-0.04,-0.02,0.93
100.4,3.71,-26.82,960.97,0,0,0,-0.04,-0.02,0.92
100.5,3.67,-26.86,961.97,0,0,0,-0.04,-0.02,0.93
100.6,3.36,-26.86,962.97,0,0,0,-0.03,-0.03,0.93
100.7,3,-26.74,963.97,0,0,0,-0.04,-0.02,0.93
100.8,2.33,-26.52,964.97,0,0,0,-0.04,-0.02,0.93
100.9,3.38,-26.94,965.97,0,0,0,-0.03,-0.02,0.92
101,4.04,-27.2,966.97,0,0,0,-0.04,-0.02,0.91
101.1,2.54,-26.6,967.97,0,0,0,-0.04,-0.02,0.92
101.2,2.33,-26.53,968.97,0,0,0,-0.03,-0.02,0.92
101.3,2.33,-26.86,969.97,0,0,0,-0.04,-0.02,0.92
101.4,2.48,-26.71,970.97,0,0,0,-0.04,-0.02,0.93
101.5,2.85,-26.35,971.97,0,0,0,-0.04,-0.03,0.93
101.6,3.13,-27.4,972.97,0,0,0,-0.04,-0.02,0.92
101.7,3.36,-28.23,973.97,0,0,0,-0.04,-0.02,0.92
101.8,4.2,-25.98,974.97,0,0,0,-0.03,-0.02,0.93
101.9,4.39,-25.49,975.97,0,0,0,-0.04,-0.02,0.91
102,3.53,-25.32,976.97,0,0,0,-0.04,-0.02,0.92
102.1,3.45,-25.74,977.97,0,0,0,-0.03,-0.02,0.92
102.2,3.19,-27.03,978.97,0,0,0,-0.03,-0.02,0.92
102.3,3.36,-26.68,979.97,0,0,0,-0.04,-0.02,0.92
102.4,3.53,-26.35,980.97,0,0,0,-0.03,-0.03,0.93
102.5,4.19,-25.69,981.97,0,0,0,-0.04,-0.02,0.92
102.6,4.39,-25.49,982.97,0,0,0,-0.04,-0.02,0.93
102.7,3.53,-26.69,983.97,0,0,0,-0.04,-0.02,0.93
102.8,3.3,-26.66,984.97,0,0,0,-0.03,-0.02,0.92
102.9,2.33,-26.52,985.97,0,0,0,-0.04,-0.02,0.92
103,2.18,-26.98,986.97,0,0,0,-0.04,-0.02,0.93
103.1,1.99,-27.54,987.97,0,0,0,-0.04,-0.03,0.93
103.2,2.73,-26.32,988.97,0,0,0,-0.04,-0.02,0.93
103.3,3.02,-25.83,989.97,0,0,0,-0.04,-0.02,0.93
103.4,4.52,-26,990.97,0,0,0,-0.04,-0.02,0.94
103.5,4.27,-25.86,991.97,0,0,0,-0.04,-0.02,0.92
103.6,2.5,-24.98,992.97,0,0,0,-0.04,-0.02,0.93
103.7,3.39,-25.59,993.97,0,0,0,-0.04,-0.02,0.92
103.8,4.73,-26.52,994.97,0,0,0,-0.04,-0.02,0.92
103.9,3.25,-26.63,995.97,0,0,0,-0.04,-0.02,0.92
104,2.5,-26.69,996.97,0,0,0,-0.04,-0.02,0.92
104.1,3.61,-25.9,997.97,0,0,0,-0.04,-0.02,0.93
104.2,3.66,-25.85,998.97,0,0,0,-0.04,-0.02,0.92
104.3,3.19,-26,999.97,0,0,0,-0.04,-0.02,0.92
104.4,3.25,-26.42,1000.97,0,0,0,-0.04,-0.02,0.93
104.5,3.36,-27.2,1001.97,0,0,0,-0.04,-0.02,0.93
104.6,3.46,-26.47,1002.97,0,0,0,-0.04,-0.03,0.93
104.7,3.53,-26,1003.97,0,0,0,-0.04,-0.02,0.92
104.8,2.03,-24.21,1004.97,0,0,0,-0.03,-0.03,0.93
104.9,1.89,-24.04,1005.97,0,0,0,-0.04,-0.02,0.92
105,4.04,-26.86,1006.97,0,0,0,-0.04,-0.02,0.93
105.1,3.89,-26.51,1007.97,0,0,0,-0.03,-0.02,0.92
105.2,3.53,-25.66,1008.97,0,0,0,-0.03,-0.02,0.93
105.3,3.24,-26.9,1009.97,0.01,0,0,-0.04,-0.02,0.92
105.4,3.02,-27.89,1010.97,0.01,0,0,-0.03,-0.02,0.93
105.5,3.44,-26.62,1011.97,0,0,0,-0.04,-0.03,0.93
105.6,3.53,-26.35,1012.97,0,0,0,-0.04,-0.02,0.92
105.7,3.53,-27.37,1013.97,0,0,0,-0.04,-0.02,0.92
105.8,3.12,-27.29,1014.97,0,0,0,-0.04,-0.03,0.92
105.9,1.82,-27.03,1015.97,0,0,0,-0.04,-0.02,0.92
106,2.68,-27.03,1016.97,-0.01,0,0,-0.04,-0.03,0.92
106.1,3.53,-27.03,1017.97,0,0,0,-0.04,-0.02,0.92
106.2,3.13,-27.43,1018.97,0,0,0,-0.04,-0.02,0.93
106.3,3.02,-27.54,1019.97,0,0,0,-0.04,-0.02,0.93
106.4,3.87,-26.35,1020.97,0,0,0,-0.04,-0.03,0.92
106.5,3.74,-26.22,1021.97,0,0,0,-0.04,-0.02,0.92
106.6,3.19,-25.66,1022.97,0,0,0,-0.03,-0.02,0.92
106.7,3.34,-26.28,1023.97,0,0,0,-0.04,-0.02,0.92
106.8,3.53,-27.03,1024.97,0,0,0,-0.03,-0.02,0.92
106.9,3.29,-26.79,1025.97,0,0,0,-0.04,-0.03,0.92
107,3.19,-26.69,1026.97,0,0,0,-0.04,-0.02,0.92
107.1,3.69,-25.52,1027.97,0,0,0,-0.03,-0.02,0.92
107.2,3.86,-25.65,1028.97,0,0,0,-0.04,-0.02,0.92
107.3,4.9,-26.69,1029.97,0,0,0,-0.04,-0.02,0.93
107.4,4.35,-26.41,1030.97,0,0,0,-0.04,-0.02,0.93
107.5,3.53,-26,1031.97,0,0,0,-0.04,-0.02,0.93
107.6,2.62,-26.23,1032.97,0,0,0,-0.04,-0.02,0.93
107.7,2.16,-26.35,1033.97,0,0,0,-0.04,-0.02,0.92
107.8,3.75,-25.71,1034.97,0,0,0,-0.04,-0.02,0.92
107.9,3.92,-25.74,1035.97,0,0,0,-0.04,-0.02,0.92
108,4.39,-26.52,1036.97,0,0,0,-0.04,-0.02,0.92
108.1,3.67,-26.28,1037.97,0,0,0,-0.04,-0.02,0.93
108.2,2.33,-25.83,1038.97,0,0,0,-0.04,-0.02,0.92
108.3,3.79,-26.46,1039.97,0,0,0,-0.04,-0.02,0.93
108.4,4.73,-26.86,1040.97,0,0,0,-0.04,-0.02,0.92
108.5,4.13,-26.86,1041.97,0,0,0,-0.04,-0.02,0.93
108.6,4.01,-26.86,1042.97,0,0,0,-0.04,-0.02,0.92
108.7,2.85,-26.69,1043.97,0,0,0,-0.04,-0.02,0.93
108.8,3.2,-27.34,1044.97,0,0,0,-0.04,-0.03,0.93
108.9,4.04,-28.91,1045.97,0,0,0,-0.03,-0.02,0.92
109,3.19,-27.68,1046.97,0,0,0,-0.03,-0.02,0.89
109.1,2.5,-26.69,1047.97,0,0,0,-0.03,0,0.69
109.2,2.78,-26.69,1048.97,0,0,0,-0.03,0.02,0.66
109.3,2.85,-26.69,1049.97,0,0,0,-0.04,-0.01,0.9
109.4,2.67,-26.52,1050.97,0,0,0,-0.03,-0.04,1.15
109.5,3.12,-26.8,1051.97,0,0,0,-0.04,-0.07,1.24
109.6,4.56,-27.71,1052.97,0,0,0,-0.04,-0.07,1.17
109.7,3.61,-27.29,1053.97,0,0,0,-0.04,-0.06,1.01
109.8,2.67,-26.86,1054.97,0,0,0,-0.05,-0.05,0.92
109.9,3.59,-26.99,1055.97,0,0,0,-0.04,-0.04,0.9
110,3.87,-27.03,1056.97,0,0,0,-0.04,-0.03,0.96
110.1,3.53,-26.35,1057.97,0,0,0,-0.05,-0.02,0.93
110.2,3.59,-26.47,1058.97,0,0,0,-0.03,-0.01,0.89
110.3,3.87,-27.03,1059.97,0,0,0,-0.04,0,0.88
110.4,3.87,-26.26,1060.97,0,0,0,-0.02,0.01,0.87
110.5,3.87,-25.32,1061.97,0,0,0,-0.01,0.01,0.81
110.6,3.63,-26.05,1062.97,0,0,0,-0.02,0.01,0.73
110.7,3.53,-26.35,1063.97,0,0,0,-0.03,0,0.76
110.8,3.7,-26.85,1064.97,0,0,0,-0.03,0,0.83
110.9,3.72,-26.75,1065.97,0,0,0,-0.02,-0.01,0.82
111,3.87,-26,1066.97,0,0,0,-0.04,-0.03,0.88
111.1,3.26,-25.94,1067.97,0,0,0,-0.04,-0.05,1.09
111.2,2.33,-25.83,1068.97,0,0,0,-0.04,-0.05,1.25
111.3,3.01,-26.97,1069.97,0,0,0,-0.06,-0.07,1.2
111.4,3.36,-27.54,1070.97,0,0,0,-0.05,-0.06,1.04
111.5,2.57,-26.44,1071.97,0,0,0,-0.05,-0.04,0.9
111.6,2.63,-26.42,1072.97,0,0,0,-0.03,0,0.84
111.7,4.04,-27.2,1073.97,0,0,0,-0.03,0.01,0.8
111.8,3.98,-27.02,1074.97,0,0,0,-0.02,0.01,0.78
111.9,3.87,-26.69,1075.97,0,0,0,-0.02,0,0.83
112,4.29,-26.69,1076.97,0,0,0,-0.02,-0.01,0.89
112.1,4.56,-26.69,1077.97,0,0,0,-0.03,-0.01,0.88
112.2,2.47,-26.69,1078.97,0,0,0,-0.04,-0.01,0.84
112.3,2.2,-26.68,1079.97,0,0,0,-0.03,0,0.87
112.4,3.36,-26.52,1080.97,0,0,0,-0.03,-0.01,0.93
