time,magx,magy,magz,gyrx,gyry,gyrz,accx,accy,accz
149.7,3.36,-26.06,1453.97,0,0,0,-0.04,-0.02,0.91
149.8,4.04,-25.83,1454.97,0,0,0,-0.03,-0.02,0.92
149.9,3.2,-27.24,1455.97,0,0,0,-0.04,-0.02,0.92
150,3.02,-27.54,1456.97,0,0,0,-0.04,-0.02,0.93
150.1,3.02,-26.86,1457.97,0,0,0,-0.04,-0.02,0.93
150.2,2.73,-26.57,1458.97,0,0,0,-0.03,-0.02,0.92
150.3,1.82,-25.66,1459.97,0,0,0,-0.04,-0.02,0.92
150.4,2.25,-26.44,1460.97,0,0,0,-0.04,-0.03,0.92
150.5,2.67,-27.2,1461.97,0,0,0,-0.03,-0.02,0.92
150.6,3.73,-26.94,1462.97,0,0,0,-0.04,-0.02,0.92
150.7,4.04,-26.86,1463.97,0,0,0,-0.03,-0.02,0.92
150.8,3.7,-26.86,1464.97,0,0,0,-0.03,-0.02,0.92
150.9,3.54,-27.02,1465.97,0,0,0,-0.04,-0.02,0.92
151,2.85,-27.71,1466.97,0,0,0,-0.03,-0.02,0.93
151.1,2.69,-26.63,1467.97,0,0,0,-0.04,-0.03,0.92
151.2,2.5,-25.32,1468.97,0,0,0,-0.04,-0.02,0.92
151.3,2.75,-27.04,1469.97,0,0,0,-0.04,-0.02,0.92
151.4,2.85,-27.71,1470.97,0,0,0,-0.04,-0.02,0.92
151.5,2.68,-26.54,1471.97,0,0,0,-0.04,-0.02,0.92
151.6,2.72,-26.66,1472.97,0,0,0,-0.04,-0.02,0.92
151.7,3.02,-27.54,1473.97,0,0,0,-0.03,-0.02,0.93
151.8,3.08,-27.75,1474.97,-0.01,0,0,-0.04,-0.02,0.92
151.9,3.19,-28.06,1475.97,0,0,0,-0.04,-0.02,0.92
152,4.55,-27.15,1476.97,0,0,0,-0.04,-0.02,0.92
152.1,5.24,-26.69,1477.97,0,0,0,-0.04,-0.02,0.92
152.2,4.45,-26.85,1478.97,0,0,0,-0.03,-0.02,0.92
152.3,4.33,-26.86,1479.97,0,0,0,-0.04,-0.02,0.92
152.4,3.7,-26.86,1480.97,0,0,0,-0.03,-0.02,0.92
152.5,3.82,-26.74,1481.97,0,0,0,-0.04,-0.02,0.92
152.6,4.04,-26.52,1482.97,0,0,0,-0.04,-0.02,0.92
152.7,3.83,-26.94,1483.97,0,0,0,-0.03,-0.02,0.92
152.8,3.7,-27.2,1484.97,0,0,0,-0.04,-0.03,0.93
152.9,5.05,-25.85,1485.97,0,0,0,-0.04,-0.02,0.92
153,5.15,-25.7,1486.97,0,0,0,-0.04,-0.02,0.93
153.1,2.5,-26.69,1487.97,0,0,0,-0.04,-0.02,0.92
153.2,2.76,-26.54,1488.97,0,0,0,-0.04,-0.02,0.92
153.3,3.36,-26.17,1489.97,0,0,0,-0.04,-0.02,0.92
153.4,3.45,-26.27,1490.97,0,0,0,-0.04,-0.03,0.92
153.5,3.53,-26.35,1491.97,0,0,0,-0.04,-0.02,0.92
153.6,3.81,-27.19,1492.97,0,0,0,-0.04,-0.02,0.92
153.7,3.87,-27.37,1493.97,0,0,0,-0.04,-0.02,0.93
153.8,3.36,-25.49,1494.97,0,0,0,-0.04,-0.02,0.93
153.9,3.23,-25.79,1495.97,0,0,0,-0.04,-0.02,0.92
154,2.85,-26.69,1496.97,0,0,0,-0.04,-0.02,0.92
154.1,3.19,-25.65,1497.97,0,0,0,-0.03,-0.02,0.93
154.2,3.53,-24.64,1498.97,0,0,0,-0.04,-0.02,0.92
154.3,3.4,-25.03,1499.97,0,0,0,-0.04,-0.02,0.92
154.4,3.36,-25.15,1500.97,0,0,0,-0.03,-0.03,0.92
154.5,3.53,-27.03,1501.97,0,0,0,-0.04,-0.02,0.92
154.6,3.33,-26.9,1502.97,0,0,0,-0.03,-0.02,0.93
154.7,2.5,-26.35,1503.97,0,0,0,-0.04,-0.03,0.92
154.8,3.21,-25.96,1504.97,0,0,0,-0.04,-0.02,0.85
154.9,4.04,-25.49,1505.97,0,0,0,-0.04,-0.01,0.83
155,2.81,-26.73,1506.97,0,0,0,-0.04,-0.02,0.93
155.1,2.33,-27.2,1507.97,0,0,0,-0.04,-0.03,1.06
155.2,3.68,-26.53,1508.97,0,0,0,-0.04,-0.04,1.09
155.3,3.63,-26.45,1509.97,0,0,0,-0.04,-0.04,1.02
155.4,3.19,-26,1510.97,0,0,0,-0.04,-0.03,0.93
155.5,2.98,-27.19,1511.97,0,0,0,-0.04,-0.01,0.86
155.6,2.67,-28.91,1512.97,0,0,0,-0.03,-0.02,0.84
155.7,3.36,-27.54,1513.97,0,0,0,-0.02,-0.02,0.93
155.8,3.7,-26.86,1514.97,0,0,0,-0.03,-0.03,1.01
155.9,2.58,-26.38,1515.97,0,0,0,-0.04,-0.03,1.04
156,2.6,-26.38,1516.97,0,0,0,-0.04,-0.03,1.02
156.1,3.53,-26.69,1517.97,0,0,0,-0.04,-0.03,0.96
156.2,3.23,-26.99,1518.97,0,0,0,-0.03,-0.03,0.9
156.3,2.67,-27.54,1519.97,0,0,0,-0.03,-0.02,0.84
156.4,3.1,-26.7,1520.97,0,0,0,-0.03,-0.02,0.83
156.5,3.36,-26.17,1521.97,0,0,0,-0.03,-0.01,0.87
156.6,2.45,-26.48,1522.97,0,0,0,-0.04,-0.02,0.91
156.7,2.37,-26.53,1523.97,0,0,0,-0.04,-0.02,0.96
156.8,3.36,-26.86,1524.97,0,0,0,-0.04,-0.03,1
156.9,3.31,-27.01,1525.97,0,0,0,-0.03,-0.03,1
157,3.19,-27.37,1526.97,0,0,0,-0.03,-0.02,0.96
157.1,2.7,-26.31,1527.97,0,0,0,-0.03,-0.02,0.9
157.2,2.33,-25.49,1528.97,0,0,0,-0.04,-0.02,0.86
157.3,3.75,-26.91,1529.97,0,0,0,-0.04,-0.02,0.85
157.4,4.04,-27.2,1530.97,0,0,0,-0.04,-0.02,0.88
157.5,3.87,-26,1531.97,0,0,0,-0.04,-0.02,0.91
157.6,3.32,-26.05,1532.97,0,0,0,-0.03,-0.03,0.96
157.7,1.65,-26.17,1533.97,0,0,0,-0.04,-0.02,0.99
157.8,2.52,-26.35,1534.97,0,0,0,-0.04,-0.02,0.98
157.9,3.36,-26.52,1535.97,0,0,0,-0.04,-0.02,0.95
158,3.23,-27.45,1536.97,0,0,0,-0.03,-0.02,0.89
158.1,3.19,-27.71,1537.97,0,0,0,-0.03,-0.02,0.86
158.2,3.02,-26.86,1538.97,0,0,0,-0.03,-0.02,0.88
158.3,3.18,-26.76,1539.97,0,0,0,-0.04,-0.02,0.92
158.4,3.87,-26.35,1540.97,0,0,0,-0.04,-0.03,0.95
158.5,3.72,-26.35,1541.97,0,0,0,-0.04,-0.03,0.98
158.6,3.53,-26.35,1542.97,0,0,0,-0.04,-0.03,0.98
158.7,2.91,-25.98,1543.97,0,0,0,-0.04,-0.02,0.96
158.8,2.67,-25.83,1544.97,0,0,0,-0.03,-0.02,0.93
158.9,2.17,-26.34,1545.97,0,0,0,-0.04,-0.02,0.89
159,2.26,-26.3,1546.97,0,0,0,-0.03,-0.02,0.87
159.1,2.85,-26,1547.97,0,0,0,-0.04,-0.02,0.88
159.2,3.19,-25.8,1548.97,0,0,0,-0.04,-0.02,0.9
159.3,3.7,-25.49,1549.97,0,0,0,-0.04,-0.03,0.94
159.4,3.81,-26.29,1550.97,0,0,0,-0.04,-0.03,0.97
159.5,3.87,-26.69,1551.97,0,0,0,-0.04,-0.03,0.98
159.6,4.19,-27.01,1552.97,0,0,0,-0.04,-0.03,0.97
159.7,4.14,-26.9,1553.97,0,0,0,-0.04,-0.03,0.94
159.8,3.36,-25.49,1554.97,0,0,0,-0.04,-0.02,0.91
159.9,3.6,-26.09,1555.97,0,0,0,-0.03,-0.02,0.88
160,4.04,-27.2,1556.97,0,0,0,-0.03,-0.02,0.88
160.1,4.25,-27.62,1557.97,0,0,0,-0.04,-0.02,0.9
160.2,4.39,-27.89,1558.97,0,0,0,-0.04,-0.02,0.93
160.3,3.63,-27.13,1559.97,0,0,0,-0.04,-0.02,0.95
160.4,3.51,-27.04,1560.97,0,0,0,-0.04,-0.03,0.96
160.5,3.02,-27.2,1561.97,0,0,0,-0.04,-0.03,0.96
160.6,2.86,-27.25,1562.97,0,0,0,-0.04,-0.02,0.95
160.7,2.5,-27.37,1563.97,0,0,0,-0.04,-0.02,0.92
160.8,3.27,-26.79,1564.97,0,0,0,-0.04,-0.02,0.91
160.9,3.87,-26.35,1565.97,0,0,0,-0.03,-0.02,0.9
161,2.6,-26.49,1566.97,0,0,0,-0.04,-0.02,0.91
161.1,2.33,-26.52,1567.97,0,0,0,-0.04,-0.03,0.92
161.2,3.19,-27.03,1568.97,0,0,0,-0.04,-0.02,0.94
161.3,3.14,-27.41,1569.97,0,0,0,-0.03,-0.02,0.94
161.4,3.02,-28.57,1570.97,0,0,0,-0.04,-0.02,0.95
161.5,3.54,-28.05,1571.97,0,0,0,-0.04,-0.03,0.94
161.6,4.04,-27.54,1572.97,0,0,0,-0.04,-0.02,0.92
161.7,3.65,-27.41,1573.97,0,0,0,-0.04,-0.02,0.92
161.8,3.53,-27.37,1574.97,0,0,0,-0.04,-0.03,0.91
161.9,3.36,-26.86,1575.97,0,0,0,-0.04,-0.03,0.92
162,3.39,-26.83,1576.97,0,0,0,-0.04,-0.02,0.93
162.1,3.53,-26.69,1577.97,0,0,0,-0.04,-0.02,0.94
162.2,3.45,-26.77,1578.97,0,0,0,-0.04,-0.02,0.94
162.3,3.36,-26.86,1579.97,0,0,0,-0.04,-0.02,0.94
162.4,5.08,-26.61,1580.97,0,0,0,-0.04,-0.02,0.93
162.5,5.75,-26.52,1581.97,0,0,0,-0.04,-0.02,0.91
162.6,3.73,-26.86,1582.97,0,0,0,-0.04,-0.02,0.91
162.7,3.56,-26.76,1583.97,0,0,0,-0.04,-0.03,0.91
162.8,2.67,-26.17,1584.97,0,0,0,-0.04,-0.02,0.92
162.9,2.81,-26.45,1585.97,0,0,0,-0.04,-0.03,0.93
163,3.02,-26.86,1586.97,0,0,0,-0.03,-0.03,0.93
163.1,2.56,-26.17,1587.97,0,0,0,-0.04,-0.03,0.94
163.2,2.33,-25.83,1588.97,0,0,0,-0.04,-0.02,0.94
163.3,2.65,-27.43,1589.97,0,0,0,-0.04,-0.02,0.94
163.4,2.9,-27.56,1590.97,0.01,0,0,-0.03,-0.02,0.92
163.5,5.24,-27.71,1591.97,0,0,0,-0.04,-0.02,0.91
163.6,4.58,-27.17,1592.97,0,0,0,-0.04,-0.02,0.92
163.7,3.36,-26.17,1593.97,0,0,0,-0.04,-0.02,0.92
163.8,3.36,-26.39,1594.97,0,0,0,-0.04,-0.03,0.93
163.9,3.36,-26.52,1595.97,0,0,0,-0.04,-0.03,0.94
164,2.76,-26.82,1596.97,0,0,0,-0.04,-0.03,0.94
164.1,2.68,-26.81,1597.97,0,0,0,-0.04,-0.02,0.94
164.2,2.85,-25.32,1598.97,0,0,0,-0.03,-0.03,0.93
164.3,3,-25.58,1599.97,0,0,0,-0.03,-0.02,0.91
164.4,3.36,-26.17,1600.97,0,0,0,-0.04,-0.03,0.91
164.5,2.68,-27.04,1601.97,0,0,0,-0.04,-0.02,0.91
164.6,2.16,-27.71,1602.97,0,0,0,-0.04,-0.02,0.92
164.7,3.43,-25.88,1603.97,0,0,0,-0.04,-0.02,0.93
164.8,3.7,-25.49,1604.97,0,0,0,-0.04,-0.03,0.93
164.9,3.87,-27.37,1605.97,0,0,0,-0.04,-0.02,0.94
165,3.91,-27.33,1606.97,0,0,0,-0.04,-0.03,0.94
165.1,4.04,-27.2,1607.97,0,0,0,-0.04,-0.03,0.93
165.2,3.52,-26.85,1608.97,0,0,0,-0.04,-0.02,0.93
165.3,3.02,-26.52,1609.97,0,0,0,-0.04,-0.02,0.92
165.4,2.49,-27.58,1610.97,0,0,0,-0.04,-0.02,0.92
165.5,2.33,-27.89,1611.97,0,0,0,-0.03,-0.02,0.92
165.6,3.02,-26.52,1612.97,0,0,0,-0.04,-0.02,0.93
165.7,3.15,-26.52,1613.97,0,0,0,-0.04,-0.02,0.93
165.8,3.7,-26.52,1614.97,0,0,0,-0.03,-0.02,0.93
165.9,3.7,-26.36,1615.97,0,0,0,-0.03,-0.02,0.94
166,3.7,-26.17,1616.97,0,0,0,-0.04,-0.03,0.93
166.1,2.71,-26.42,1617.97,0,0,0,-0.04,-0.02,0.93
166.2,2.33,-26.52,1618.97,0,0,0,-0.03,-0.03,0.93
166.3,3.01,-25.17,1619.97,0,0,0,-0.04,-0.02,0.91
166.4,3.29,-25.52,1620.97,0,0,0,-0.04,-0.02,0.92
166.5,4.9,-27.71,1621.97,0,0,0,-0.04,-0.03,0.92
166.6,4.27,-27.09,1622.97,0,0,0,-0.04,-0.02,0.93
166.7,3.36,-26.17,1623.97,0,0,0,-0.04,-0.02,0.93
166.8,2.67,-27.32,1624.97,0,0,0,-0.04,-0.02,0.94
166.9,2.33,-27.89,1625.97,0,0,0,-0.04,-0.02,0.94
167,3.13,-26.45,1626.97,0,0,0,-0.03,-0.02,0.93
167.1,3.23,-26.3,1627.97,0,0,0,-0.03,-0.03,0.92
167.2,3.7,-25.83,1628.97,0,0,0,-0.03,-0.03,0.92
167.3,3.52,-26.25,1629.97,0,0,0,-0.04,-0.02,0.92
167.4,3.19,-27.03,1630.97,0,0,0,-0.04,-0.02,0.93
167.5,3.08,-26.29,1631.97,0,0,0,-0.04,-0.02,0.92
167.6,3.02,-25.83,1632.97,0,0,0,-0.04,-0.03,0.93
167.7,3.62,-25.53,1633.97,0,0,0,-0.04,-0.02,0.94
167.8,3.69,-25.51,1634.97,0,0,0,-0.03,-0.02,0.94
167.9,3.36,-25.83,1635.97,0,0,0,-0.04,-0.02,0.93
168,3.26,-25.73,1636.97,0,0,0,-0.04,-0.03,0.93
168.1,3.02,-25.49,1637.97,0,0,0,-0.04,-0.03,0.92
168.2,3.4,-25.88,1638.97,0,0,0,-0.04,-0.02,0.92
168.3,3.7,-26.17,1639.97,0,0,0,-0.04,-0.02,0.92
168.4,3.84,-26.03,1640.97,0,0,0,-0.04,-0.03,0.93
168.5,3.87,-26,1641.97,0,0,0,-0.04,-0.02,0.93
168.6,3.36,-26.52,1642.97,0,0,0,-0.04,-0.03,0.93
168.7,3.32,-26.48,1643.97,0,0,0,-0.04,-0.02,0.94
168.8,3.19,-26.35,1644.97,0,0,0,-0.04,-0.02,0.93
168.9,3.54,-27.22,1645.97,0,0,0,-0.03,-0.02,0.93
169,3.87,-28.06,1646.97,0,0,0,-0.04,-0.02,0.92
169.1,3.87,-27.74,1647.97,0,0,0,-0.04,-0.02,0.92
169.2,3.87,-27.71,1648.97,0,0,0,-0.03,-0.03,0.92
169.3,3.32,-27.71,1649.97,0,0,0,-0.04,-0.02,0.92
169.4,3.19,-27.71,1650.97,0,0,0,-0.04,-0.03,0.93
169.5,3.53,-27.03,1651.97,0,0,0,-0.03,-0.02,0.92
169.6,3.72,-26.84,1652.97,0,0,0,-0.04,-0.02,0.93
169.7,4.9,-25.66,1653.97,0,0,0,-0.03,-0.02,0.93
169.8,4.62,-25.8,1654.97,0,0,0,-0.04,-0.02,0.93
169.9,4.21,-26,1655.97,0,0,0,-0.04,-0.02,0.93
170,4.1,-26.35,1656.97,0,0,0,-0.04,-0.03,0.92
170.1,4.04,-26.52,1657.97,0,0,0,-0.04,-0.02,0.92
170.2,3.72,-26.52,1658.97,0,0,0,-0.04,-0.02,0.93
170.3,3.63,-26.53,1659.97,0,0,0,-0.04,-0.03,0.93
170.4,2.85,-26.69,1660.97,0,0,0,-0.04,-0.03,0.93
170.5,3.34,-26.44,1661.97,0,0,0,-0.03,-0.02,0.92
170.6,4.21,-26,1662.97,0,0,0,-0.04,-0.02,0.93
170.7,4,-26.22,1663.97,0,0,0,-0.03,-0.02,0.93
170.8,3.87,-26.35,1664.97,0,0,0,-0.04,-0.02,0.93
170.9,2.02,-26.35,1665.97,0,0,0,-0.04,-0.02,0.93
171,1.91,-26.37,1666.97,0,0,0,-0.04,-0.03,0.93
171.1,4.56,-27.03,1667.97,0,0,0,-0.04,-0.02,0.92
171.2,3.98,-26.56,1668.97,0,0,0,-0.04,-0.02,0.93
171.3,2.67,-25.49,1669.97,0,0,0,-0.04,-0.02,0.92
171.4,3.17,-26.58,1670.97,0,0,0,-0.04,-0.02,0.93
171.5,3.53,-27.37,1671.97,0,0,0,-0.04,-0.03,0.93
171.6,3.97,-27.23,1672.97,0,0,0,-0.04,-0.02,0.93
171.7,4.04,-27.2,1673.97,0,0,0,-0.04,-0.03,0.92
171.8,3.19,-27.03,1674.97,0,0,0,-0.04,-0.03,0.93
171.9,3.1,-27.12,1675.97,0,0,0,-0.04,-0.03,0.93
172,2.85,-27.37,1676.97,0,0,0,-0.03,-0.02,0.93
172.1,2.94,-27.28,1677.97,0,0,0,-0.04,-0.03,0.92
172.2,3.02,-27.2,1678.97,0,0,0,-0.04,-0.02,0.93
172.3,2.88,-27.34,1679.97,0,0,0,-0.03,-0.02,0.93
172.4,2.85,-27.37,1680.97,0,0,0,-0.03,-0.02,0.92
172.5,3.7,-26.86,1681.97,0,0,0,-0.03,-0.03,0.92
172.6,3.81,-26.9,1682.97,0,0,0,-0.04,-0.02,0.93
172.7,4.21,-27.03,1683.97,0,0,0,-0.04,-0.02,0.94
172.8,3.81,-27.11,1684.97,0,0,0,-0.04,-0.02,0.92
172.9,3.36,-27.2,1685.97,0,0,0,-0.04,-0.02,0.93
173,2.98,-27.08,1686.97,0,0,0,-0.04,-0.02,0.92
173.1,2.85,-27.03,1687.97,0,0,0,-0.04,-0.02,0.93
173.2,3.87,-26.69,1688.97,0,0,0,-0.04,-0.02,0.92
173.3,3.72,-26.64,1689.97,0,0,0,-0.04,-0.02,0.92
173.4,2.85,-26.35,1690.97,0,0,0,-0.03,-0.02,0.93
173.5,2.7,-25.77,1691.97,0,0,0,-0.03,-0.02,0.92
173.6,2.5,-24.98,1692.97,0,0,0,-0.03,-0.02,0.93
173.7,2.86,-25.81,1693.97,0,0,0,-0.04,-0.02,0.93
173.8,3.02,-26.17,1694.97,0,0,0,-0.04,-0.02,0.93
173.9,3.51,-27.33,1695.97,0,0,0,-0.04,-0.02,0.93
174,3.55,-27.39,1696.97,0,0,0,-0.04,-0.02,0.93
174.1,3.7,-27.54,1697.97,0,0,0,-0.04,-0.02,0.92
174.2,3.32,-27.42,1698.97,0,0,0,-0.04,-0.02,0.93
174.3,2.67,-27.2,1699.97,0,0,0,-0.03,-0.02,0.93
174.4,3,-26.65,1700.97,0,0,0,-0.04,-0.02,0.93
174.5,3.19,-26.35,1701.97,0,0,0,-0.03,-0.02,0.92
174.6,3.5,-26.35,1702.97,0,0,0,-0.04,-0.02,0.93
174.7,3.52,-26.34,1703.97,0,0,0,-0.04,-0.02,0.93
174.8,3.36,-26.17,1704.97,0,0,0,-0.04,-0.02,0.93
174.9,3.14,-26.5,1705.97,0,0,0,-0.04,-0.02,0.93
175,2.67,-27.2,1706.97,0,0,0,-0.04,-0.02,0.93
175.1,2.98,-26.3,1707.97,0,0,0,-0.04,-0.02,0.92
175.2,3.19,-25.66,1708.97,0,0,0,-0.04,-0.03,0.9
175.3,2.75,-26.39,1709.97,0,0,0,-0.03,-0.01,0.73
175.4,2.67,-26.52,1710.97,0,0,0,-0.03,0.01,0.74
175.5,2.16,-27.03,1711.97,0,0,0,-0.03,-0.01,0.93
175.6,2.57,-26.72,1712.97,0,0,0,-0.04,-0.04,1.14
175.7,3.7,-25.83,1713.97,0,0,0,-0.04,-0.06,1.2
175.8,3.06,-25.92,1714.97,0,0,0,-0.05,-0.08,1.17
175.9,2.5,-26,1715.97,0,0,0,-0.05,-0.05,1.06
176,2.37,-25.87,1716.97,0,0,0,-0.05,-0.04,0.93
176.1,2.33,-25.83,1717.97,0,0,0,-0.05,-0.02,0.82
176.2,3.7,-26.52,1718.97,0,0,0,-0.04,0,0.78
176.3,3.56,-26.66,1719.97,0,0,0,-0.03,0,0.77
176.4,3.02,-27.2,1720.97,0,0,0,-0.02,-0.02,0.88
176.5,3.84,-26.54,1721.97,0,0,0,-0.02,-0.01,0.89
176.6,4.73,-25.83,1722.97,0,0,0,-0.04,0,0.89
176.7,3.31,-26.22,1723.97,0,0,0,-0.03,0,0.9
176.8,2.85,-26.35,1724.97,0,0,0,-0.03,-0.01,0.88
176.9,2.5,-27.03,1725.97,0,0,0,-0.04,-0.03,0.9
177,2.56,-26.87,1726.97,0.01,0,0,-0.05,-0.05,0.99
177.1,2.85,-26,1727.97,0,0,0,-0.05,-0.06,1.07
177.2,3.21,-26.37,1728.97,0,0,0,-0.05,-0.06,1.09
177.3,3.7,-26.86,1729.97,0,0,0,-0.05,-0.05,1.03
177.4,3.46,-26.38,1730.97,0,0,0,-0.04,-0.03,0.97
177.5,3.36,-26.17,1731.97,0,0,0,-0.03,-0.01,0.91
177.6,2.86,-26.67,1732.97,0,0,0,-0.03,0,0.89
177.7,2.83,-26.63,1733.97,0,0,0,-0.02,0,0.85
177.8,2.67,-26.17,1734.97,0,0,0,-0.03,0,0.83
177.9,2.22,-26.5,1735.97,0,0,0,-0.03,-0.01,0.83
178,1.48,-27.03,1736.97,0,0,0,-0.03,-0.01,0.81
178.1,2.36,-27.03,1737.97,0,0,0,-0.03,-0.01,0.8
178.2,2.85,-27.03,1738.97,0,0,0,-0.03,-0.01,0.87
178.3,1.9,-26.4,1739.97,0,0,0,-0.03,-0.03,1.01
178.4,1.88,-26.33,1740.97,0,0,0,-0.04,-0.05,1.1
178.5,2.85,-26,1741.97,0,0,0,-0.05,-0.06,1.11
178.6,2.96,-26.34,1742.97,0,0,0,-0.05,-0.07,1.05
178.7,3.19,-27.03,1743.97,0,0,0,-0.05,-0.04,0.98
178.8,2.68,-27.13,1744.97,0,0,0,-0.04,-0.02,0.89
178.9,2.33,-27.2,1745.97,0,0,0,-0.03,0,0.81
179,3.96,-27.05,1746.97,0,0,0,-0.02,0,0.82
179.1,4.21,-27.03,1747.97,0,0,0,-0.03,0,0.86
179.2,3.87,-26.35,1748.97,0,0,0,-0.03,-0.01,0.89
179.3,4.15,-26.35,1749.97,0,0,0,-0.04,-0.02,0.88
179.4,4.9,-26.35,1750.97,0,0,0,-0.04,-0.01,0.89
179.5,3.59,-27.09,1751.97,0,0,0,-0.04,-0.02,0.96
179.6,2.5,-27.71,1752.97,0,0,0,-0.04,-0.02,1.01
179.7,2.5,-27.99,1753.97,0,0,0,-0.04,-0.04,1
179.8,2.5,-28.06,1754.97,0,0,0,-0.05,-0.05,0.99
179.9,3.02,-26.17,1755.97,0,0,0,-0.05,-0.05,0.96
180,3.4,-26.63,1756.97,0,0,0,-0.04,-0.04,0.94
180.1,4.73,-28.23,1757.97,0,0,0,-0.04,-0.02,0.9
180.2,4.31,-27.81,1758.97,0,0,0,-0.03,-0.01,0.88
180.3,3.87,-27.37,1759.97,0,0,0,-0.02,0,0.89
180.4,4.13,-27.11,1760.97,0,0,0,-0.03,-0.01,0.89
180.5,4.21,-27.03,1761.97,0,0,0,-0.04,-0.01,0.88
180.6,2.16,-27.37,1762.97,0,0,0,-0.04,-0.02,0.89
180.7,2.45,-27.2,1763.97,0,0,0,-0.04,-0.02,0.92
180.8,3.87,-26.35,1764.97,0,0,0,-0.04,-0.03,0.97
180.9,4.25,-26.42,1765.97,0,0,0,-0.04,-0.04,0.99
181,4.73,-26.52,1766.97,0,0,0,-0.04,-0.04,0.98
181.1,4,-25.79,1767.97,0,0,0,-0.04,-0.04,0.98
181.2,3.7,-25.49,1768.97,0,0,0,-0.04,-0.03,0.95
181.3,3.03,-26.16,1769.97,0,0,0,-0.03,-0.01,0.92
181.4,3.12,-26.28,1770.97,0,0,0,-0.03,-0.01,0.88
181.5,3.87,-27.03,1771.97,0,0,0,-0.03,-0.01,0.87
181.6,3.61,-27.03,1772.97,0,0,0,-0.03,-0.01,0.87
181.7,3.19,-27.03,1773.97,0,0,0,-0.03,-0.02,0.88
181.8,3.3,-26.47,1774.97,0,0,0,-0.04,-0.03,0.91
181.9,3.36,-26.17,1775.97,0,0,0,-0.04,-0.03,0.96
182,2.72,-26.49,1776.97,0,0,0,-0.05,-0.03,0.99
182.1,2.81,-26.61,1777.97,0,0,0,-0.04,-0.04,1
182.2,4.73,-27.89,1778.97,0,0,0,-0.04,-0.03,0.98
182.3,4.38,-27.19,1779.97,0,0,0,-0.03,-0.03,0.95
182.4,3.7,-25.83,1780.97,0,0,0,-0.04,-0.02,0.91
182.5,2.66,-26.46,1781.97,0,0,0,-0.03,-0.01,0.87
182.6,1.99,-26.86,1782.97,0,0,0,-0.03,-0.01,0.86
182.7,2.74,-26.71,1783.97,0,0,0,-0.03,0,0.88
182.8,2.83,-26.69,1784.97,0,0,0,-0.03,-0.02,0.9
182.9,1.82,-26.69,1785.97,0,0,0,-0.03,-0.02,0.92
183,2.21,-26.88,1786.97,0,0,0,-0.04,-0.03,0.96
183.1,3.19,-27.37,1787.97,0,0,0,-0.04,-0.03,0.98
183.2,3.57,-27.18,1788.97,0,0,0,-0.04,-0.03,0.98
183.3,3.87,-27.03,1789.97,0,0,0,-0.04,-0.03,0.96
183.4,3.02,-25.33,1790.97,0,0,0,-0.04,-0.03,0.93
183.5,2.85,-24.98,1791.97,0,0,0,-0.04,-0.02,0.91
183.6,2.5,-27.03,1792.97,0,0,0,-0.03,-0.01,0.9
183.7,2.71,-26.99,1793.97,0,0,0,-0.03,-0.01,0.89
183.8,3.36,-26.86,1794.97,0,0,0,-0.03,-0.01,0.9
183.9,3.62,-27.99,1795.97,0,0,0,-0.04,-0.02,0.92
184,3.87,-29.08,1796.97,0,0,0,-0.03,-0.02,0.93
184.1,3.61,-28.02,1797.97,0,0,0,-0.04,-0.02,0.95
184.2,3.53,-27.71,1798.97,0,0,0,-0.04,-0.03,0.95
184.3,3.87,-27.03,1799.97,0,0,0,-0.04,-0.03,0.96
184.4,3.81,-26.84,1800.97,0,0,0,-0.04,-0.03,0.94
184.5,3.53,-26,1801.97,0,0,0,-0.04,-0.03,0.94
184.6,2.91,-26.47,1802.97,0,0,0,-0.04,-0.02,0.92
184.7,2.16,-27.03,1803.97,0,0,0,-0.03,-0.02,0.91
184.8,3.41,-27.28,1804.97,0,0,0,-0.04,-0.02,0.92
184.9,3.87,-27.37,1805.97,0,0,0,-0.03,-0.02,0.92
185,3.7,-26.52,1806.97,0,0,0,-0.04,-0.02,0.92
185.1,3.79,-26.47,1807.97,0,0,0,-0.03,-0.02,0.92
185.2,4.39,-26.17,1808.97,0,0,0,-0.04,-0.02,0.93
185.3,4.04,-26.25,1809.97,0,0,0,-0.04,-0.03,0.93
185.4,3.53,-26.35,1810.97,0,0,0,-0.04,-0.03,0.93
185.5,3.3,-26.81,1811.97,0,0,0,-0.04,-0.03,0.95
185.6,3.19,-27.03,1812.97,0,0,0,-0.04,-0.03,0.93
185.7,3.02,-26.87,1813.97,0,0,0,-0.04,-0.02,0.93
185.8,3.03,-26.76,1814.97,0,0,0,-0.04,-0.02,0.93
185.9,3.19,-25.66,1815.97,0,0,0,-0.04,-0.02,0.92
186,3.13,-25.72,1816.97,0,0,0,-0.03,-0.02,0.91
186.1,3.02,-25.83,1817.97,0,0,0,-0.03,-0.02,0.91
186.2,3.34,-25.94,1818.97,0,0,0,-0.04,-0.02,0.91
186.3,3.53,-26,1819.97,0,0,0,-0.04,-0.02,0.92
186.4,2.46,-27.08,1820.97,0,0,0,-0.04,-0.03,0.93
186.5,2.36,-27.2,1821.97,0,0,0,-0.04,-0.03,0.94
186.6,3.19,-27.03,1822.97,0,0,0,-0.04,-0.03,0.95
186.7,3.08,-26.82,1823.97,0,0,0,-0.04,-0.02,0.95
