time	x	y	z	gx	gy	gz	ax	ay	az
15.596	-21.45	-31.48	7.96	0	0	0	0	0	0
15.61	-21.45	-31.86	8.45	0	0	0	0	0	0
15.625	-21.28	-32.02	7.34	0	0	0	0	0	0
15.679	-21.26	-32.08	7.25	0	0	0	0	0	0
15.68	-20.76	-33.23	6.44	0	0	0	0	0	0
15.684	-20.88	-33.34	5.56	0	0	0	0	0	0
15.7	-21.1	-33.57	3.76	0	0	0	0	0	0
15.714	-19.93	-34.36	3.76	0	0	0	0	0	0
15.728	-19.05	-34.94	3.76	0	0	0	0	0	0
15.747	-18.62	-34.51	1.07	0	0	0	0	0	0
15.759	-18.54	-34.43	0.57	0	0	0	0	0	0
15.777	-16.18	-35.1	-1.73	0	0	0	0	0	0
15.802	-16.18	-35.32	-2.3	0	0	0	0	0	0
15.82	-16.31	-35.97	-3.95	0	0	0	0	0	0
15.831	-15.85	-36.61	-5.67	0	0	0	0	0	0
15.846	-15.46	-37.16	-7.14	0	0	0	0	0	0
15.861	-14.78	-36.21	-8.87	0	0	0	0	0	0
15.875	-14.6	-35.97	-9.31	0	0	0	0	0	0
15.905	-14.6	-37.34	-11.32	0	0	0	0	0	0
15.92	-14.37	-37.64	-11.82	0	0	0	0	0	0
15.935	-13.4	-38.87	-13.84	0	0	0	0	0	0
15.951	-14.91	-38.48	-13.91	0	0	0	0	0	0
15.97	-16.66	-38.02	-14	0	0	0	0	0	0
15.981	-15.41	-39.77	-14.98	0	0	0	0	0	0
15.995	-14.94	-40.41	-15.35	0	0	0	0	0	0
16.014	-14.94	-43.48	-20.01	0	0	0	0	0	0
16.039	-14.89	-43.6	-20.35	0	0	0	0	0	0
16.055	-14.6	-44.18	-22.05	0	0	0	0	0	0
16.069	-13.77	-45.01	-23.13	0	0	0	0	0	0
16.107	-12.55	-46.23	-24.73	0	0	0	0	0	0
16.108	-12.21	-47.26	-25.74	0	0	0	0	0	0
16.119	-12.04	-47.77	-26.24	0	0	0	0	0	0
16.127	-12.2	-49.95	-27.06	0	0	0	0	0	0
16.157	-12.14	-50	-26.96	0	0	0	0	0	0
16.172	-11.18	-50	-25.4	0	0	0	0	0	0
16.187	-11	-50.29	-25.69	0	0	0	0	0	0
16.201	-10.67	-50.85	-26.24	0	0	0	0	0	0
16.222	-10.77	-51.8	-28.4	0	0	0	0	0	0
16.232	-10.84	-52.39	-29.76	0	0	0	0	0	0
16.246	-10.69	-52.84	-29.9	0	0	0	0	0	0
16.275	-10.67	-52.92	-29.94	0	0	0	0	0	0
16.291	-10.5	-54.1	-31.1	0	0	0	0	0	0
16.306	-10.83	-53.77	-30.96	0	0	0	0	0	0
16.32	-11.69	-52.9	-30.6	0	0	0	0	0	0
16.335	-11.6	-52.24	-29.76	0	0	0	0	0	0
16.351	-11.52	-51.71	-29.09	0	0	0	0	0	0
16.392	-10.55	-53.52	-31.14	0	0	0	0	0	0
16.394	-10.33	-53.93	-31.6	0	0	0	0	0	0
16.412	-12.04	-53.59	-28.58	0	0	0	0	0	0
16.424	-11.69	-53.37	-28.43	0	0	0	0	0	0
16.439	-10.15	-52.39	-27.75	0	0	0	0	0	0
16.454	-10.66	-52.73	-28.07	0	0	0	0	0	0
16.469	-11.18	-53.07	-28.42	0	0	0	0	0	0
16.483	-10.79	-53.98	-27.53	0	0	0	0	0	0
16.51	-10.67	-54.27	-27.24	0	0	0	0	0	0
16.54	-9.64	-52.9	-25.9	0	0	0	0	0	0
16.543	-9.64	-52.9	-25.9	0	0	0	0	0	0
16.557	-8.79	-52.39	-23.05	0	0	0	0	0	0
16.571	-8.86	-52.32	-22.68	0	0	0	0	0	0
16.586	-8.96	-52.22	-22.22	0	0	0	0	0	0
16.601	-9.32	-50.9	-19.99	0	0	0	0	0	0
16.616	-9.47	-50.34	-19.03	0	0	0	0	0	0
16.664	-9.3	-50.17	-18.86	0	0	0	0	0	0
16.665	-9.21	-50.08	-18.74	0	0	0	0	0	0
16.675	-8.44	-49.31	-17.69	0	0	0	0	0	0
16.691	-8.04	-49.85	-17.43	0	0	0	0	0	0
16.706	-7.42	-50.68	-17.02	0	0	0	0	0	0
16.721	-7.31	-49.26	-16.7	0	0	0	0	0	0
16.739	-7.25	-48.46	-16.52	0	0	0	0	0	0
16.754	-8.96	-47.99	-16.37	0	0	0	0	0	0
16.779	-9.07	-47.9	-16.39	0	0	0	0	0	0
16.818	-7.76	-46.92	-17.36	0	0	0	0	0	0
16.818	-7.76	-46.06	-17.57	0	0	0	0	0	0
16.829	-7.76	-44.18	-18.03	0	0	0	0	0	0
16.837	-9.87	-42.5	-18.85	0	0	0	0	0	0
16.852	-11.18	-41.44	-19.37	0	0	0	0	0	0
16.868	-12.07	-39.67	-21.1	0	0	0	0	0	0
16.897	-12.27	-39.35	-21.44	0	0	0	0	0	0
16.912	-15.46	-37.51	-24.9	0	0	0	0	0	0
16.927	-15.37	-37.06	-25.16	0	0	0	0	0	0
16.945	-15.12	-35.8	-25.9	0	0	0	0	0	0
16.961	-17.18	-35.35	-25.11	0	0	0	0	0	0
16.97	-19.05	-34.94	-24.39	0	0	0	0	0	0
16.986	-21.77	-31.68	-25.72	0	0	0	0	0	0
17.001	-22.47	-30.83	-26.07	0	0	0	0	0	0
17.029	-24.01	-29.29	-24.23	0	0	0	0	0	0
17.047	-24.84	-28.54	-24.01	0	0	0	0	0	0
17.062	-27.78	-25.87	-23.22	0	0	0	0	0	0
17.075	-27.86	-25.15	-23.14	0	0	0	0	0	0
17.09	-27.95	-24.33	-23.05	0	0	0	0	0	0
17.105	-28.32	-23.71	-23.91	0	0	0	0	0	0
17.12	-28.46	-23.48	-24.23	0	0	0	0	0	0
17.149	-29.15	-21.77	-24.23	0	0	0	0	0	0
17.178	-29.08	-21.51	-24.25	0	0	0	0	0	0
17.18	-28.63	-19.88	-24.39	0	0	0	0	0	0
17.194	-29.27	-19.95	-24.05	0	0	0	0	0	0
17.217	-30.17	-20.05	-23.56	0	0	0	0	0	0
17.222	-30.87	-19.82	-24.47	0	0	0	0	0	0
17.237	-31.2	-19.71	-24.9	0	0	0	0	0	0
17.253	-30.24	-20.36	-24.58	0	0	0	0	0	0
17.282	-30.29	-20.2	-24.6	0	0	0	0	0	0
17.297	-31.71	-17.83	-25.07	0	0	0	0	0	0
17.311	-31.83	-18.52	-24.84	0	0	0	0	0	0
17.326	-32.05	-19.88	-24.39	0	0	0	0	0	0
17.341	-30.62	-19.55	-24.93	0	0	0	0	0	0
17.358	-29.83	-19.37	-25.23	0	0	0	0	0	0
17.371	-31.19	-19.22	-24.49	0	0	0	0	0	0
17.4	-31.39	-19.26	-24.37	0	0	0	0	0	0
17.416	-31.88	-20.4	-23.89	0	0	0	0	0	0
17.43	-31.24	-20.15	-24.04	0	0	0	0	0	0
17.444	-29.66	-19.54	-24.39	0	0	0	0	0	0
17.461	-30.42	-20.11	-24.39	0	0	0	0	0	0
17.475	-31.03	-20.57	-24.39	0	0	0	0	0	0
17.49	-30.33	-20.15	-23.43	0	0	0	0	0	0
