Time	x	y	z	gx	gy	gz	ax	ay	az
0.596	-16.26	25.57	-32.21	0	0	0	0	0	0
0.6	-15.92	25.74	-31.71	0	0	0	0	0	0
0.619	-14.89	26.25	-30.2	0	0	0	0	0	0
0.628	-15.32	26.16	-30.46	0	0	0	0	0	0
0.642	-15.74	26.08	-30.7	0	0	0	0	0	0
0.659	-15.88	25.17	-31.09	0	0	0	0	0	0
0.672	-15.91	24.88	-31.21	0	0	0	0	0	0
0.702	-15.74	25.4	-31.38	0	0	0	0	0	0
0.733	-15.98	25.51	-31.38	0	0	0	0	0	0
0.734	-17.11	26.08	-31.38	0	0	0	0	0	0
0.747	-16.75	25.27	-31.45	0	0	0	0	0	0
0.762	-16.26	24.2	-31.54	0	0	0	0	0	0
0.777	-15.91	25.02	-30.97	0	0	0	0	0	0
0.791	-15.74	25.4	-30.7	0	0	0	0	0	0
0.806	-15.74	26.04	-30.39	0	0	0	0	0	0
0.842	-15.91	25.95	-30.4	0	0	0	0	0	0
0.859	-17.45	24.71	-30.7	0	0	0	0	0	0
0.867	-16.55	25.01	-31.12	0	0	0	0	0	0
0.88	-14.89	25.57	-31.88	0	0	0	0	0	0
0.897	-15.62	25.46	-31.16	0	0	0	0	0	0
0.909	-16.09	25.4	-30.7	0	0	0	0	0	0
0.925	-16.53	25.54	-29.98	0	0	0	0	0	0
0.955	-16.61	25.55	-29.9	0	0	0	0	0	0
0.969	-17.28	24.88	-31.88	0	0	0	0	0	0
1.001	-17	24.79	-31.69	0	0	0	0	0	0
1.004	-16.26	24.54	-31.21	0	0	0	0	0	0
1.015	-16.53	24.63	-31.65	0	0	0	0	0	0
1.028	-16.77	24.71	-32.04	0	0	0	0	0	0
1.043	-17.04	24.71	-30.46	0	0	0	0	0	0
1.058	-17.11	24.71	-30.03	0	0	0	0	0	0
1.087	-15.06	24.71	-30.03	0	0	0	0	0	0
1.12	-15.16	24.88	-30.07	0	0	0	0	0	0
1.121	-15.57	25.57	-30.2	0	0	0	0	0	0
1.133	-15.81	25.18	-30.43	0	0	0	0	0	0
1.147	-16.09	24.71	-30.7	0	0	0	0	0	0
1.162	-15.36	25.2	-30.94	0	0	0	0	0	0
1.177	-15.06	25.4	-31.04	0	0	0	0	0	0
1.192	-16.05	25.4	-30.71	0	0	0	0	0	0
1.228	-15.94	25.25	-30.8	0	0	0	0	0	0
1.242	-14.89	24.2	-31.54	0	0	0	0	0	0
1.255	-15.28	24.84	-31.41	0	0	0	0	0	0
1.265	-15.91	25.91	-31.21	0	0	0	0	0	0
1.281	-15.91	26.99	-30.99	0	0	0	0	0	0
1.295	-15.91	27.62	-30.87	0	0	0	0	0	0
1.311	-14.7	24.87	-29.97	0	0	0	0	0	0
1.34	-14.61	24.59	-29.89	0	0	0	0	0	0
1.355	-16.09	25.74	-30.37	0	0	0	0	0	0
1.372	-16.14	26.1	-30.22	0	0	0	0	0	0
1.384	-16.26	26.93	-29.87	0	0	0	0	0	0
1.42	-15.97	26.26	-30.15	0	0	0	0	0	0
1.421	-15.74	25.74	-30.37	0	0	0	0	0	0
1.43	-16.3	25.74	-30.64	0	0	0	0	0	0
1.446	-16.43	25.74	-30.7	0	0	0	0	0	0
1.482	-15.91	26.25	-30.54	0	0	0	0	0	0
1.49	-15.91	25.86	-30.69	0	0	0	0	0	0
1.503	-15.91	24.54	-31.21	0	0	0	0	0	0
1.518	-16.25	25.04	-30.56	0	0	0	0	0	0
1.532	-16.6	25.57	-29.87	0	0	0	0	0	0
1.548	-16.6	25.31	-30.36	0	0	0	0	0	0
1.562	-16.6	25.22	-30.54	0	0	0	0	0	0
1.577	-15.75	26.41	-31.37	0	0	0	0	0	0
1.607	-15.74	26.26	-31.32	0	0	0	0	0	0
1.63	-15.74	25.4	-31.04	0	0	0	0	0	0
1.636	-15.88	25.81	-31.31	0	0	0	0	0	0
1.651	-16.09	26.42	-31.71	0	0	0	0	0	0
1.667	-16.31	26.65	-31.26	0	0	0	0	0	0
1.689	-16.43	26.76	-31.04	0	0	0	0	0	0
1.696	-15.32	25.03	-30.88	0	0	0	0	0	0
1.726	-15.31	25.01	-30.77	0	0	0	0	0	0
1.745	-16.26	26.59	-29.53	0	0	0	0	0	0
1.755	-15.92	26.14	-29.86	0	0	0	0	0	0
1.77	-15.23	25.22	-30.54	0	0	0	0	0	0
1.787	-15.93	25.12	-30.44	0	0	0	0	0	0
1.801	-16.43	25.05	-30.37	0	0	0	0	0	0
1.815	-15.13	24.91	-29.38	0	0	0	0	0	0
1.83	-14.89	24.88	-29.2	0	0	0	0	0	0
1.859	-16.43	24.71	-30.03	0	0	0	0	0	0
1.875	-16.3	25.01	-30.16	0	0	0	0	0	0
1.888	-15.91	25.91	-30.54	0	0	0	0	0	0
1.904	-16.26	26.08	-30.88	0	0	0	0	0	0
1.927	-16.6	26.25	-31.21	0	0	0	0	0	0
1.933	-16.47	25.33	-30.82	0	0	0	0	0	0
1.948	-16.43	25.05	-30.7	0	0	0	0	0	0
1.977	-15.4	25.4	-31.38	0	0	0	0	0	0
1.996	-15.62	25.61	-31.16	0	0	0	0	0	0
2.007	-16.6	26.59	-30.2	0	0	0	0	0	0
2.023	-16.3	26.44	-30.2	0	0	0	0	0	0
2.037	-15.91	26.25	-30.2	0	0	0	0	0	0
2.052	-16.39	24.83	-30.43	0	0	0	0	0	0
2.067	-16.6	24.2	-30.54	0	0	0	0	0	0
2.082	-15.79	25.98	-31.01	0	0	0	0	0	0
2.111	-15.66	25.99	-31.06	0	0	0	0	0	0
2.13	-14.89	25.22	-31.21	0	0	0	0	0	0
2.141	-15.38	25.35	-31.21	0	0	0	0	0	0
2.155	-16.26	25.57	-31.21	0	0	0	0	0	0
2.179	-16.78	26.09	-30.69	0	0	0	0	0	0
2.185	-17.11	26.42	-30.37	0	0	0	0	0	0
2.201	-16.22	25.82	-30.95	0	0	0	0	0	0
2.231	-16.07	25.72	-31.03	0	0	0	0	0	0
2.245	-15.4	25.05	-30.7	0	0	0	0	0	0
2.267	-15.59	25.05	-30.61	0	0	0	0	0	0
2.274	-16.09	25.05	-30.37	0	0	0	0	0	0
2.289	-16.55	25.33	-31	0	0	0	0	0	0
2.313	-16.94	25.57	-31.54	0	0	0	0	0	0
2.319	-17.21	25.02	-31.54	0	0	0	0	0	0
2.333	-17.28	24.88	-31.54	0	0	0	0	0	0
2.363	-17.63	24.88	-31.54	0	0	0	0	0	0
2.381	-17.52	25.05	-31.3	0	0	0	0	0	0
2.393	-17.11	25.74	-30.37	0	0	0	0	0	0
2.408	-15.93	25.18	-31.06	0	0	0	0	0	0
2.431	-14.55	24.54	-31.88	0	0	0	0	0	0
2.438	-16.39	25.64	-29.59	0	0	0	0	0	0
2.453	-17.11	26.08	-28.69	0	0	0	0	0	0
2.467	-15.28	23.58	-30.81	0	0	0	0	0	0
2.505	-15.32	23.77	-30.74	0	0	0	0	0	0
2.513	-15.91	25.57	-29.87	0	0	0	0	0	0
2.528	-15.65	25.83	-30.38	0	0	0	0	0	0
2.541	-15.23	26.25	-31.21	0	0	0	0	0	0
2.557	-15.67	26.47	-31.21	0	0	0	0	0	0
2.571	-15.91	26.59	-31.21	0	0	0	0	0	0
2.586	-14.53	24.29	-31.06	0	0	0	0	0	0
2.616	-14.46	24.15	-31	0	0	0	0	0	0
2.632	-16.09	26.42	-30.37	0	0	0	0	0	0
2.645	-15.82	26.16	-30.73	0	0	0	0	0	0
2.659	-15.23	25.57	-31.54	0	0	0	0	0	0
2.68	-15.42	25.37	-31.73	0	0	0	0	0	0
2.689	-15.57	25.22	-31.88	0	0	0	0	0	0
2.705	-15.99	25.08	-29.54	0	0	0	0	0	0
2.72	-16.09	25.05	-29.03	0	0	0	0	0	0
2.749	-17.45	25.74	-32.38	0	0	0	0	0	0
2.766	-17.3	25.81	-32.22	0	0	0	0	0	0
2.778	-16.77	26.08	-31.71	0	0	0	0	0	0
2.794	-16.52	26.16	-31.63	0	0	0	0	0	0
2.809	-16.26	26.25	-31.54	0	0	0	0	0	0
2.83	-14.73	25.99	-30.79	0	0	0	0	0	0
2.838	-14.2	25.91	-30.54	0	0	0	0	0	0
2.854	-17.11	25.4	-30.03	0	0	0	0	0	0
2.898	-16.9	25.45	-30.24	0	0	0	0	0	0
2.899	-15.74	25.74	-31.38	0	0	0	0	0	0
2.914	-15.6	26.02	-31.24	0	0	0	0	0	0
2.927	-15.4	26.42	-31.04	0	0	0	0	0	0
2.943	-15.52	24.94	-31.6	0	0	0	0	0	0
2.958	-15.57	24.2	-31.88	0	0	0	0	0	0
2.973	-15.57	24.83	-31.88	0	0	0	0	0	0
3.001	-15.66	24.92	-31.74	0	0	0	0	0	0
3.016	-16.77	25.4	-30.03	0	0	0	0	0	0
3.032	-17.05	24.88	-30.53	0	0	0	0	0	0
3.055	-17.63	23.86	-31.54	0	0	0	0	0	0
3.07	-16.52	24.76	-32.23	0	0	0	0	0	0
3.082	-15.74	25.4	-32.71	0	0	0	0	0	0
3.091	-15.02	24.96	-31.16	0	0	0	0	0	0
3.105	-14.89	24.88	-30.87	0	0	0	0	0	0
3.134	-15.4	25.74	-29.7	0	0	0	0	0	0
3.15	-15.44	25.69	-30	0	0	0	0	0	0
3.166	-15.57	25.57	-30.87	0	0	0	0	0	0
3.195	-15.57	25.39	-31.04	0	0	0	0	0	0
3.198	-15.57	25.22	-31.21	0	0	0	0	0	0
3.21	-16.09	24.7	-31.46	0	0	0	0	0	0
3.224	-16.26	24.54	-31.54	0	0	0	0	0	0
3.253	-15.74	25.05	-31.04	0	0	0	0	0	0
3.271	-15.94	25.19	-31.01	0	0	0	0	0	0
3.283	-16.94	25.91	-30.87	0	0	0	0	0	0
3.299	-16.44	25.69	-31.23	0	0	0	0	0	0
3.322	-15.74	25.4	-31.71	0	0	0	0	0	0
3.329	-15.98	25.86	-31.94	0	0	0	0	0	0
3.343	-16.09	26.08	-32.04	0	0	0	0	0	0
3.382	-16.89	25.6	-31.26	0	0	0	0	0	0
3.4	-17.03	25.54	-31.24	0	0	0	0	0	0
3.413	-17.97	25.22	-31.54	0	0	0	0	0	0
3.419	-17.38	25.46	-31.66	0	0	0	0	0	0
3.432	-16.26	25.91	-31.88	0	0	0	0	0	0
3.462	-15.43	25.91	-31.07	0	0	0	0	0	0
3.464	-14.89	25.91	-30.54	0	0	0	0	0	0
3.48	-15.77	24.73	-30.54	0	0	0	0	0	0
3.507	-15.91	24.55	-30.54	0	0	0	0	0	0
3.523	-15.74	25.74	-30.7	0	0	0	0	0	0
3.536	-15.79	25.87	-30.75	0	0	0	0	0	0
3.551	-15.91	26.25	-30.87	0	0	0	0	0	0
3.566	-15.56	25.53	-30.69	0	0	0	0	0	0
3.596	-15.23	24.88	-30.54	0	0	0	0	0	0
3.597	-16.44	24.75	-31.45	0	0	0	0	0	0
3.611	-16.77	24.71	-31.71	0	0	0	0	0	0
3.639	-14.89	24.88	-29.87	0	0	0	0	0	0
3.658	-14.99	25.38	-29.83	0	0	0	0	0	0
3.67	-15.4	27.45	-29.7	0	0	0	0	0	0
3.685	-15.63	26.91	-30.53	0	0	0	0	0	0
3.699	-15.91	26.25	-31.54	0	0	0	0	0	0
3.714	-15.19	26.01	-31.3	0	0	0	0	0	0
3.749	-14.89	25.91	-31.21	0	0	0	0	0	0
3.753	-17.03	25.08	-30.72	0	0	0	0	0	0
3.774	-17.01	25.07	-30.61	0	0	0	0	0	0
3.787	-16.26	25.22	-29.87	0	0	0	0	0	0
3.805	-16.51	24.97	-30.62	0	0	0	0	0	0
3.817	-16.94	24.54	-31.88	0	0	0	0	0	0
3.833	-17.8	25.4	-31.24	0	0	0	0	0	0
3.847	-18.31	25.91	-30.87	0	0	0	0	0	0
3.891	-16.64	26.36	-32.21	0	0	0	0	0	0
3.892	-16.44	26.35	-32.32	0	0	0	0	0	0
3.906	-16.77	24.71	-31.04	0	0	0	0	0	0
3.923	-16.57	25.01	-30.94	0	0	0	0	0	0
3.94	-16.09	25.74	-30.7	0	0	0	0	0	0
3.952	-15.14	26.11	-31.07	0	0	0	0	0	0
3.966	-14.37	26.42	-31.38	0	0	0	0	0	0
3.982	-15.62	26.28	-31.51	0	0	0	0	0	0
4.011	-15.91	26.25	-31.54	0	0	0	0	0	0
4.026	-16.09	25.4	-32.04	0	0	0	0	0	0
4.042	-16.01	25.4	-32.04	0	0	0	0	0	0
4.054	-15.74	25.4	-32.04	0	0	0	0	0	0
4.07	-16.07	25.89	-32.2	0	0	0	0	0	0
4.084	-16.43	26.42	-32.38	0	0	0	0	0	0
4.103	-16.05	25.79	-32.01	0	0	0	0	0	0
4.114	-15.91	25.57	-31.88	0	0	0	0	0	0
4.13	-15.75	24.38	-31.38	0	0	0	0	0	0
4.168	-15.87	24.64	-31.25	0	0	0	0	0	0
4.173	-16.6	26.25	-30.54	0	0	0	0	0	0
4.188	-15.77	25.97	-30.54	0	0	0	0	0	0
4.203	-14.55	25.57	-30.54	0	0	0	0	0	0
4.218	-15.78	25.45	-31.09	0	0	0	0	0	0
4.233	-16.43	25.4	-31.38	0	0	0	0	0	0
4.248	-16.74	25.4	-31.99	0	0	0	0	0	0
4.305	-16.71	25.31	-32.03	0	0	0	0	0	0
4.307	-15.91	24.2	-31.88	0	0	0	0	0	0
4.307	-15.86	24.71	-31.6	0	0	0	0	0	0
4.321	-15.74	25.74	-31.04	0	0	0	0	0	0
4.337	-16.04	26.03	-30.55	0	0	0	0	0	0
4.351	-16.26	26.25	-30.2	0	0	0	0	0	0
4.366	-16.11	24.67	-30.62	0	0	0	0	0	0
4.381	-16.09	24.37	-30.7	0	0	0	0	0	0
4.431	-15.4	26.08	-30.7	0	0	0	0	0	0
4.432	-15.36	25.78	-30.5	0	0	0	0	0	0
4.439	-15.23	24.88	-29.87	0	0	0	0	0	0
4.456	-15.75	24.88	-30.54	0	0	0	0	0	0
4.47	-16.26	24.88	-31.21	0	0	0	0	0	0
4.486	-15.87	25.79	-31.08	0	0	0	0	0	0
4.5	-15.74	26.08	-31.04	0	0	0	0	0	0
4.53	-17.11	25.05	-31.38	0	0	0	0	0	0
4.544	-16.94	25.17	-31.2	0	0	0	0	0	0
4.559	-16.09	25.74	-30.37	0	0	0	0	0	0
4.587	-16.52	25.59	-30.8	0	0	0	0	0	0
4.59	-17.11	25.4	-31.38	0	0	0	0	0	0
4.605	-16.3	26.45	-31.26	0	0	0	0	0	0
4.619	-15.91	26.93	-31.21	0	0	0	0	0	0
4.638	-15.59	25.97	-30.58	0	0	0	0	0	0
4.663	-15.54	25.91	-30.5	0	0	0	0	0	0
4.678	-15.23	25.91	-30.2	0	0	0	0	0	0
4.693	-15.59	25.19	-30.55	0	0	0	0	0	0
4.711	-16.26	23.86	-31.21	0	0	0	0	0	0
4.733	-16.15	24.37	-30.7	0	0	0	0	0	0
4.737	-16.09	24.71	-30.37	0	0	0	0	0	0
4.753	-16.38	26.48	-30.95	0	0	0	0	0	0
4.782	-16.42	26.75	-31.03	0	0	0	0	0	0
4.796	-16.09	26.08	-30.7	0	0	0	0	0	0
4.813	-16.09	25.7	-30.7	0	0	0	0	0	0
4.838	-16.09	24.71	-30.7	0	0	0	0	0	0
4.847	-16.18	24.62	-30.44	0	0	0	0	0	0
4.859	-16.26	24.54	-30.2	0	0	0	0	0	0
4.873	-14.56	25.71	-30.84	0	0	0	0	0	0
4.886	-14.03	26.08	-31.04	0	0	0	0	0	0
4.916	-17.11	25.74	-31.04	0	0	0	0	0	0
4.935	-16.82	25.66	-30.7	0	0	0	0	0	0
4.944	-15.23	25.22	-28.86	0	0	0	0	0	0
4.961	-15.38	25.52	-29.74	0	0	0	0	0	0
5.004	-15.57	25.91	-30.87	0	0	0	0	0	0
5.006	-15.92	25.56	-30.76	0	0	0	0	0	0
5.007	-16.09	25.4	-30.7	0	0	0	0	0	0
5.025	-14.81	26.03	-31.33	0	0	0	0	0	0
5.052	-14.91	26.06	-31.32	0	0	0	0	0	0
5.065	-16.6	25.91	-30.87	0	0	0	0	0	0
5.079	-16.08	26.08	-30.7	0	0	0	0	0	0
5.093	-15.06	26.42	-30.37	0	0	0	0	0	0
5.125	-15.27	26.84	-30.78	0	0	0	0	0	0
5.127	-15.4	27.11	-31.04	0	0	0	0	0	0
5.139	-16.89	24.72	-30.46	0	0	0	0	0	0
5.168	-17.02	24.48	-30.38	0	0	0	0	0	0
5.182	-15.57	26.25	-30.54	0	0	0	0	0	0
5.197	-16.19	26.58	-30.58	0	0	0	0	0	0
5.224	-17.8	27.45	-30.7	0	0	0	0	0	0
5.229	-15.63	26.55	-30.7	0	0	0	0	0	0
5.242	-13.69	25.74	-30.7	0	0	0	0	0	0
5.257	-15.03	25.47	-30.97	0	0	0	0	0	0
5.272	-15.4	25.4	-31.04	0	0	0	0	0	0
5.301	-15.91	25.57	-32.21	0	0	0	0	0	0
5.316	-15.95	25.2	-31.92	0	0	0	0	0	0
5.348	-16.09	23.68	-30.7	0	0	0	0	0	0
5.35	-15.93	24.62	-30.24	0	0	0	0	0	0
5.363	-15.74	25.74	-29.7	0	0	0	0	0	0
5.377	-16.35	25.61	-30.29	0	0	0	0	0	0
5.391	-16.6	25.57	-30.54	0	0	0	0	0	0
5.407	-15.77	24.41	-30.37	0	0	0	0	0	0
5.436	-15.77	24.59	-30.31	0	0	0	0	0	0
5.448	-15.91	26.25	-29.87	0	0	0	0	0	0
5.466	-15.91	25.44	-30.66	0	0	0	0	0	0
5.497	-15.91	24.2	-31.88	0	0	0	0	0	0
5.504	-15.47	25.53	-31.66	0	0	0	0	0	0
5.51	-15.23	26.25	-31.54	0	0	0	0	0	0
5.525	-15.53	26.25	-30.35	0	0	0	0	0	0
5.553	-15.59	26.23	-30.23	0	0	0	0	0	0
5.569	-15.91	25.91	-30.87	0	0	0	0	0	0
5.584	-16.02	26.21	-31.37	0	0	0	0	0	0
5.611	-16.26	26.93	-32.55	0	0	0	0	0	0
5.622	-16.35	25.69	-32.45	0	0	0	0	0	0
5.631	-16.43	24.71	-32.38	0	0	0	0	0	0
5.643	-15.46	25.4	-31.97	0	0	0	0	0	0
5.672	-15.23	25.55	-31.86	0	0	0	0	0	0
5.686	-15.57	24.54	-30.87	0	0	0	0	0	0
5.704	-15.66	25.2	-30.79	0	0	0	0	0	0
5.717	-15.91	27.28	-30.54	0	0	0	0	0	0
5.732	-15.75	26.62	-30.54	0	0	0	0	0	0
5.774	-15.57	25.91	-30.54	0	0	0	0	0	0
5.776	-15.83	25.4	-29.04	0	0	0	0	0	0
5.779	-15.91	25.22	-28.53	0	0	0	0	0	0
5.793	-16.26	25.56	-31.52	0	0	0	0	0	0
5.822	-16.31	25.76	-31.49	0	0	0	0	0	0
5.835	-16.6	26.93	-31.21	0	0	0	0	0	0
5.85	-15.89	26.65	-31.07	0	0	0	0	0	0
5.865	-14.89	26.25	-30.87	0	0	0	0	0	0
5.893	-16.13	25.91	-30.54	0	0	0	0	0	0
5.895	-16.77	25.74	-30.37	0	0	0	0	0	0
5.911	-16.3	25.27	-30.22	0	0	0	0	0	0
5.941	-16.26	25.22	-30.25	0	0	0	0	0	0
5.954	-16.26	25.22	-30.87	0	0	0	0	0	0
5.969	-16.2	25.04	-30.58	0	0	0	0	0	0
5.984	-16.09	24.71	-30.03	0	0	0	0	0	0
5.999	-15.48	25.11	-30.62	0	0	0	0	0	0
6.022	-15.06	25.4	-31.04	0	0	0	0	0	0
6.043	-16.49	26.25	-31.6	0	0	0	0	0	0
6.062	-16.77	26.42	-31.71	0	0	0	0	0	0
6.073	-16.94	25.91	-31.21	0	0	0	0	0	0
6.088	-16.31	25.61	-31.33	0	0	0	0	0	0
6.101	-14.37	24.71	-31.71	0	0	0	0	0	0
6.125	-15.53	24.98	-31.1	0	0	0	0	0	0
6.133	-16.6	25.22	-30.54	0	0	0	0	0	0
6.149	-16.09	24.97	-30.79	0	0	0	0	0	0
6.167	-15.91	24.88	-30.87	0	0	0	0	0	0
6.191	-15.06	25.4	-30.03	0	0	0	0	0	0
6.206	-15.44	25.48	-30.23	0	0	0	0	0	0
6.221	-17.28	25.91	-31.21	0	0	0	0	0	0
6.25	-16.84	25.91	-31.21	0	0	0	0	0	0
6.252	-16.26	25.91	-31.21	0	0	0	0	0	0
6.266	-16.73	25.91	-30.51	0	0	0	0	0	0
6.281	-16.94	25.91	-30.2	0	0	0	0	0	0
6.296	-17.1	27.04	-30.67	0	0	0	0	0	0
6.325	-16.98	26.97	-30.67	0	0	0	0	0	0
6.351	-15.74	25.74	-30.37	0	0	0	0	0	0
6.357	-15.58	25.79	-30.53	0	0	0	0	0	0
6.375	-15.23	25.91	-30.87	0	0	0	0	0	0
6.385	-15.54	26.01	-30.56	0	0	0	0	0	0
6.399	-15.74	26.08	-30.37	0	0	0	0	0	0
6.415	-15.74	26.08	-30.66	0	0	0	0	0	0
6.467	-15.78	26.06	-30.71	0	0	0	0	0	0
6.468	-17.28	25.22	-31.21	0	0	0	0	0	0
6.474	-16.93	25.48	-30.96	0	0	0	0	0	0
6.488	-16.09	26.08	-30.37	0	0	0	0	0	0
6.503	-16.74	25.42	-30.64	0	0	0	0	0	0
6.518	-17.28	24.88	-30.87	0	0	0	0	0	0
6.534	-17.15	25.56	-31	0	0	0	0	0	0
6.549	-17.11	25.74	-31.04	0	0	0	0	0	0
6.577	-16.09	25.05	-31.04	0	0	0	0	0	0
6.593	-16.29	25.19	-30.91	0	0	0	0	0	0
6.61	-17.11	25.74	-30.37	0	0	0	0	0	0
6.643	-16.98	25.2	-30.77	0	0	0	0	0	0
6.644	-16.77	24.37	-31.38	0	0	0	0	0	0
6.66	-16.28	25.34	-31.38	0	0	0	0	0	0
6.665	-16.09	25.74	-31.38	0	0	0	0	0	0
6.68	-15.75	25.4	-29.75	0	0	0	0	0	0
6.711	-15.88	25.48	-29.7	0	0	0	0	0	0
6.725	-16.77	26.08	-29.7	0	0	0	0	0	0
6.744	-16.13	26.33	-29.95	0	0	0	0	0	0
6.76	-15.06	26.76	-30.37	0	0	0	0	0	0
6.791	-16.16	25.66	-30.8	0	0	0	0	0	0
6.793	-16.77	25.05	-31.04	0	0	0	0	0	0
6.8	-17.23	24.59	-30.58	0	0	0	0	0	0
6.83	-17.22	24.62	-30.56	0	0	0	0	0	0
6.844	-15.74	26.42	-31.04	0	0	0	0	0	0
6.858	-16.06	26.1	-31.04	0	0	0	0	0	0
6.879	-16.77	25.4	-31.04	0	0	0	0	0	0
6.892	-17.34	25.96	-31.6	0	0	0	0	0	0
6.905	-17.8	26.42	-32.04	0	0	0	0	0	0
6.919	-15.15	26	-30.81	0	0	0	0	0	0
6.933	-14.55	25.91	-30.54	0	0	0	0	0	0
6.961	-15.06	24.71	-31.04	0	0	0	0	0	0
6.984	-15.32	25.05	-31.21	0	0	0	0	0	0
6.992	-16.09	26.08	-31.71	0	0	0	0	0	0
7.008	-16.34	25.83	-31.3	0	0	0	0	0	0
7.022	-16.6	25.57	-30.87	0	0	0	0	0	0
7.037	-16.73	25.44	-31.49	0	0	0	0	0	0
7.052	-16.77	25.4	-31.71	0	0	0	0	0	0
7.106	-15.06	26.08	-30.03	0	0	0	0	0	0
7.112	-15.21	26.03	-30.38	0	0	0	0	0	0
7.113	-16.09	25.74	-32.38	0	0	0	0	0	0
7.127	-16.3	26.1	-32.03	0	0	0	0	0	0
7.141	-16.6	26.59	-31.54	0	0	0	0	0	0
7.156	-16.26	25.34	-31.88	0	0	0	0	0	0
7.17	-16.09	24.71	-32.04	0	0	0	0	0	0
7.186	-16.09	25.34	-31.74	0	0	0	0	0	0
7.215	-16.16	25.37	-31.75	0	0	0	0	0	0
7.229	-17.11	25.05	-32.38	0	0	0	0	0	0
7.246	-16.95	24.77	-32.11	0	0	0	0	0	0
7.28	-16.6	24.2	-31.54	0	0	0	0	0	0
7.281	-15.9	24.1	-31.84	0	0	0	0	0	0
7.289	-15.4	24.03	-32.04	0	0	0	0	0	0
7.304	-16.84	24.89	-30.07	0	0	0	0	0	0
7.32	-17.11	25.05	-29.7	0	0	0	0	0	0
7.349	-15.57	25.22	-31.88	0	0	0	0	0	0
7.363	-15.66	24.86	-31.79	0	0	0	0	0	0
7.394	-15.91	23.86	-31.54	0	0	0	0	0	0
7.399	-15.83	24.46	-31.63	0	0	0	0	0	0
7.407	-15.74	25.05	-31.71	0	0	0	0	0	0
7.424	-16.93	25.71	-30.55	0	0	0	0	0	0
7.44	-17.28	25.91	-30.2	0	0	0	0	0	0
7.466	-15.23	25.22	-30.54	0	0	0	0	0	0
7.484	-15.53	25.26	-30.44	0	0	0	0	0	0
7.496	-16.77	25.4	-30.03	0	0	0	0	0	0
7.512	-16.32	25.7	-30.48	0	0	0	0	0	0
7.557	-15.74	26.08	-31.04	0	0	0	0	0	0
7.558	-16.68	25.37	-30.35	0	0	0	0	0	0
7.56	-17.11	25.05	-30.03	0	0	0	0	0	0
7.578	-14.68	24.57	-31.46	0	0	0	0	0	0
7.602	-14.71	24.7	-31.28	0	0	0	0	0	0
7.614	-16.26	26.25	-28.86	0	0	0	0	0	0
7.63	-16.07	25.55	-29.05	0	0	0	0	0	0
7.653	-15.74	24.37	-29.36	0	0	0	0	0	0
7.665	-15.96	26.06	-31.02	0	0	0	0	0	0
7.675	-16.09	27.11	-32.04	0	0	0	0	0	0
7.69	-16.68	26.22	-30.88	0	0	0	0	0	0
7.72	-16.79	26.04	-30.74	0	0	0	0	0	0
7.733	-17.45	24.71	-32.04	0	0	0	0	0	0
7.749	-17.08	24.9	-31.86	0	0	0	0	0	0
7.763	-16.09	25.4	-31.38	0	0	0	0	0	0
7.793	-15.99	24.93	-31.47	0	0	0	0	0	0
7.794	-15.91	24.54	-31.54	0	0	0	0	0	0
