Clock Time (s),Elapsed Time (s),mmr,mmtheta,mmphi,ggx,ggy,ggz,aax,aay,aaz,
20.5,20.5,34.254876031794424,0.17247438321640596,2.9477421771090104,0.75195,0.12425,-0.258753,0.981957,-3.613728,-9.456087,
20.6,20.6,35.17543079839067,0.20632815815222844,2.9243922180029327,1.905377,-0.294864,-0.4605,0.290607,-3.452113,-8.857815,
20.7,20.7,35.04160241909349,0.06851435370902802,2.905684494506999,1.118997,0.264854,-0.391023,0.169246,-3.122599,-8.388086,
20.8,20.8,34.75121793166858,0.06606239619167485,2.902228353554314,1.838822,-0.108858,-0.392642,1.318953,-3.763071,-9.634312,
20.9,20.9,35.30231009477962,0.05818102279266147,2.8988377900725757,0.203135,0.179308,-0.176064,1.656248,-3.576017,-8.975734,
21.0,21.0,35.391294994565555,6.1949830909699495,2.8591810756322324,-0.077326,-0.084433,-0.064703,0.634785,-2.784706,-7.173135,
21.1,21.1,36.42930680750356,6.090041082965584,2.778536621574229,-0.095523,0.071653,-0.037706,1.044059,-1.555987,-5.31442,
21.2,21.2,36.440809450237225,6.048502315969878,2.636854125197209,-0.122503,-0.136374,-0.055512,4.359249,-3.640813,-7.141859,
21.3,21.3,37.189889745095144,6.131915176338301,2.453389490274185,-0.166264,-0.275305,-0.024135,13.619005,-7.864036,-4.448586,
21.4,21.4,38.02368642457545,6.165173638191355,2.25277836260674,-0.217186,-0.191932,0.002707,7.855656,-3.083243,-5.932146,
21.5,21.5,37.716819660646124,6.147235356579691,2.2332952379394193,-0.189244,-0.266366,0.060112,7.001195,-3.774145,-5.641988,
21.6,21.6,38.00518864488346,6.133200021523582,2.23610854211185,-1.534961,0.071714,0.175733,7.420195,-3.794646,-4.327674,
21.7,21.7,38.62213341990297,6.131585690849561,2.237026136656741,-2.312613,0.403702,0.453495,7.148294,-4.77361,-5.750479,
21.8,21.8,38.346993271732124,6.110326704396035,2.2189324368871555,-1.815163,-1.344662,0.096509,7.437105,-4.049338,-4.821645,
21.9,21.9,38.646127935766465,6.108483756597622,2.2343877200618634,-0.406657,-0.154062,0.410831,6.966478,-4.158129,-5.666529,
22.0,22.0,38.301135888529586,6.15011285848189,2.252394669925117,-0.072183,0.059236,-0.037644,7.129888,-3.663259,-5.898775,
22.1,22.1,38.287837531537114,6.17235324265435,2.2765594919820793,0.218874,0.091893,-0.000437,7.17104,-4.098421,-6.645943,
22.2,22.2,38.09468373473747,6.22338672683008,2.3141961857700872,-0.316173,-0.012904,0.011912,5.513894,-3.818888,-6.515604,
22.3,22.3,37.56373018029924,6.233040754730554,2.3750435142897124,-0.246082,-0.044969,0.002732,5.703491,-3.873358,-7.788616,
22.4,22.4,37.0771931188362,6.252263793074006,2.48404183444723,-0.290788,-0.125691,-0.019714,4.052481,-4.425391,-8.237545,
22.5,22.5,36.30672137537871,6.278527649933908,2.6598487603976237,-0.134291,-0.040815,-0.027371,0.596776,-3.722668,-7.033368,
22.6,22.6,34.645076050118725,0.09228021697350311,2.894985325534159,0.101692,-0.015324,0.007322,2.322758,-4.686967,-8.806338,
22.7,22.7,34.22942463096336,0.7358250021151526,2.9847859879703056,0.040215,0.046801,-0.001014,0.779191,-3.0804,-8.284084,
22.8,22.8,34.20517072163579,0.9175758776795153,3.005997867623608,-0.085735,0.019099,-0.011955,1.025503,-3.802427,-8.532192,
