Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,
1.100000,-0.795017,,,,,,,,,,0.723386,,,,,,,,,,1.138268,,,,,,,,,,1.794638,,,,,,,,,,-1.029616,,,,,,,,,,0.572994,,,,,,,,,,0.000000,,,,,,,,,,-1.451904,,,,,,,,,,-1.092216,,,,,,,,,,
1.200000,-0.456277,,,,,,,,,,0.940791,,,,,,,,,,1.207476,,,,,,,,,,1.955808,,,,,,,,,,-1.126390,,,,,,,,,,0.626873,,,,,,,,,,0.000000,,,,,,,,,,-0.961436,,,,,,,,,,-1.221935,,,,,,,,,,
1.300000,-0.257231,,,,,,,,,,1.057343,,,,,,,,,,1.239721,,,,,,,,,,1.738010,,,,,,,,,,-1.000754,,,,,,,,,,0.534895,,,,,,,,,,0.000000,,,,,,,,,,-0.563242,,,,,,,,,,-1.295655,,,,,,,,,,
1.400000,-0.072727,,,,,,,,,,1.131578,,,,,,,,,,1.258405,,,,,,,,,,1.521457,,,,,,,,,,-0.885305,,,,,,,,,,0.442917,,,,,,,,,,0.000000,,,,,,,,,,-0.150480,,,,,,,,,,-1.330733,,,,,,,,,,
1.500000,0.116530,,,,,,,,,,1.245900,,,,,,,,,,1.294382,,,,,,,,,,1.309882,,,,,,,,,,-0.790229,,,,,,,,,,0.359055,,,,,,,,,,0.000000,,,,,,,,,,0.248138,,,,,,,,,,-1.402216,,,,,,,,,,
1.700000,0.264187,,,,,,,,,,1.299863,,,,,,,,,,1.309019,,,,,,,,,,1.103285,,,,,,,,,,-0.708736,,,,,,,,,,0.277899,,,,,,,,,,0.000000,,,,,,,,,,0.247539,,,,,,,,,,-1.425228,,,,,,,,,,
1.800000,0.399534,,,,,,,,,,1.343913,,,,,,,,,,1.324556,,,,,,,,,,0.885487,,,,,,,,,,-0.576309,,,,,,,,,,0.183216,,,,,,,,,,0.000000,,,,,,,,,,0.248166,,,,,,,,,,-1.443534,,,,,,,,,,
1.900000,0.575953,,,,,,,,,,1.450528,,,,,,,,,,1.350550,,,,,,,,,,0.687601,,,,,,,,,,-0.518584,,,,,,,,,,0.110174,,,,,,,,,,0.000000,,,,,,,,,,0.648121,,,,,,,,,,-1.490853,,,,,,,,,,
2.000000,0.753114,,,,,,,,,,1.538571,,,,,,,,,,1.356523,,,,,,,,,,0.489716,,,,,,,,,,-0.471046,,,,,,,,,,0.031723,,,,,,,,,,0.000000,,,,,,,,,,1.052670,,,,,,,,,,-1.534307,,,,,,,,,,
2.100000,0.763225,,,,,,,,,,1.527512,,,,,,,,,,1.329118,,,,,,,,,,0.252213,,,,,,,,,,-0.319944,,,,,,,,,,-0.061833,,,,,,,,,,0.000000,,,,,,,,,,1.121681,,,,,,,,,,-1.541917,,,,,,,,,,
2.200000,0.821587,,,,,,,,,,1.528067,,,,,,,,,,1.354035,,,,,,,,,,-0.244574,,,,,,,,,,-0.199402,,,,,,,,,,-0.352419,,,,,,,,,,0.000000,,,,,,,,,,1.457937,,,,,,,,,,-1.622431,,,,,,,,,,
2.300000,0.763354,,,,,,,,,,1.483108,,,,,,,,,,1.347581,,,,,,,,,,-0.397655,,,,,,,,,,-0.114513,,,,,,,,,,-0.498501,,,,,,,,,,0.000000,,,,,,,,,,1.466812,,,,,,,,,,-1.618640,,,,,,,,,,
2.400000,0.673408,,,,,,,,,,1.432207,,,,,,,,,,1.342948,,,,,,,,,,-0.547003,,,,,,,,,,-0.053392,,,,,,,,,,-0.633763,,,,,,,,,,0.000000,,,,,,,,,,1.053919,,,,,,,,,,-1.601699,,,,,,,,,,
0.000000,,0.228537,,,,,,,,,,1.072158,,,,,,,,,,1.296716,,,,,,,,,,-1.364679,,,,,,,,,,0.513666,,,,,,,,,,-1.399342,,,,,,,,,,0.000000,,,,,,,,,,-0.553496,,,,,,,,,,-1.470208,,,,,,,,,
0.100000,,0.149300,,,,,,,,,,0.986698,,,,,,,,,,1.330768,,,,,,,,,,-1.568579,,,,,,,,,,0.760127,,,,,,,,,,-1.574505,,,,,,,,,,0.000000,,,,,,,,,,-1.097976,,,,,,,,,,-1.484520,,,,,,,,,
0.200000,,0.024420,,,,,,,,,,0.696043,,,,,,,,,,1.126389,,,,,,,,,,-1.766672,,,,,,,,,,0.897365,,,,,,,,,,-1.786189,,,,,,,,,,0.000000,,,,,,,,,,-1.521254,,,,,,,,,,-1.223068,,,,,,,,,
0.300000,,0.022956,,,,,,,,,,0.530007,,,,,,,,,,0.885002,,,,,,,,,,-1.663373,,,,,,,,,,0.876991,,,,,,,,,,-1.713148,,,,,,,,,,0.000000,,,,,,,,,,-1.266586,,,,,,,,,,-0.958343,,,,,,,,,
0.400000,,0.002408,,,,,,,,,,0.329807,,,,,,,,,,0.649164,,,,,,,,,,-1.551363,,,,,,,,,,0.849827,,,,,,,,,,-1.631991,,,,,,,,,,0.000000,,,,,,,,,,-1.429296,,,,,,,,,,-0.700579,,,,,,,,,
0.500000,,0.040606,,,,,,,,,,0.131427,,,,,,,,,,0.419917,,,,,,,,,,-1.455532,,,,,,,,,,0.846431,,,,,,,,,,-1.572476,,,,,,,,,,0.000000,,,,,,,,,,-1.170006,,,,,,,,,,-0.465072,,,,,,,,,
0.700000,,0.076127,,,,,,,,,,-0.000919,,,,,,,,,,0.242614,,,,,,,,,,-1.328586,,,,,,,,,,0.812476,,,,,,,,,,-1.477793,,,,,,,,,,0.000000,,,,,,,,,,-0.936482,,,,,,,,,,-0.321484,,,,,,,,,
0.800000,,0.115398,,,,,,,,,,-0.191916,,,,,,,,,,0.011853,,,,,,,,,,-1.190440,,,,,,,,,,0.788707,,,,,,,,,,-1.377700,,,,,,,,,,0.000000,,,,,,,,,,-0.679733,,,,,,,,,,-0.089963,,,,,,,,,
0.900000,,0.124089,,,,,,,,,,-0.374357,,,,,,,,,,-0.229789,,,,,,,,,,-1.047316,,,,,,,,,,0.764938,,,,,,,,,,-1.277607,,,,,,,,,,0.000000,,,,,,,,,,-0.426340,,,,,,,,,,0.147480,,,,,,,,,
1.000000,,0.157563,,,,,,,,,,-0.567022,,,,,,,,,,-0.459255,,,,,,,,,,-0.899213,,,,,,,,,,0.730982,,,,,,,,,,-1.174808,,,,,,,,,,0.000000,,,,,,,,,,-0.588970,,,,,,,,,,0.398817,,,,,,,,,
1.100000,,0.176341,,,,,,,,,,-0.773120,,,,,,,,,,-0.752796,,,,,,,,,,-0.725493,,,,,,,,,,0.797478,,,,,,,,,,-1.041350,,,,,,,,,,0.000000,,,,,,,,,,-0.282902,,,,,,,,,,0.727745,,,,,,,,,
0.000000,,,-0.410507,,,,,,,,,,-0.981024,,,,,,,,,,-0.872742,,,,,,,,,,0.894198,,,,,,,,,,-0.695153,,,,,,,,,,1.013720,,,,,,,,,,0.000000,,,,,,,,,,-0.188804,,,,,,,,,,1.130389,,,,,,,,
0.100000,,,-0.628299,,,,,,,,,,-0.776630,,,,,,,,,,-0.557699,,,,,,,,,,0.992622,,,,,,,,,,-0.737032,,,,,,,,,,1.168143,,,,,,,,,,0.000000,,,,,,,,,,0.128077,,,,,,,,,,0.732367,,,,,,,,
0.200000,,,-0.718203,,,,,,,,,,-0.497450,,,,,,,,,,-0.256216,,,,,,,,,,1.102040,,,,,,,,,,-0.939634,,,,,,,,,,1.330232,,,,,,,,,,0.000000,,,,,,,,,,0.279315,,,,,,,,,,0.458497,,,,,,,,
0.300000,,,-0.662546,,,,,,,,,,-0.248847,,,,,,,,,,-0.075552,,,,,,,,,,1.021144,,,,,,,,,,-0.976985,,,,,,,,,,1.230138,,,,,,,,,,0.000000,,,,,,,,,,0.426937,,,,,,,,,,0.208948,,,,,,,,
0.400000,,,-0.540797,,,,,,,,,,-0.008606,,,,,,,,,,0.102598,,,,,,,,,,0.932780,,,,,,,,,,-1.000754,,,,,,,,,,1.116519,,,,,,,,,,0.000000,,,,,,,,,,0.811389,,,,,,,,,,-0.046608,,,,,,,,
0.500000,,,-0.478880,,,,,,,,,,0.238056,,,,,,,,,,0.305786,,,,,,,,,,0.718715,,,,,,,,,,-0.963403,,,,,,,,,,0.940679,,,,,,,,,,0.000000,,,,,,,,,,0.959696,,,,,,,,,,-0.302511,,,,,,,,
0.700000,,,-0.407508,,,,,,,,,,0.485018,,,,,,,,,,0.506806,,,,,,,,,,0.631596,,,,,,,,,,-0.990567,,,,,,,,,,0.827059,,,,,,,,,,0.000000,,,,,,,,,,1.104167,,,,,,,,,,-0.560491,,,,,,,,
0.800000,,,-0.336355,,,,,,,,,,0.731204,,,,,,,,,,0.701365,,,,,,,,,,0.535765,,,,,,,,,,-0.949820,,,,,,,,,,0.705324,,,,,,,,,,0.000000,,,,,,,,,,1.244634,,,,,,,,,,-0.821697,,,,,,,,
0.900000,,,-0.149970,,,,,,,,,,0.915268,,,,,,,,,,0.775751,,,,,,,,,,0.438689,,,,,,,,,,-0.895491,,,,,,,,,,0.580884,,,,,,,,,,0.000000,,,,,,,,,,1.646138,,,,,,,,,,-0.871869,,,,,,,,
1.000000,,,-0.080467,,,,,,,,,,1.159072,,,,,,,,,,0.965157,,,,,,,,,,0.340369,,,,,,,,,,-0.813998,,,,,,,,,,0.453738,,,,,,,,,,0.000000,,,,,,,,,,1.777718,,,,,,,,,,-1.136322,,,,,,,,
1.100000,,,0.036981,,,,,,,,,,1.422965,,,,,,,,,,1.164493,,,,,,,,,,0.224832,,,,,,,,,,-0.687230,,,,,,,,,,0.302696,,,,,,,,,,0.000000,,,,,,,,,,1.858881,,,,,,,,,,-1.412494,,,,,,,,
0.000000,,,,0.390878,,,,,,,,,,1.540212,,,,,,,,,,1.211651,,,,,,,,,,0.101621,,,,,,,,,,0.277675,,,,,,,,,,-0.309812,,,,,,,,,,0.000000,,,,,,,,,,1.125535,,,,,,,,,,-1.364432,,,,,,,
0.100000,,,,0.231202,,,,,,,,,,1.297675,,,,,,,,,,1.086340,,,,,,,,,,-0.076559,,,,,,,,,,0.561204,,,,,,,,,,-0.517438,,,,,,,,,,0.000000,,,,,,,,,,0.679968,,,,,,,,,,-1.143595,,,,,,,
0.200000,,,,0.064056,,,,,,,,,,1.067776,,,,,,,,,,0.994517,,,,,,,,,,-0.258265,,,,,,,,,,0.720795,,,,,,,,,,-0.660815,,,,,,,,,,0.000000,,,,,,,,,,0.300607,,,,,,,,,,-0.984325,,,,,,,
0.300000,,,,-0.084505,,,,,,,,,,0.839070,,,,,,,,,,0.907018,,,,,,,,,,-0.433748,,,,,,,,,,0.890573,,,,,,,,,,-0.787961,,,,,,,,,,0.000000,,,,,,,,,,-0.077695,,,,,,,,,,-0.820419,,,,,,,
0.400000,,,,-0.082763,,,,,,,,,,0.587189,,,,,,,,,,0.719062,,,,,,,,,,-0.603008,,,,,,,,,,1.067143,,,,,,,,,,-0.904285,,,,,,,,,,0.000000,,,,,,,,,,-0.223309,,,,,,,,,,-0.564839,,,,,,,
0.600000,,,,-0.159132,,,,,,,,,,0.363516,,,,,,,,,,0.565433,,,,,,,,,,-0.793425,,,,,,,,,,1.216547,,,,,,,,,,-1.066599,,,,,,,,,,0.000000,,,,,,,,,,-0.608618,,,,,,,,,,-0.378316,,,,,,,
0.700000,,,,-0.311177,,,,,,,,,,0.171461,,,,,,,,,,0.468461,,,,,,,,,,-0.952729,,,,,,,,,,1.403303,,,,,,,,,,-1.158577,,,,,,,,,,0.000000,,,,,,,,,,-0.579296,,,,,,,,,,-0.193326,,,,,,,
0.800000,,,,-0.405712,,,,,,,,,,-0.063788,,,,,,,,,,0.300012,,,,,,,,,,-1.104566,,,,,,,,,,1.600246,,,,,,,,,,-1.226207,,,,,,,,,,0.000000,,,,,,,,,,-0.731047,,,,,,,,,,0.038906,,,,,,,
0.900000,,,,-0.572493,,,,,,,,,,-0.291782,,,,,,,,,,0.185578,,,,,,,,,,-1.251424,,,,,,,,,,1.793793,,,,,,,,,,-1.280312,,,,,,,,,,0.000000,,,,,,,,,,-1.108514,,,,,,,,,,0.236879,,,,,,,
1.000000,,,,-0.759387,,,,,,,,,,-0.474815,,,,,,,,,,0.113887,,,,,,,,,,-1.400875,,,,,,,,,,2.030067,,,,,,,,,,-1.286850,,,,,,,,,,0.000000,,,,,,,,,,-1.199822,,,,,,,,,,0.395854,,,,,,,
1.100000,,,,-0.859596,,,,,,,,,,-0.920302,,,,,,,,,,-0.216501,,,,,,,,,,-1.547629,,,,,,,,,,2.119766,,,,,,,,,,-1.331711,,,,,,,,,,0.000000,,,,,,,,,,-1.627821,,,,,,,,,,0.801341,,,,,,,
1.200000,,,,-0.690462,,,,,,,,,,-0.937069,,,,,,,,,,-0.340349,,,,,,,,,,-1.372146,,,,,,,,,,1.943197,,,,,,,,,,-1.172103,,,,,,,,,,0.000000,,,,,,,,,,-1.401569,,,,,,,,,,0.824902,,,,,,,
1.300000,,,,-0.501182,,,,,,,,,,-0.960436,,,,,,,,,,-0.486279,,,,,,,,,,-1.202886,,,,,,,,,,1.763233,,,,,,,,,,-1.023315,,,,,,,,,,0.000000,,,,,,,,,,-1.174367,,,,,,,,,,0.899401,,,,,,,
0.000000,,,,,0.210910,,,,,,,,,,-1.090019,,,,,,,,,,-1.109641,,,,,,,,,,0.537010,,,,,,,,,,-0.420113,,,,,,,,,,0.578179,,,,,,,,,,0.000000,,,,,,,,,,0.209791,,,,,,,,,,1.221241,,,,,,
0.100000,,,,,-0.038152,,,,,,,,,,-0.978322,,,,,,,,,,-0.910286,,,,,,,,,,0.749829,,,,,,,,,,-0.606869,,,,,,,,,,0.851407,,,,,,,,,,0.000000,,,,,,,,,,-0.034727,,,,,,,,,,1.058912,,,,,,
0.300000,,,,,-0.175611,,,,,,,,,,-0.978485,,,,,,,,,,-0.820123,,,,,,,,,,0.972606,,,,,,,,,,-0.800416,,,,,,,,,,1.138161,,,,,,,,,,0.000000,,,,,,,,,,-0.278547,,,,,,,,,,1.094916,,,,,,
0.400000,,,,,-0.426194,,,,,,,,,,-0.891767,,,,,,,,,,-0.610421,,,,,,,,,,1.149333,,,,,,,,,,-0.960007,,,,,,,,,,1.373515,,,,,,,,,,0.000000,,,,,,,,,,-0.114804,,,,,,,,,,0.882243,,,,,,
0.500000,,,,,-0.672842,,,,,,,,,,-0.793724,,,,,,,,,,-0.395256,,,,,,,,,,1.389533,,,,,,,,,,-1.194301,,,,,,,,,,1.679206,,,,,,,,,,0.000000,,,,,,,,,,0.044881,,,,,,,,,,0.670172,,,,,,
0.600000,,,,,-0.808097,,,,,,,,,,-0.796148,,,,,,,,,,-0.302883,,,,,,,,,,1.638446,,,,,,,,,,-1.442177,,,,,,,,,,1.995717,,,,,,,,,,0.000000,,,,,,,,,,-0.193068,,,,,,,,,,0.701362,,,,,,
0.700000,,,,,-1.050038,,,,,,,,,,-0.621688,,,,,,,,,,0.013209,,,,,,,,,,1.969188,,,,,,,,,,-1.801540,,,,,,,,,,2.405559,,,,,,,,,,0.000000,,,,,,,,,,0.122631,,,,,,,,,,0.317834,,,,,,
0.800000,,,,,-1.246422,,,,,,,,,,-0.320399,,,,,,,,,,0.366031,,,,,,,,,,2.158672,,,,,,,,,,-1.934533,,,,,,,,,,2.655793,,,,,,,,,,0.000000,,,,,,,,,,0.268700,,,,,,,,,,0.025732,,,,,,
0.900000,,,,,-1.141002,,,,,,,,,,-0.059775,,,,,,,,,,0.519443,,,,,,,,,,1.994390,,,,,,,,,,-1.751173,,,,,,,,,,2.444785,,,,,,,,,,0.000000,,,,,,,,,,0.411240,,,,,,,,,,-0.234062,,,,,,
1.000000,,,,,-1.042047,,,,,,,,,,0.194260,,,,,,,,,,0.671350,,,,,,,,,,1.805217,,,,,,,,,,-1.557626,,,,,,,,,,2.204020,,,,,,,,,,0.000000,,,,,,,,,,0.552028,,,,,,,,,,-0.489547,,,,,,
1.100000,,,,,-0.949069,,,,,,,,,,0.452310,,,,,,,,,,0.830879,,,,,,,,,,1.604842,,,,,,,,,,-1.360683,,,,,,,,,,1.949728,,,,,,,,,,0.000000,,,,,,,,,,0.688318,,,,,,,,,,-0.743514,,,,,,
1.300000,,,,,-0.716144,,,,,,,,,,0.600195,,,,,,,,,,0.872779,,,,,,,,,,1.392023,,,,,,,,,,-1.163741,,,,,,,,,,1.681911,,,,,,,,,,0.000000,,,,,,,,,,1.082417,,,,,,,,,,-0.818742,,,,,,
1.400000,,,,,-0.610906,,,,,,,,,,0.850296,,,,,,,,,,1.018876,,,,,,,,,,1.166757,,,,,,,,,,-0.956612,,,,,,,,,,1.397862,,,,,,,,,,0.000000,,,,,,,,,,1.481086,,,,,,,,,,-1.083237,,,,,,
1.500000,,,,,-0.363487,,,,,,,,,,1.023080,,,,,,,,,,1.037903,,,,,,,,,,0.997497,,,,,,,,,,-0.769856,,,,,,,,,,1.181444,,,,,,,,,,0.000000,,,,,,,,,,1.467151,,,,,,,,,,-1.108196,,,,,,
1.600000,,,,,-0.140161,,,,,,,,,,1.180836,,,,,,,,,,1.058016,,,,,,,,,,0.749829,,,,,,,,,,-0.532166,,,,,,,,,,0.873048,,,,,,,,,,0.000000,,,,,,,,,,1.459836,,,,,,,,,,-1.124216,,,,,,
1.700000,,,,,0.063787,,,,,,,,,,1.459561,,,,,,,,,,1.215672,,,,,,,,,,0.442734,,,,,,,,,,-0.248354,,,,,,,,,,0.496120,,,,,,,,,,0.000000,,,,,,,,,,1.851830,,,,,,,,,,-1.417121,,,,,,
0.000000,,,,,,0.519733,,,,,,,,,,1.463869,,,,,,,,,,1.119007,,,,,,,,,,-0.093464,,,,,,,,,,0.087806,,,,,,,,,,-0.099030,,,,,,,,,,0.000000,,,,,,,,,,1.150540,,,,,,,,,,-1.322394,,,,,
0.100000,,,,,,0.478137,,,,,,,,,,1.185978,,,,,,,,,,0.928458,,,,,,,,,,-0.224661,,,,,,,,,,0.303141,,,,,,,,,,-0.241505,,,,,,,,,,0.000000,,,,,,,,,,0.702562,,,,,,,,,,-1.025487,,,,,
0.200000,,,,,,0.467453,,,,,,,,,,0.935835,,,,,,,,,,0.739449,,,,,,,,,,-0.362808,,,,,,,,,,0.489897,,,,,,,,,,-0.374061,,,,,,,,,,0.000000,,,,,,,,,,0.551554,,,,,,,,,,-0.774806,,,,,
0.300000,,,,,,0.431225,,,,,,,,,,0.685135,,,,,,,,,,0.571180,,,,,,,,,,-0.487264,,,,,,,,,,0.676653,,,,,,,,,,-0.501207,,,,,,,,,,0.000000,,,,,,,,,,0.162493,,,,,,,,,,-0.504057,,,,,
0.400000,,,,,,0.448193,,,,,,,,,,0.458166,,,,,,,,,,0.373366,,,,,,,,,,-0.603008,,,,,,,,,,0.863409,,,,,,,,,,-0.620237,,,,,,,,,,0.000000,,,,,,,,,,0.156312,,,,,,,,,,-0.232468,,,,,
0.600000,,,,,,0.445790,,,,,,,,,,0.206460,,,,,,,,,,0.175255,,,,,,,,,,-0.711284,,,,,,,,,,1.053560,,,,,,,,,,-0.733856,,,,,,,,,,0.000000,,,,,,,,,,0.003767,,,,,,,,,,-0.009544,,,,,
0.700000,,,,,,0.436653,,,,,,,,,,-0.044963,,,,,,,,,,-0.005935,,,,,,,,,,-0.841963,,,,,,,,,,1.274272,,,,,,,,,,-0.888054,,,,,,,,,,0.000000,,,,,,,,,,-0.052422,,,,,,,,,,0.265761,,,,,
0.800000,,,,,,0.441493,,,,,,,,,,-0.228792,,,,,,,,,,-0.168168,,,,,,,,,,-0.951485,,,,,,,,,,1.444050,,,,,,,,,,-0.990853,,,,,,,,,,0.000000,,,,,,,,,,0.216625,,,,,,,,,,0.488797,,,,,
0.900000,,,,,,0.416265,,,,,,,,,,-0.476028,,,,,,,,,,-0.364442,,,,,,,,,,-1.032381,,,,,,,,,,1.624015,,,,,,,,,,-1.080125,,,,,,,,,,0.000000,,,,,,,,,,0.064576,,,,,,,,,,0.736081,,,,,
1.000000,,,,,,0.363721,,,,,,,,,,-0.657875,,,,,,,,,,-0.545449,,,,,,,,,,-1.097409,,,,,,,,,,1.805960,,,,,,,,,,-1.150461,,,,,,,,,,0.000000,,,,,,,,,,0.278079,,,,,,,,,,0.818977,,,,,
0.000000,,,,,,,-0.188438,,,,,,,,,,-0.942844,,,,,,,,,,-0.642505,,,,,,,,,,0.912867,,,,,,,,,,-1.296168,,,,,,,,,,1.124634,,,,,,,,,,0.000000,,,,,,,,,,-0.127996,,,,,,,,,,0.711817,,,,
0.100000,,,,,,,-0.311855,,,,,,,,,,-0.954960,,,,,,,,,,-0.560112,,,,,,,,,,1.138651,,,,,,,,,,-1.705050,,,,,,,,,,1.421082,,,,,,,,,,0.000000,,,,,,,,,,-0.092688,,,,,,,,,,0.807804,,,,
0.200000,,,,,,,-0.316617,,,,,,,,,,-0.679583,,,,,,,,,,-0.229872,,,,,,,,,,1.253876,,,,,,,,,,-1.836062,,,,,,,,,,1.595344,,,,,,,,,,0.000000,,,,,,,,,,0.035118,,,,,,,,,,0.540012,,,,
0.300000,,,,,,,-0.168266,,,,,,,,,,-0.412962,,,,,,,,,,-0.022473,,,,,,,,,,1.146844,,,,,,,,,,-1.673075,,,,,,,,,,1.451967,,,,,,,,,,0.000000,,,,,,,,,,0.184660,,,,,,,,,,0.277326,,,,
0.400000,,,,,,,0.045512,,,,,,,,,,-0.152507,,,,,,,,,,0.131932,,,,,,,,,,1.038567,,,,,,,,,,-1.499901,,,,,,,,,,1.292358,,,,,,,,,,0.000000,,,,,,,,,,0.561443,,,,,,,,,,0.025118,,,,
0.500000,,,,,,,0.207176,,,,,,,,,,0.109736,,,,,,,,,,0.329871,,,,,,,,,,0.915356,,,,,,,,,,-1.326728,,,,,,,,,,1.143571,,,,,,,,,,0.000000,,,,,,,,,,0.712297,,,,,,,,,,-0.241130,,,,
0.700000,,,,,,,0.381938,,,,,,,,,,0.377791,,,,,,,,,,0.516121,,,,,,,,,,0.784677,,,,,,,,,,-1.143367,,,,,,,,,,0.983963,,,,,,,,,,0.000000,,,,,,,,,,0.859819,,,,,,,,,,-0.515605,,,,
0.800000,,,,,,,0.656059,,,,,,,,,,0.579565,,,,,,,,,,0.582498,,,,,,,,,,0.647775,,,,,,,,,,-0.956612,,,,,,,,,,0.816239,,,,,,,,,,0.000000,,,,,,,,,,1.257746,,,,,,,,,,-0.580480,,,,
0.900000,,,,,,,0.848782,,,,,,,,,,0.846750,,,,,,,,,,0.761866,,,,,,,,,,0.508385,,,,,,,,,,-0.722318,,,,,,,,,,0.616052,,,,,,,,,,0.000000,,,,,,,,,,1.397458,,,,,,,,,,-0.874268,,,,
1.000000,,,,,,,1.110301,,,,,,,,,,1.012402,,,,,,,,,,0.795539,,,,,,,,,,0.406331,,,,,,,,,,-0.559331,,,,,,,,,,0.467264,,,,,,,,,,0.000000,,,,,,,,,,1.387948,,,,,,,,,,-0.900327,,,,
