Relative Time (to start of segment),aclx 1,aclx 2,aclx 3,aclx 4,aclx 5,aclx 6,aclx 7,aclx 8,aclx 9,aclx 10,aclx 11,aclx 12,aclx 13,aclx 14,aclx 15,aclx 16,aclx 17,aclx 18,aclx 19,aclx 20,aclx 21,aclx 22,aclx 23,aclx 24,acly 1,acly 2,acly 3,acly 4,acly 5,acly 6,acly 7,acly 8,acly 9,acly 10,acly 11,acly 12,acly 13,acly 14,acly 15,acly 16,acly 17,acly 18,acly 19,acly 20,acly 21,acly 22,acly 23,acly 24,aclz 1,aclz 2,aclz 3,aclz 4,aclz 5,aclz 6,aclz 7,aclz 8,aclz 9,aclz 10,aclz 11,aclz 12,aclz 13,aclz 14,aclz 15,aclz 16,aclz 17,aclz 18,aclz 19,aclz 20,aclz 21,aclz 22,aclz 23,aclz 24,gyrx 1,gyrx 2,gyrx 3,gyrx 4,gyrx 5,gyrx 6,gyrx 7,gyrx 8,gyrx 9,gyrx 10,gyrx 11,gyrx 12,gyrx 13,gyrx 14,gyrx 15,gyrx 16,gyrx 17,gyrx 18,gyrx 19,gyrx 20,gyrx 21,gyrx 22,gyrx 23,gyrx 24,gyry 1,gyry 2,gyry 3,gyry 4,gyry 5,gyry 6,gyry 7,gyry 8,gyry 9,gyry 10,gyry 11,gyry 12,gyry 13,gyry 14,gyry 15,gyry 16,gyry 17,gyry 18,gyry 19,gyry 20,gyry 21,gyry 22,gyry 23,gyry 24,gyrz 1,gyrz 2,gyrz 3,gyrz 4,gyrz 5,gyrz 6,gyrz 7,gyrz 8,gyrz 9,gyrz 10,gyrz 11,gyrz 12,gyrz 13,gyrz 14,gyrz 15,gyrz 16,gyrz 17,gyrz 18,gyrz 19,gyrz 20,gyrz 21,gyrz 22,gyrz 23,gyrz 24,magr 1,magr 2,magr 3,magr 4,magr 5,magr 6,magr 7,magr 8,magr 9,magr 10,magr 11,magr 12,magr 13,magr 14,magr 15,magr 16,magr 17,magr 18,magr 19,magr 20,magr 21,magr 22,magr 23,magr 24,magphi 1,magphi 2,magphi 3,magphi 4,magphi 5,magphi 6,magphi 7,magphi 8,magphi 9,magphi 10,magphi 11,magphi 12,magphi 13,magphi 14,magphi 15,magphi 16,magphi 17,magphi 18,magphi 19,magphi 20,magphi 21,magphi 22,magphi 23,magphi 24,magtheta 1,magtheta 2,magtheta 3,magtheta 4,magtheta 5,magtheta 6,magtheta 7,magtheta 8,magtheta 9,magtheta 10,magtheta 11,magtheta 12,magtheta 13,magtheta 14,magtheta 15,magtheta 16,magtheta 17,magtheta 18,magtheta 19,magtheta 20,magtheta 21,magtheta 22,magtheta 23,magtheta 24,
0.020619,,,,,,,,,,-0.022499,,,,,,,,,,,,,,,,,,,,,,,,-0.007728,,,,,,,,,,,,,,,,,,,,,,,,0.017640,,,,,,,,,,,,,,,,,,,,,,,,-0.002672,,,,,,,,,,,,,,,,,,,,,,,,-0.001049,,,,,,,,,,,,,,,,,,,,,,,,0.004632,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.003061,,,,,,,,,,,,,,,,,,,,,,,,0.018515,,,,,,,,,,,,,,,
0.030928,,,,,,,,,,-0.021799,,,,,,,,,,,,,,,,,,,,,,,,-0.007991,,,,,,,,,,,,,,,,,,,,,,,,0.023864,,,,,,,,,,,,,,,,,,,,,,,,0.002151,,,,,,,,,,,,,,,,,,,,,,,,-0.005468,,,,,,,,,,,,,,,,,,,,,,,,0.008610,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.003129,,,,,,,,,,,,,,,,,,,,,,,,0.018307,,,,,,,,,,,,,,,
0.041237,,,,,,,,,,-0.021282,,,,,,,,,,,,,,,,,,,,,,,,-0.007115,,,,,,,,,,,,,,,,,,,,,,,,0.027828,,,,,,,,,,,,,,,,,,,,,,,,0.009654,,,,,,,,,,,,,,,,,,,,,,,,-0.013772,,,,,,,,,,,,,,,,,,,,,,,,0.015539,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.002643,,,,,,,,,,,,,,,,,,,,,,,,0.018129,,,,,,,,,,,,,,,
0.051546,,,,,,,,,,-0.019456,,,,,,,,,,,,,,,,,,,,,,,,-0.004936,,,,,,,,,,,,,,,,,,,,,,,,0.027864,,,,,,,,,,,,,,,,,,,,,,,,0.018676,,,,,,,,,,,,,,,,,,,,,,,,-0.022343,,,,,,,,,,,,,,,,,,,,,,,,0.021442,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,0.001579,,,,,,,,,,,,,,,,,,,,,,,,0.016403,,,,,,,,,,,,,,,
0.061856,,,,,,,,,,-0.016367,,,,,,,,,,,,,,,,,,,,,,,,-0.001474,,,,,,,,,,,,,,,,,,,,,,,,0.023206,,,,,,,,,,,,,,,,,,,,,,,,0.027072,,,,,,,,,,,,,,,,,,,,,,,,-0.029709,,,,,,,,,,,,,,,,,,,,,,,,0.028500,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.000372,,,,,,,,,,,,,,,,,,,,,,,,0.013227,,,,,,,,,,,,,,,
0.072165,,,,,,,,,,-0.010915,,,,,,,,,,,,,,,,,,,,,,,,0.003892,,,,,,,,,,,,,,,,,,,,,,,,0.016044,,,,,,,,,,,,,,,,,,,,,,,,0.031717,,,,,,,,,,,,,,,,,,,,,,,,-0.037611,,,,,,,,,,,,,,,,,,,,,,,,0.036841,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.005223,,,,,,,,,,,,,,,,,,,,,,,,0.008687,,,,,,,,,,,,,,,
0.082474,,,,,,,,,,-0.003901,,,,,,,,,,,,,,,,,,,,,,,,0.008633,,,,,,,,,,,,,,,,,,,,,,,,0.005775,,,,,,,,,,,,,,,,,,,,,,,,0.032610,,,,,,,,,,,,,,,,,,,,,,,,-0.037678,,,,,,,,,,,,,,,,,,,,,,,,0.043643,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.010139,,,,,,,,,,,,,,,,,,,,,,,,0.002060,,,,,,,,,,,,,,,
0.092784,,,,,,,,,,0.004748,,,,,,,,,,,,,,,,,,,,,,,,0.013044,,,,,,,,,,,,,,,,,,,,,,,,-0.006253,,,,,,,,,,,,,,,,,,,,,,,,0.029662,,,,,,,,,,,,,,,,,,,,,,,,-0.045646,,,,,,,,,,,,,,,,,,,,,,,,0.051086,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.014683,,,,,,,,,,,,,,,,,,,,,,,,-0.005616,,,,,,,,,,,,,,,
0.103093,,,,,,,,,,0.015076,,,,,,,,,,,,,,,,,,,,,,,,0.015876,,,,,,,,,,,,,,,,,,,,,,,,-0.017198,,,,,,,,,,,,,,,,,,,,,,,,0.022338,,,,,,,,,,,,,,,,,,,,,,,,-0.045111,,,,,,,,,,,,,,,,,,,,,,,,0.055577,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.017590,,,,,,,,,,,,,,,,,,,,,,,,-0.015144,,,,,,,,,,,,,,,
0.113402,,,,,,,,,,0.022715,,,,,,,,,,,,,,,,,,,,,,,,0.016623,,,,,,,,,,,,,,,,,,,,,,,,-0.031829,,,,,,,,,,,,,,,,,,,,,,,,0.012959,,,,,,,,,,,,,,,,,,,,,,,,-0.036941,,,,,,,,,,,,,,,,,,,,,,,,0.056347,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.017572,,,,,,,,,,,,,,,,,,,,,,,,-0.022650,,,,,,,,,,,,,,,
0.123711,,,,,,,,,,0.029929,,,,,,,,,,,,,,,,,,,,,,,,0.016153,,,,,,,,,,,,,,,,,,,,,,,,-0.042778,,,,,,,,,,,,,,,,,,,,,,,,0.003937,,,,,,,,,,,,,,,,,,,,,,,,-0.026160,,,,,,,,,,,,,,,,,,,,,,,,0.049931,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.016789,,,,,,,,,,,,,,,,,,,,,,,,-0.029832,,,,,,,,,,,,,,,
0.134021,,,,,,,,,,0.035751,,,,,,,,,,,,,,,,,,,,,,,,0.014755,,,,,,,,,,,,,,,,,,,,,,,,-0.047869,,,,,,,,,,,,,,,,,,,,,,,,-0.004906,,,,,,,,,,,,,,,,,,,,,,,,-0.013504,,,,,,,,,,,,,,,,,,,,,,,,0.042616,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.016176,,,,,,,,,,,,,,,,,,,,,,,,-0.035763,,,,,,,,,,,,,,,
0.144330,,,,,,,,,,0.039453,,,,,,,,,,,,,,,,,,,,,,,,0.012674,,,,,,,,,,,,,,,,,,,,,,,,-0.051038,,,,,,,,,,,,,,,,,,,,,,,,-0.006692,,,,,,,,,,,,,,,,,,,,,,,,-0.003258,,,,,,,,,,,,,,,,,,,,,,,,0.034018,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.015133,,,,,,,,,,,,,,,,,,,,,,,,-0.039329,,,,,,,,,,,,,,,
0.154639,,,,,,,,,,0.040961,,,,,,,,,,,,,,,,,,,,,,,,0.010284,,,,,,,,,,,,,,,,,,,,,,,,-0.050167,,,,,,,,,,,,,,,,,,,,,,,,-0.003476,,,,,,,,,,,,,,,,,,,,,,,,-0.000848,,,,,,,,,,,,,,,,,,,,,,,,0.018363,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.012658,,,,,,,,,,,,,,,,,,,,,,,,-0.040908,,,,,,,,,,,,,,,
0.164948,,,,,,,,,,0.039824,,,,,,,,,,,,,,,,,,,,,,,,0.009958,,,,,,,,,,,,,,,,,,,,,,,,-0.046296,,,,,,,,,,,,,,,,,,,,,,,,0.009833,,,,,,,,,,,,,,,,,,,,,,,,0.009800,,,,,,,,,,,,,,,,,,,,,,,,0.004119,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.011658,,,,,,,,,,,,,,,,,,,,,,,,-0.040051,,,,,,,,,,,,,,,
0.175258,,,,,,,,,,0.029715,,,,,,,,,,,,,,,,,,,,,,,,0.031982,,,,,,,,,,,,,,,,,,,,,,,,-0.029462,,,,,,,,,,,,,,,,,,,,,,,,0.118259,,,,,,,,,,,,,,,,,,,,,,,,0.140967,,,,,,,,,,,,,,,,,,,,,,,,-0.028091,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.029789,,,,,,,,,,,,,,,,,,,,,,,,-0.009925,,,,,,,,,,,,,,,
0.185567,,,,,,,,,,0.027633,,,,,,,,,,,,,,,,,,,,,,,,0.032461,,,,,,,,,,,,,,,,,,,,,,,,-0.034351,,,,,,,,,,,,,,,,,,,,,,,,0.123743,,,,,,,,,,,,,,,,,,,,,,,,0.144345,,,,,,,,,,,,,,,,,,,,,,,,-0.029832,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.030108,,,,,,,,,,,,,,,,,,,,,,,,-0.008584,,,,,,,,,,,,,,,
0.195876,,,,,,,,,,0.026641,,,,,,,,,,,,,,,,,,,,,,,,0.033625,,,,,,,,,,,,,,,,,,,,,,,,-0.033134,,,,,,,,,,,,,,,,,,,,,,,,0.124612,,,,,,,,,,,,,,,,,,,,,,,,0.143821,,,,,,,,,,,,,,,,,,,,,,,,-0.030680,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.030978,,,,,,,,,,,,,,,,,,,,,,,,-0.007408,,,,,,,,,,,,,,,
0.206186,,,,,,,,,,0.026053,,,,,,,,,,,,,,,,,,,,,,,,0.033882,,,,,,,,,,,,,,,,,,,,,,,,-0.032183,,,,,,,,,,,,,,,,,,,,,,,,0.123727,,,,,,,,,,,,,,,,,,,,,,,,0.142714,,,,,,,,,,,,,,,,,,,,,,,,-0.030457,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.031305,,,,,,,,,,,,,,,,,,,,,,,,-0.006503,,,,,,,,,,,,,,,
0.608247,,,,,,,,,,0.025236,,,,,,,,,,,,,,,,,,,,,,,,0.034184,,,,,,,,,,,,,,,,,,,,,,,,-0.031341,,,,,,,,,,,,,,,,,,,,,,,,0.124146,,,,,,,,,,,,,,,,,,,,,,,,0.141608,,,,,,,,,,,,,,,,,,,,,,,,-0.031037,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.031300,,,,,,,,,,,,,,,,,,,,,,,,-0.005245,,,,,,,,,,,,,,,
0.618557,,,,,,,,,,0.022982,,,,,,,,,,,,,,,,,,,,,,,,0.032691,,,,,,,,,,,,,,,,,,,,,,,,-0.027705,,,,,,,,,,,,,,,,,,,,,,,,0.119804,,,,,,,,,,,,,,,,,,,,,,,,0.135770,,,,,,,,,,,,,,,,,,,,,,,,-0.033331,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.029991,,,,,,,,,,,,,,,,,,,,,,,,-0.003572,,,,,,,,,,,,,,,
0.628866,,,,,,,,,,0.022058,,,,,,,,,,,,,,,,,,,,,,,,0.032273,,,,,,,,,,,,,,,,,,,,,,,,-0.026579,,,,,,,,,,,,,,,,,,,,,,,,0.117482,,,,,,,,,,,,,,,,,,,,,,,,0.137243,,,,,,,,,,,,,,,,,,,,,,,,-0.032561,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.029614,,,,,,,,,,,,,,,,,,,,,,,,-0.002599,,,,,,,,,,,,,,,
0.639175,,,,,,,,,,0.021280,,,,,,,,,,,,,,,,,,,,,,,,0.031680,,,,,,,,,,,,,,,,,,,,,,,,-0.025622,,,,,,,,,,,,,,,,,,,,,,,,0.115695,,,,,,,,,,,,,,,,,,,,,,,,0.135669,,,,,,,,,,,,,,,,,,,,,,,,-0.031770,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.029028,,,,,,,,,,,,,,,,,,,,,,,,-0.001656,,,,,,,,,,,,,,,
0.649485,,,,,,,,,,-0.008892,,,,,,,,,,,,,,,,,,,,,,,,0.009768,,,,,,,,,,,,,,,,,,,,,,,,-0.016511,,,,,,,,,,,,,,,,,,,,,,,,0.024428,,,,,,,,,,,,,,,,,,,,,,,,0.017300,,,,,,,,,,,,,,,,,,,,,,,,-0.027783,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.007891,,,,,,,,,,,,,,,,,,,,,,,,0.011548,,,,,,,,,,,,,,,
0.680412,,,,,,,,,,-0.005722,,,,,,,,,,,,,,,,,,,,,,,,0.006349,,,,,,,,,,,,,,,,,,,,,,,,0.013084,,,,,,,,,,,,,,,,,,,,,,,,0.003991,,,,,,,,,,,,,,,,,,,,,,,,0.001389,,,,,,,,,,,,,,,,,,,,,,,,-0.028810,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.004871,,,,,,,,,,,,,,,,,,,,,,,,0.012531,,,,,,,,,,,,,,,
0.690722,,,,,,,,,,-0.006856,,,,,,,,,,,,,,,,,,,,,,,,0.001354,,,,,,,,,,,,,,,,,,,,,,,,0.013962,,,,,,,,,,,,,,,,,,,,,,,,0.003562,,,,,,,,,,,,,,,,,,,,,,,,0.000478,,,,,,,,,,,,,,,,,,,,,,,,-0.027886,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001387,,,,,,,,,,,,,,,,,,,,,,,,0.012751,,,,,,,,,,,,,,,
0.701031,,,,,,,,,,-0.009463,,,,,,,,,,,,,,,,,,,,,,,,0.000772,,,,,,,,,,,,,,,,,,,,,,,,0.014804,,,,,,,,,,,,,,,,,,,,,,,,0.008421,,,,,,,,,,,,,,,,,,,,,,,,0.002728,,,,,,,,,,,,,,,,,,,,,,,,-0.031684,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.000781,,,,,,,,,,,,,,,,,,,,,,,,0.013742,,,,,,,,,,,,,,,
0.711340,,,,,,,,,,-0.010956,,,,,,,,,,,,,,,,,,,,,,,,-0.000477,,,,,,,,,,,,,,,,,,,,,,,,0.014529,,,,,,,,,,,,,,,,,,,,,,,,0.006563,,,,,,,,,,,,,,,,,,,,,,,,0.004925,,,,,,,,,,,,,,,,,,,,,,,,-0.027988,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.000857,,,,,,,,,,,,,,,,,,,,,,,,0.013427,,,,,,,,,,,,,,,
0.721649,,,,,,,,,,-0.012523,,,,,,,,,,,,,,,,,,,,,,,,-0.000607,,,,,,,,,,,,,,,,,,,,,,,,0.012715,,,,,,,,,,,,,,,,,,,,,,,,-0.003119,,,,,,,,,,,,,,,,,,,,,,,,0.003170,,,,,,,,,,,,,,,,,,,,,,,,-0.011665,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.000784,,,,,,,,,,,,,,,,,,,,,,,,0.014692,,,,,,,,,,,,,,,
0.731959,,,,,,,,,,-0.013077,,,,,,,,,,,,,,,,,,,,,,,,-0.000315,,,,,,,,,,,,,,,,,,,,,,,,0.011994,,,,,,,,,,,,,,,,,,,,,,,,0.003312,,,,,,,,,,,,,,,,,,,,,,,,0.000626,,,,,,,,,,,,,,,,,,,,,,,,-0.009099,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001010,,,,,,,,,,,,,,,,,,,,,,,,0.014519,,,,,,,,,,,,,,,
0.742268,,,,,,,,,,-0.013856,,,,,,,,,,,,,,,,,,,,,,,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,0.013783,,,,,,,,,,,,,,,,,,,,,,,,0.000900,,,,,,,,,,,,,,,,,,,,,,,,0.000492,,,,,,,,,,,,,,,,,,,,,,,,-0.007431,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001336,,,,,,,,,,,,,,,,,,,,,,,,0.014983,,,,,,,,,,,,,,,
0.752577,,,,,,,,,,-0.014151,,,,,,,,,,,,,,,,,,,,,,,,0.000964,,,,,,,,,,,,,,,,,,,,,,,,0.014337,,,,,,,,,,,,,,,,,,,,,,,,-0.000439,,,,,,,,,,,,,,,,,,,,,,,,-0.000379,,,,,,,,,,,,,,,,,,,,,,,,-0.006789,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002310,,,,,,,,,,,,,,,,,,,,,,,,0.015087,,,,,,,,,,,,,,,
0.762887,,,,,,,,,,-0.015194,,,,,,,,,,,,,,,,,,,,,,,,0.001335,,,,,,,,,,,,,,,,,,,,,,,,0.014646,,,,,,,,,,,,,,,,,,,,,,,,-0.000261,,,,,,,,,,,,,,,,,,,,,,,,-0.000647,,,,,,,,,,,,,,,,,,,,,,,,-0.003324,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002572,,,,,,,,,,,,,,,,,,,,,,,,0.015311,,,,,,,,,,,,,,,
0.773196,,,,,,,,,,-0.015670,,,,,,,,,,,,,,,,,,,,,,,,0.001467,,,,,,,,,,,,,,,,,,,,,,,,0.015030,,,,,,,,,,,,,,,,,,,,,,,,-0.000439,,,,,,,,,,,,,,,,,,,,,,,,-0.000513,,,,,,,,,,,,,,,,,,,,,,,,-0.004479,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002799,,,,,,,,,,,,,,,,,,,,,,,,0.015591,,,,,,,,,,,,,,,
0.783505,,,,,,,,,,-0.015971,,,,,,,,,,,,,,,,,,,,,,,,0.001383,,,,,,,,,,,,,,,,,,,,,,,,0.016168,,,,,,,,,,,,,,,,,,,,,,,,-0.000171,,,,,,,,,,,,,,,,,,,,,,,,0.000157,,,,,,,,,,,,,,,,,,,,,,,,-0.001784,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002694,,,,,,,,,,,,,,,,,,,,,,,,0.016398,,,,,,,,,,,,,,,
0.793814,,,,,,,,,,-0.016031,,,,,,,,,,,,,,,,,,,,,,,,0.001464,,,,,,,,,,,,,,,,,,,,,,,,0.016531,,,,,,,,,,,,,,,,,,,,,,,,-0.000529,,,,,,,,,,,,,,,,,,,,,,,,-0.000312,,,,,,,,,,,,,,,,,,,,,,,,-0.001913,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002858,,,,,,,,,,,,,,,,,,,,,,,,0.016499,,,,,,,,,,,,,,,
0.804124,,,,,,,,,,-0.016033,,,,,,,,,,,,,,,,,,,,,,,,0.001241,,,,,,,,,,,,,,,,,,,,,,,,0.016250,,,,,,,,,,,,,,,,,,,,,,,,-0.000707,,,,,,,,,,,,,,,,,,,,,,,,-0.000580,,,,,,,,,,,,,,,,,,,,,,,,-0.002169,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002520,,,,,,,,,,,,,,,,,,,,,,,,0.016448,,,,,,,,,,,,,,,
0.814433,,,,,,,,,,-0.016250,,,,,,,,,,,,,,,,,,,,,,,,0.001250,,,,,,,,,,,,,,,,,,,,,,,,0.017423,,,,,,,,,,,,,,,,,,,,,,,,-0.000886,,,,,,,,,,,,,,,,,,,,,,,,-0.000915,,,,,,,,,,,,,,,,,,,,,,,,-0.001913,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002537,,,,,,,,,,,,,,,,,,,,,,,,0.017085,,,,,,,,,,,,,,,
0.824742,,,,,,,,,,-0.016115,,,,,,,,,,,,,,,,,,,,,,,,0.001181,,,,,,,,,,,,,,,,,,,,,,,,0.016746,,,,,,,,,,,,,,,,,,,,,,,,-0.000975,,,,,,,,,,,,,,,,,,,,,,,,-0.001049,,,,,,,,,,,,,,,,,,,,,,,,-0.001528,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002518,,,,,,,,,,,,,,,,,,,,,,,,0.016782,,,,,,,,,,,,,,,
0.835052,,,,,,,,,,-0.016103,,,,,,,,,,,,,,,,,,,,,,,,0.000522,,,,,,,,,,,,,,,,,,,,,,,,0.015831,,,,,,,,,,,,,,,,,,,,,,,,-0.000439,,,,,,,,,,,,,,,,,,,,,,,,-0.000982,,,,,,,,,,,,,,,,,,,,,,,,-0.002554,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001847,,,,,,,,,,,,,,,,,,,,,,,,0.016450,,,,,,,,,,,,,,,
0.845361,,,,,,,,,,-0.015779,,,,,,,,,,,,,,,,,,,,,,,,0.000230,,,,,,,,,,,,,,,,,,,,,,,,0.016576,,,,,,,,,,,,,,,,,,,,,,,,-0.000439,,,,,,,,,,,,,,,,,,,,,,,,-0.001450,,,,,,,,,,,,,,,,,,,,,,,,-0.002041,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001552,,,,,,,,,,,,,,,,,,,,,,,,0.016652,,,,,,,,,,,,,,,
0.855670,,,,,,,,,,-0.015784,,,,,,,,,,,,,,,,,,,,,,,,-0.000454,,,,,,,,,,,,,,,,,,,,,,,,0.015666,,,,,,,,,,,,,,,,,,,,,,,,-0.000171,,,,,,,,,,,,,,,,,,,,,,,,-0.000379,,,,,,,,,,,,,,,,,,,,,,,,-0.002298,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001293,,,,,,,,,,,,,,,,,,,,,,,,0.016147,,,,,,,,,,,,,,,
0.865979,,,,,,,,,,-0.015517,,,,,,,,,,,,,,,,,,,,,,,,-0.000471,,,,,,,,,,,,,,,,,,,,,,,,0.015903,,,,,,,,,,,,,,,,,,,,,,,,-0.000529,,,,,,,,,,,,,,,,,,,,,,,,-0.000848,,,,,,,,,,,,,,,,,,,,,,,,-0.001528,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001210,,,,,,,,,,,,,,,,,,,,,,,,0.016153,,,,,,,,,,,,,,,
0.876289,,,,,,,,,,-0.014916,,,,,,,,,,,,,,,,,,,,,,,,-0.001142,,,,,,,,,,,,,,,,,,,,,,,,0.015835,,,,,,,,,,,,,,,,,,,,,,,,0.001704,,,,,,,,,,,,,,,,,,,,,,,,0.001429,,,,,,,,,,,,,,,,,,,,,,,,0.000397,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001232,,,,,,,,,,,,,,,,,,,,,,,,0.015442,,,,,,,,,,,,,,,
0.886598,,,,,,,,,,-0.015473,,,,,,,,,,,,,,,,,,,,,,,,-0.001104,,,,,,,,,,,,,,,,,,,,,,,,0.015952,,,,,,,,,,,,,,,,,,,,,,,,0.001704,,,,,,,,,,,,,,,,,,,,,,,,0.001764,,,,,,,,,,,,,,,,,,,,,,,,0.000525,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001729,,,,,,,,,,,,,,,,,,,,,,,,0.015689,,,,,,,,,,,,,,,
0.896907,,,,,,,,,,-0.015231,,,,,,,,,,,,,,,,,,,,,,,,-0.001078,,,,,,,,,,,,,,,,,,,,,,,,0.015736,,,,,,,,,,,,,,,,,,,,,,,,0.001704,,,,,,,,,,,,,,,,,,,,,,,,0.001429,,,,,,,,,,,,,,,,,,,,,,,,0.000525,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.001822,,,,,,,,,,,,,,,,,,,,,,,,0.015403,,,,,,,,,,,,,,,
0.907216,,,,,,,,,,-0.015504,,,,,,,,,,,,,,,,,,,,,,,,-0.000844,,,,,,,,,,,,,,,,,,,,,,,,0.016843,,,,,,,,,,,,,,,,,,,,,,,,0.001704,,,,,,,,,,,,,,,,,,,,,,,,0.001563,,,,,,,,,,,,,,,,,,,,,,,,0.000654,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002035,,,,,,,,,,,,,,,,,,,,,,,,0.015987,,,,,,,,,,,,,,,
0.917526,,,,,,,,,,-0.015503,,,,,,,,,,,,,,,,,,,,,,,,-0.000249,,,,,,,,,,,,,,,,,,,,,,,,0.017939,,,,,,,,,,,,,,,,,,,,,,,,0.000990,,,,,,,,,,,,,,,,,,,,,,,,0.001027,,,,,,,,,,,,,,,,,,,,,,,,0.002322,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,-0.002692,,,,,,,,,,,,,,,,,,,,,,,,0.016440,,,,,,,,,,,,,,,
